Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,CG,ShO,TBF,H,ER,HR,BB,IBB,HBP,SO,QS,AVG,WHIP,ERA-,FIP-,K%,BB%,SIERA,K-BB%,WPA,Clutch,EV,Barrel%,HardHit%,K/BB,Contact% (sc),O-Swing% (mlb),NameASCII,PlayerId,MLBAMID
"Jake Rogers","DET",0,0,0,2,0,1.1,6.750001609325793,0,0,0.4,1,0.4,0,76.6374178799716,0,4.844871596658279,1.5771091699599369,2.630196692785541,0.030292298644781113,0,0,6,2,0,0,0,0,0,1,0,0.3333333333333333,1.500000357627954,0,38.14438908693476,0.16666667,0,3.0972856979545167,0.16666667,0.00010001659393310547,0.050008299705095585,81.67999877929688,0,0.4,1,0.85714286,0.2,"Jake Rogers",19452,668670
"Hunter Brown","HOU",1,0,0,2,2,10.2,14.343750854954175,5.062500301748532,0,0.25,0.90909091,0.5,0,96.23904622395834,0.843750050291422,1.818482573106023,1.5771094381809183,2.3669249390700706,0.5038977861404419,0,0,43,5,1,0,6,0,0,17,1,0.13513513513513514,1.0312500614672937,20.68458423391157,38.35578368363623,0.39534884,0.13953488,2.919828551861584,0.25581395,0.4056439995765686,0.08585189461292159,85.59000244140626,0,0.3,2.83333333,0.73972603,0.22988506,"Hunter Brown",25880,686613
"Brock Stewart","LAD",0,0,0,2,0,2,13.5,4.5,0,0,1,0.666666666,0,95.44237342247597,0,1.5430155411863715,1.5771095275878908,2.2791677087545397,0.07055355608463287,0,0,7,0,0,0,1,0,0,3,0,0,0.5,0,38.101191610372446,0.42857143,0.14285714,2.319117313159931,0.28571429,0.14084799587726593,0.054806122609879715,88.7999979654948,0,0,3,0.54545455,0.23529412,"Brock Stewart",16727,592779
"Dylan Lee","ATL",2,0,0,26,0,25.2,10.519482343509635,1.0519482343509634,0.35064941145032114,0.2033898305084746,0.75342466,0.322033898,0.033333333,93.44395668992719,1.4025976458012845,1.743369357671765,1.5965897903532016,2.7312714495691934,0.8508007526397705,0,0,93,13,4,1,3,0,0,30,0,0.14444444444444443,0.6233767314672376,34.5786239467207,40.48522558396446,0.32258065,0.03225806,2.1418185490733137,0.29032258,0.6735242009162903,-0.5592978323858506,86.70678297139831,0.03333333,0.31666667,10,0.64390244,0.35519126,"Dylan Lee",19996,669276
"Jhoan Duran","PHI",1,2,11,17,0,16.2,14.040000535583516,2.70000010299683,0.540000020599366,0.3333333333333333,0.83333333,0.529411764,0.111111111,100.34707159745066,1.620000061798098,2.7108262299308077,1.637109472656248,1.615332307485496,0.7506490349769592,0,0,65,12,3,1,5,0,0,26,0,0.2,1.0200000389099135,39.48750673549363,39.97126022362419,0.4,0.07692308,1.6741980449396066,0.32307692,1.1755999326705933,0.338396075826096,92.97941320082721,0.08823529,0.52941176,5.2,0.64963504,0.32911392,"Jhoan Duran",21029,661395
"Grant Taylor","CHW",1,0,1,21,4,26.2,13.16250219672955,3.0375005069375884,0.33750005632639873,0.3492063492063492,0.71895425,0.421875,0.04,98.5729221784736,2.362500394284791,2.4492799508955345,1.6521092897653185,2.4809685177835927,1.023542270064354,0,0,112,23,7,1,9,0,0,39,0,0.22330097087378642,1.20000020027164,57.4373682473699,38.90385488446163,0.34821429,0.08035714,2.321396985121728,0.26785714,0.8929221779108047,0.4013322554075276,89.52857220362104,0.0625,0.421875,4.33333333,0.73913043,0.32765957,"Grant Taylor",33927,691799
"Blake Snell","LAD",0,1,0,1,1,3,15,6,0,0.5454545454545454,0.375,0.636363636,0,96.37689971923828,12,3.7238534642828105,1.743776194254558,2.2118149816989905,0.11485975980758667,0,0,18,6,4,0,2,0,0,5,0,0.375,2.6666666666666665,298.7727795285853,42.09812853829709,0.27777778,0.11111111,3.0495295220371887,0.16666667,-0.31469202041625977,-0.09029464193901593,80.45454545454545,0,0.18181818,2.5,0.6,0.46,"Blake Snell",13543,605483
"Ty Blach","CHC",0,0,0,1,0,3,6,0,0,0.14285714285714285,1,0.714285714,0,,0,2.8419737325853434,1.743776194254558,2.2118149816989905,0.04439117759466171,0,0,9,1,0,0,0,0,0,2,0,0.1111111111111111,0.3333333333333333,0,44.060998637772165,0.22222222,0,1.3251961864809116,0.22222222,0.005252000875771046,0.0023975203375677934,93.92857142857143,0,0.57142857,2,0.78571429,0.33333333,"Ty Blach",14361,621389
"Will Klein","LAD",1,2,1,17,1,22.1,10.074628299688696,2.4179107919252867,0,0.3103448275862069,0.8,0.48275862,0,97.99189055367802,2.014925659937739,2.5010741715546563,1.7786018800724595,2.910277915273978,0.7649781778454781,0,0,90,18,5,0,6,2,1,25,0,0.21686746987951808,1.0746270186334608,50.16707833025561,42.933304956412336,0.27777778,0.06666667,2.7248732167979046,0.21111111,0.18965207040309906,-0.4418092685542421,89.71428407941546,0.01724138,0.36206897,4.16666667,0.79874214,0.28742515,"Will Klein",27787,694361
"Cody Ponce","TOR",0,0,0,1,1,2.1,11.571430147910819,3.8571433826369397,0,0.16666666666666666,0.5,0.5,0,95.72285970052083,3.8571433826369397,2.3124872097592557,1.791395066708911,3.5966877785176212,0.08782373368740082,0,0,10,1,1,0,1,0,0,3,0,0.1111111111111111,0.8571429739193199,94.5849799586355,42.78735040560523,0.3,0.1,3.300515718161723,0.2,-0.018939990550279617,-0.013186029000818226,87.86666870117188,0,0.33333333,3,0.48275862,0.5,"Cody Ponce",17920,664074
"Yovanny Cruz","NYY",0,0,0,2,0,2.1,11.571430147910819,0,0,0.2,1,0.4,0,99.51785982572116,0,3.3698357355018342,1.791395066708911,3.5966877785176212,0.055203069001436234,0,0,9,1,0,0,0,0,1,3,0,0.125,0.42857148695965996,0,42.60802595619623,0.33333333,0,1.774739395010813,0.33333333,0.0043600015342235565,-0.08911008357597593,91.05999755859375,0,0.4,3,0.8,0.38461538,"Yovanny Cruz",22622,672442
"Trevor Megill","MIL",0,2,5,19,0,18,11,3,0,0.3125,0.5,0.386363636,0,97.56865730932203,5,3.254685876838983,1.7993317498101131,3.359461041291555,0.5847512483596802,0,0,77,15,10,0,6,0,1,22,0,0.21428571428571427,1.1666666666666667,124.79856874319451,44.62630282013313,0.28571429,0.07792208,2.88221176833765,0.20779221,-0.5425599217414856,-0.4262778555014644,91.65454656427556,0.0625,0.45833333,3.66666667,0.68243243,0.32298137,"Trevor Megill",17722,656730
"Jonathan Hernández","LAD",0,0,0,3,0,4,9,2.25,0,0,1,0.625,0,97.2564697265625,0,1.2245997593206726,1.8271095275878908,2.1781386181712152,0.05522000417113304,0,0,13,0,0,0,1,0,0,4,0,0,0.25,0,44.09659700225942,0.30769231,0.07692308,2.039171779430217,0.23076923,0.004179961513727903,0.06981472652440712,83.0625,0,0.375,4,0.82608696,0.34375,"Jonathan Hernandez",17464,642546
"Aroldis Chapman","BOS",0,1,12,18,0,17.2,11.716981553742807,3.566037864182593,0,0.21621621621621623,0.9375,0.388888888,0,97.04129161005434,0.5094339805975133,3.0940983421185306,1.8318264639050805,2.944522489193717,0.7551342248916626,0,0,68,8,1,0,7,0,1,23,0,0.13333333333333333,0.8490566343291889,11.918586977819915,44.23515331258388,0.33823529,0.10294118,2.621144247446597,0.23529412,1.617583990097046,0.07771219282971031,90.21111382378473,0.13513514,0.45945946,3.28571429,0.69172932,0.31884058,"Aroldis Chapman",10233,547973
"Erik Sabrowski","CLE",2,1,0,25,0,21,16.714290268568384,5.571430089522795,0.4285715453479073,0.2,0.86021505,0.161290322,0.05,94.28915934917356,1.7142861813916292,2.4884998421376388,1.8390139521383808,2.5572202071991006,0.7821874618530273,0,0,83,7,4,1,13,0,0,39,0,0.1,0.9523812118842384,42.28412817122538,45.122296989617126,0.46987952,0.15662651,2.220765401945112,0.31325301,1.4074339866638184,0.11983220099856728,93.46452085433468,0.09677419,0.38709677,3,0.65243902,0.29081633,"Erik Sabrowski",24978,681870
"Alex Vesia","LAD",1,1,2,23,0,18.2,12.053574302367487,4.339286748852295,0,0.225,0.72222222,0.2,0,91.56834893048128,2.4107148604734974,2.427681986277672,1.8449663766792144,3.4998181982623064,0.6012913584709167,0,0,74,9,5,0,9,0,0,25,0,0.13846153846153847,0.964285944189399,60.02133162621106,44.524833199556355,0.33783784,0.12162162,3.0438830228668,0.21621622,0.9220340251922607,0.0071790219306269165,86.4,0.05,0.3,2.77777778,0.67763158,0.35051546,"Alex Vesia",25007,681911
"Jacob Misiorowski","MIL",5,2,0,11,11,64,14.0625,2.671875,0.5625,0.25,0.82061069,0.451612903,0.093023255,99.86255040322581,1.828125,2.1507288044166817,1.8896095275878908,2.020500208530575,2.615185022354126,0,0,248,34,13,4,19,0,5,100,6,0.15178571428571427,0.828125,45.6294766967305,46.85092404281566,0.40322581,0.0766129,2.0822757065770423,0.3266129,1.7195680141448975,-0.17966402633887513,86.70081459603658,0.02419355,0.32258065,5.26315789,0.63975155,0.31722689,"Jacob Misiorowski",31623,694819
"Cam Schlittler","NYY",7,2,0,12,12,72,10.125,1.625,0.375,0.25280898876404495,0.82746479,0.466292134,0.047619047,97.93979124236253,1.5,2.622216634272831,1.910442860921224,2.597378011296193,2.862549066543579,0,0,275,48,12,3,13,0,0,81,8,0.183206106870229,0.8472222222222222,36.97759016918236,45.45818799963205,0.29454545,0.04727273,2.737758680171749,0.24727273,1.85236394405365,-0.16017666656222773,87.80281118328652,0.06077348,0.39226519,6.23076923,0.73890785,0.36329588,"Cam Schlittler",32095,693645
"Trey Yesavage","TOR",2,2,0,6,6,32,9.84375,2.8125,0,0.2926829268292683,0.77142857,0.325,0,94.50885794865145,2.25,2.0097536334057042,1.9208595275878908,3.8076408894732596,1.3822301626205444,0,0,128,24,8,0,10,0,1,35,2,0.20512820512820512,1.0625,55.17456412559854,45.89994634425834,0.2734375,0.078125,3.5149261300563817,0.1953125,0.7947940230369568,0.048161102242639475,87.4375,0.03658537,0.26829268,3.5,0.70522388,0.33680556,"Trey Yesavage",35456,702056
"Adam Macko","TOR",1,0,0,6,0,4.1,8.307696573835228,0,0,0.3076923076923077,1,0.461538461,0,94.65167236328125,0,4.135644448871452,1.923262781221887,3.8674248966589406,0.09453967958688736,0,0,18,4,0,0,0,0,1,4,0,0.23529411764705882,0.923077397092803,0,45.957725579192335,0.22222222,0,2.8092455672501955,0.22222222,0.24487601220607758,0.21857573237249123,83.2923114483173,0.07692308,0.38461538,4,0.80555556,0.3902439,"Adam Macko",25590,671936
"Ryan Fernandez","STL",1,0,0,6,0,8.2,16.615385834282055,3.1153848439278855,1.0384616146426284,0.4117647058823529,0.72916667,0.5,0.166666666,94.65005131091101,2.076923229285257,2.6587080262783624,1.9232632890960815,1.395343808906576,0.13457319140434265,0,0,37,8,2,1,3,0,0,16,0,0.23529411764705882,1.2692308623409905,52.5825234807228,48.76932289993575,0.43243243,0.08108108,1.5236134845412992,0.35135135,-0.0013379431329667568,-0.08693534803076367,84.92222086588542,0.05555556,0.38888889,5.33333333,0.63636364,0.33766234,"Ryan Fernandez",24862,681676
"Cristopher Sánchez","PHI",5,2,0,11,11,72.1,10.700461581917448,1.9907835501241764,0.37327191564828305,0.3368421052631579,0.82706767,0.583333333,0.061224489,,1.6175116344758933,2.870316795538965,1.9434688948782903,2.355474017227111,2.8118698596954346,1,1,296,67,13,3,16,0,1,86,8,0.24014336917562723,1.1474655184743516,39.42685131148255,47.39837270622321,0.29054054,0.05405405,2.572306165242031,0.23648649,1.7536542415618896,0.198528173834158,89.04010009765625,0.08290155,0.44041451,5.375,0.69245648,0.36462094,"Cristopher Sanchez",20778,650911
"Travis Adams","MIN",1,0,1,5,0,8,10.1250012069942,3.3750004023314,0,0.2727272727272727,0.66666667,0.38095238,0,94.00361463758681,3.3750004023314,2.398857670020507,1.952109393477424,3.8827696218383427,0.2805793583393097,0,0,34,6,3,0,3,0,0,9,0,0.1935483870967742,1.1250001341104667,81.64683187373335,47.32572399609843,0.26470588,0.08823529,3.2900036837616766,0.17647059,0.18476998805999756,0.09491879795460295,82.80952380952381,0.09090909,0.13636364,3,0.76785714,0.3030303,"Travis Adams",30180,701519
"Bradgley Rodriguez","SDP",0,2,0,23,2,26.2,8.10000193119095,2.3625005632640272,0,0.2631578947368421,0.81481481,0.554054054,0,98.142474210715,1.6875004023314482,1.8277149520656994,2.0646092861890226,3.538931818144868,0.7003074362874031,0,0,107,20,5,0,7,1,0,24,0,0.2,1.0125002413988688,43.434088911728075,51.69929686007455,0.22429907,0.06542056,3.252510118805914,0.15887851,0.08386802859604359,-0.6090214201951536,85.3716191472234,0.01315789,0.26315789,3.42857143,0.71162791,0.31794872,"Bradgley Rodriguez",29107,699134
"Alimber Santa","HOU",0,0,0,1,0,2,4.5,0,0,0,1,0.6,0,96.14979553222656,0,1.0140047502216787,2.077109527587891,2.077109527587891,0.02424524910748005,0,0,6,0,0,0,0,0,0,1,0,0,0,0,50.60690111916549,0.16666667,0,1.524341250311961,0.16666667,0.0009360000258311629,0.10804636781412541,53.739996337890624,0,0,1,0.83333333,0.41666667,"Alimber Santa",28846,695001
"Tarik Skubal","DET",3,2,0,7,7,43.1,9.346154120405759,1.2461538827207677,0.41538462757358924,0.29464285714285715,0.71428571,0.459459459,0.0625,97.14186862244898,2.7000000792283303,3.1767787588824206,2.084801806162094,2.521687748089665,1.533694863319397,0,0,166,35,13,2,6,0,1,45,5,0.22012578616352202,0.94615387391762,65.64689468763815,50.5154334023265,0.27108434,0.03614458,2.7938069202813285,0.23493976,0.8247942924499512,-0.13673270728995446,89.87387387387388,0.05263158,0.42982456,7.5,0.73040752,0.35109718,"Tarik Skubal",22267,669373
"Matt Brash","SEA",3,0,0,16,0,13.1,7.425000708103248,1.350000128746045,0,0.18181818181818182,0.88888889,0.34375,0,96.82868303571429,0,3.519883079912339,2.1021094346046363,3.2605055440028687,0.42470237612724304,0,0,47,6,0,0,2,1,1,11,0,0.13636363636363635,0.6000000572204645,0,53.231856885440074,0.23404255,0.04255319,3.048710198878667,0.19148936,1.0325119495391846,0.006792066886895043,90.8687515258789,0.06060606,0.42424242,5.5,0.70512821,0.33636364,"Matt Brash",25756,666374
"Garrett Acton","MIN",1,1,0,4,0,6.2,12.150001158714405,4.050000386238135,0,0.26666666666666666,0.375,0.333333333,0,95.0120365203373,2.70000025749209,2.4654705074648082,2.1771094417571946,3.6514317628094903,0.14456190168857574,0,0,28,4,2,0,3,1,1,9,0,0.16666666666666666,1.0500001001358128,65.3174639416968,52.81340293046409,0.32142857,0.10714286,2.8768265068177117,0.21428571,-0.3484639823436737,-0.1866320957687193,95.63999837239584,0.06666667,0.4,3,0.6875,0.22413793,"Garrett Acton",27583,670183
"Vince Velasquez","CHC",0,0,0,1,0,2.1,3.8571433826369397,0,0,0.14285714285714285,1,0.142857142,0,91.4923095703125,0,0.7524495787868472,2.219966553668571,5.228787740016422,0.024283358827233315,0,0,8,1,0,0,0,0,0,1,0,0.125,0.42857148695965996,0,56.0132767667171,0.125,0,6.066004438161849,0.125,-0.002491997554898262,-0.22524276766043777,85.39999825613839,0,0.14285714,1,0.86666667,0.28571429,"Vince Velasquez",11189,592826
"Daniel Duarte","NYM",0,0,0,1,0,2.1,3.8571433826369397,0,0,0.16666666666666666,1,0.5,0,96.23570251464844,0,2.592749745439895,2.219966553668571,3.4234950282077112,0.028379837051033974,0,0,7,1,0,0,0,0,0,1,0,0.14285714285714285,0.42857148695965996,0,55.426849960744825,0.14285714,0,3.4523418235842986,0.14285714,0.023600008338689804,0.025479741005618062,80.39999898274739,0.16666667,0.16666667,1,0.83333333,0.41666667,"Daniel Duarte",17480,650960
"Jared Koenig","MIL",0,0,0,3,0,2.1,15.428573530547759,7.714286765273879,0,0.42857142857142855,0.6,0.428571428,0,96.08489990234375,0,2.069746966610333,2.219966553668571,3.4234950282077112,0.04698821157217026,0,0,13,3,0,0,2,2,0,4,0,0.2727272727272727,2.1428574347983,0,54.9915680570093,0.30769231,0.15384615,3.6046510673471586,0.15384615,-0.055727992206811905,0.012470066709256503,98.45714460100446,0,0.71428571,2,0.6875,0.2173913,"Jared Koenig",27517,657649
"Mason Black","KCR",0,0,0,4,0,4.2,9.64285845659235,3.8571433826369397,0,0.4666666666666667,1,0.266666666,0,94.09275309244792,0,5.027165654466623,2.219966553668571,4.627023502746852,0.05454346165060997,0,0,22,7,0,0,2,0,0,5,0,0.35,1.9285716913184698,0,54.019657497661534,0.22727273,0.09090909,3.95559353035459,0.13636364,0.026002023369073868,0.16030199796905942,88.2,0.13333333,0.33333333,2.5,0.84444444,0.27777778,"Mason Black",30171,696131
"Zack Wheeler","PHI",4,0,0,6,6,37.2,8.601770492268148,1.9115045538373663,0.23893806922967079,0.23157894736842105,0.81699346,0.46875,0.033333333,95.17111280487805,1.6725664846076955,3.1674485611388263,2.227551948104617,3.000742023405227,1.3605715036392212,0,0,141,23,7,1,8,0,1,36,5,0.17424242424242425,0.8230089051244216,40.76881346115566,54.28543619331542,0.25531915,0.05673759,3.183517341084612,0.19858156,1.2936761379241943,-0.11711735698416348,88.21052631578948,0.07291667,0.375,4.5,0.78006873,0.38580247,"Zack Wheeler",10310,554430
"Ryan Helsley","BAL",0,2,7,12,0,10.2,12.65625075437133,5.9062503520399545,0,0.2916666666666667,0.78571429,0.608695652,0,98.85552915592784,2.531250150874266,2.8518764003563364,2.2333594772964687,3.023174978185621,0.32581648230552673,0,0,46,7,3,0,7,1,0,15,0,0.1794871794871795,1.312500078231101,62.5992330798849,54.51960986214972,0.32608696,0.15217391,3.2834770919597394,0.17391304,0.21449996531009674,-0.008048103554824326,91.44782820991848,0.04166667,0.54166667,2.14285714,0.61176471,0.25471698,"Ryan Helsley",18138,664854
"Colin Holderman","CLE",2,0,0,15,0,19.1,10.241380994300348,2.3275865896137153,0.4655173179227431,0.2,0.80882353,0.456521739,0.066666666,97.14377663352273,1.3965519537682294,2.7665224419339576,2.2495231846141253,2.6665100860226665,0.5116347074508667,0,0,73,10,3,1,5,0,0,22,0,0.14705882352941177,0.7758621965379051,34.44698000363837,55.2591530209554,0.30136986,0.06849315,2.518798301228744,0.23287671,0.6902020573616028,0.33757785040602206,88.2782619310462,0.10869565,0.45652174,4.4,0.71428571,0.30967742,"Colin Holderman",22361,670059
"Keaton Winn","SFG",1,1,0,24,0,24.1,8.136986726577275,2.958904264209918,0,0.21311475409836064,0.71428571,0.483333333,0,96.6789991999247,1.8493151651311988,1.8439082428488847,2.255191676418469,3.409259979739278,0.5645461678504944,0,0,91,13,5,0,8,1,0,22,0,0.1566265060240964,0.8630137437278927,46.93854395973015,58.08321938640956,0.24175824,0.08791209,3.3461714188609197,0.15384615,0.5931440591812134,-0.3679085088446893,84.91864737817797,0.01639344,0.24590164,2.75,0.74698795,0.29585799,"Keaton Winn",23499,676775
"Jonathan Pintaro","NYM",0,0,0,2,0,3.2,7.363637640456744,2.454545880152248,0,0,1,0.5,0,96.07884979248047,0,0.925533245046253,2.2589275675371416,3.407750245010327,0.06511454284191132,0,0,12,0,0,0,1,0,0,3,0,0,0.27272732001691646,0,56.39452504604663,0.25,0.08333333,3.223542629013156,0.16666667,0.009773992002010345,-0.023411373173872596,85.44999694824219,0,0.25,3,0.75,0.25925926,"Jonathan Pintaro",33980,702752
"Aaron Ashby","MIL",8,0,0,24,1,33,12.818183670359478,4.636364306300236,0.27272731213530804,0.33783783783783783,0.79812207,0.573333333,0.045454545,97.12888590494792,2.1818184970824643,2.568457154402736,2.258927591181967,2.801065850468307,0.7969360947608948,0,0,140,26,8,1,17,1,1,47,0,0.21311475409836064,1.3030304913131383,54.45756513866385,55.95164431324347,0.33571429,0.12142857,2.795779266990169,0.21428571,0.5185361430048943,0.06365486159063577,87.19200032552084,0.05333333,0.36,2.76470588,0.66079295,0.32278481,"Aaron Ashby",23550,676879
"Ben Brown","CHC",1,2,1,16,4,44.2,9.47014979292171,2.820895682997956,0.20149254878556827,0.25217391304347825,0.75688073,0.535087719,0.032258064,96.68452768477182,2.014925487855683,2.8691052656925042,2.2711393324456175,2.9545932646197697,1.3157057166099548,0,0,178,30,10,1,14,0,1,47,1,0.18404907975460122,0.9850746829516671,50.826886003229504,57.297702779303506,0.26404494,0.07865169,3.017661971701215,0.18539326,0.9165880680084229,-0.03545071340669448,89.82301101009402,0.06034483,0.4137931,3.35714286,0.73417722,0.32763533,"Ben Brown",23590,676962
"Paul Gervase","LAD",0,0,0,2,0,5,9,3.6,0,0.35714285714285715,0.85714286,0.428571428,0,92.99131944444444,1.8,3.7602465307443427,2.277109527587891,3.6812258899211887,0.08453012257814407,0,0,21,5,1,0,2,0,0,5,0,0.2631578947368421,1.4,44.8159169292878,54.88832670765596,0.23809524,0.0952381,3.549557228845213,0.14285714,0.011456074193120003,0.0973062793327217,90.14999825613839,0,0.42857143,2.5,0.72727273,0.33333333,"Paul Gervase",31571,801434
"Gage Jump","ATH",0,1,0,1,1,5,9,1.8,0,0.5,0.63636364,0.388888888,0,96.35155211103724,7.2,,2.277109527587891,3.962049162387848,0.16525769233703613,0,0,25,9,4,0,1,0,1,5,0,0.391304347826087,2,170.69803145618332,54.3570089725579,0.2,0.04,3.7380644881618506,0.16,-0.18719998002052307,-0.15843511481450293,92.44999864366319,0,0.38888889,5,0.75555556,0.40425532,"Gage Jump",35418,695611
"Andrew Alvarez","WSN",1,0,1,4,0,12.2,11.368421623251143,2.131579054359589,0.7105263514531964,0.3103448275862069,0.77586207,0.466666666,0.1,93.23092215401786,2.8421054058127857,4.015213077579735,2.287635803751006,2.369832936034625,0.3595839738845825,0,0,49,10,4,1,3,0,0,16,0,0.21739130434782608,1.0263158409879505,70.41356313922728,56.55063500389621,0.32653061,0.06122449,2.1973659609845155,0.26530612,0.42293214797973633,0.21353729384357484,92.213330078125,0.13333333,0.46666667,5.33333333,0.70588235,0.32653061,"Andrew Alvarez",29914,674841
"Davis Martin","CHW",7,1,0,10,10,61.2,9.632432829673677,1.7513514235770322,0.43783785589425805,0.3057324840764331,0.84142395,0.443037974,0.057692307,94.30225212191358,2.043243327506538,3.570632196334096,2.2987311171092095,2.850310342688723,2.3118419647216797,0,0,241,51,14,3,12,0,3,66,7,0.22566371681415928,1.021621663753269,49.6755554855697,54.239193199602255,0.27385892,0.04979253,2.9679480521241217,0.22406639,1.946816086769104,1.0368816575851283,90.37436147836539,0.075,0.46875,5.5,0.74186551,0.35344828,"Davis Martin",21448,663436
"Coleman Crow","MIL",0,0,0,2,2,10.1,6.096774381107649,0.8709677687296642,0,0.22580645161290322,0.66666667,0.354838709,0,91.8145751953125,2.6129033061889926,3.2784516853372487,2.302915955383745,4.34114944728082,0.3545770049095154,0,0,40,7,3,0,1,0,1,7,0,0.18421052631578946,0.774193572204146,65.21731857534945,57.035603743384144,0.175,0.025,4.120954865971318,0.15,0.26091206073760986,-0.06396643849327538,87.9290259576613,0.06451613,0.32258065,7,0.85333333,0.37096774,"Coleman Crow",27926,689441
"Matthew Boyd","CHC",2,1,0,5,5,24,11.625000923872067,2.2500001788139485,0.7500000596046495,0.3770491803278688,0.4964539,0.396825396,0.086956521,92.57562785388127,6.000000476837196,4.1520474569035315,2.327109467983241,2.5893876693966504,0.8293684720993042,0,0,100,25,16,2,6,0,0,31,1,0.26595744680851063,1.2916667693191186,151.35117506507487,58.70254144021979,0.31,0.06,2.7656641173283916,0.25,-0.38507384061813354,-0.441084851441298,89.15873015873017,0.0952381,0.50793651,5.16666667,0.71889401,0.37656904,"Matthew Boyd",15440,571510
"Logan Henderson","MIL",2,1,0,5,5,23,11.73913043478261,2.347826086956522,0.782608695652174,0.3076923076923077,0.80188679,0.185185185,0.074074074,93.18570757515823,2.739130434782609,2.8611609349526974,2.3814573536748473,2.8993330833704576,0.788528561592102,0,0,90,18,7,2,6,0,0,30,1,0.21428571428571427,1.0434782608695652,68.36791157235874,58.97101759381853,0.33333333,0.06666667,2.843543090683343,0.26666667,0.24642008543014526,0.016173988240105908,87.04444263599537,0.09259259,0.2962963,5,0.75742574,0.30967742,"Logan Henderson",31475,701656
"Adrian Morejon","SDP",4,1,1,24,0,27.1,10.865855680485364,1.9756101237246115,0.6585367079082038,0.3142857142857143,0.60283688,0.597222222,0.153846153,99.06984947467673,4.280488601403325,2.66291477356585,2.38198744701812,2.098579322707557,0.9163147211074829,0,0,112,24,13,2,6,0,1,33,0,0.22857142857142856,1.0975611798470064,110.17426854661782,59.60205473096093,0.29464286,0.05357143,2.0034237596349724,0.24107143,0.7504361867904663,0.2756773105829547,84.4267578125,0.02777778,0.27777778,5.5,0.64069264,0.38181818,"Adrian Morejon",20039,670970
"Shohei Ohtani","LAD",4,2,0,8,8,49,9.918367346938776,2.3877551020408165,0.3673469387755102,0.22033898305084745,0.9223301,0.50420168,0.045454545,97.93927346068249,0.7346938775510204,2.4046884921087015,2.3832319765674828,3.113458914172893,1.7837563753128052,0,0,190,28,4,2,13,0,3,54,7,0.16091954022988506,0.8367346938775511,18.29221099154604,57.433315118905945,0.28421053,0.06842105,3.0541259893428983,0.21578947,1.839036226272583,0.2393453085739925,87.97395286239495,0.03333333,0.39166667,4.15384615,0.70994475,0.31496063,"Shohei Ohtani",19755,660271
"Tanner Scott","LAD",1,1,4,23,0,21.2,10.384616603512878,1.2461539924215455,0.8307693282810303,0.1702127659574468,0.98039216,0.326530612,0.086956521,96.54613155241935,1.2461539924215455,2.774072211705096,2.384801754020365,2.6753253112129247,0.5137302875518799,0,0,77,10,3,2,3,0,0,25,0,0.13513513513513514,0.6000000704251885,31.0264076697024,57.470960927726246,0.32467532,0.03896104,2.1373979723502385,0.28571429,0.5737040042877197,-0.19477710198410014,87.45509805484694,0.08163265,0.26530612,8.33333333,0.68072289,0.44444444,"Tanner Scott",17586,656945
"Orlando Ribalta","WSN",0,0,2,12,0,11.2,7.714286134680946,3.0857144538723786,0,0.24242424242424243,0.66666667,0.46875,0,96.60493469238281,2.314285840404284,1.856620868459232,2.39139520450514,3.9559820935111762,0.445017009973526,0,0,47,8,3,0,4,0,0,10,0,0.18604651162790697,1.028571484624126,57.33675880290731,59.10257646633232,0.21276596,0.08510638,3.7207717616664273,0.12765958,1.226722002029419,0.20820172477288712,77.0374984741211,0.03030303,0.24242424,2.5,0.76,0.41025641,"Orlando Ribalta",26247,687377
