Name,Team,PA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Didier Fuentes","ATL",0,,,,,,,,,"Didier Fuentes",30661,800311
"Justin Wrobleski","LAD",0,,,,,,,,,"Justin Wrobleski",31204,680736
"Chris Roycroft","STL",0,,,,,,,,,"Chris Roycroft",31261,688297
"Eduardo Rivera","BOS",0,,,,,,,,,"Eduardo Rivera",31280,700842
"Colton Gordon","HOU",0,,,,,,,,,"Colton Gordon",31312,676467
"Jack Perkins","ATH",0,,,,,,,,,"Jack Perkins",31468,678022
"Logan Henderson","MIL",0,,,,,,,,,"Logan Henderson",31475,701656
"Victor Mederos","ATL",0,,,,,,,,,"Victor Mederos",31533,682989
"Zach Agnos","COL",0,,,,,,,,,"Zach Agnos",31552,688642
"Mason Fluharty","TOR",0,,,,,,,,,"Mason Fluharty",31553,689254
"Paul Gervase","LAD",0,,,,,,,,,"Paul Gervase",31571,801434
"Zach Maxwell","CIN",0,,,,,,,,,"Zach Maxwell",31610,687209
"William Kempner","MIA",0,,,,,,,,,"William Kempner",31615,687531
"David Morgan","SDP",0,,,,,,,,,"David Morgan",31616,688158
"Spencer Miles","TOR",0,,,,,,,,,"Spencer Miles",31621,693686
"Jacob Misiorowski","MIL",0,,,,,,,,,"Jacob Misiorowski",31623,694819
"Brian Fitzpatrick","MIL",0,,,,,,,,,"Brian Fitzpatrick",31624,702153
"Shane Smith","CHW",0,,,,,,,,,"Shane Smith",31687,681343
"Blade Tidwell","SFG",0,,,,,,,,,"Blade Tidwell",31701,694918
"Jonathan Cannon","CHW",0,,,,,,,,,"Jonathan Cannon",31730,686563
"Mason Barnett","ATH",0,,,,,,,,,"Mason Barnett",31741,686930
"Mason Miller","SDP",0,,,,,,,,,"Mason Miller",31757,695243
"JR Ritchie","ATL",0,,,,,,,,,"JR Ritchie",31760,702275
"AJ Blubaugh","HOU",0,,,,,,,,,"AJ Blubaugh",31764,805123
"Orion Kerkering","PHI",0,,,,,,,,,"Orion Kerkering",31776,689147
"Troy Melton","DET",0,,,,,,,,,"Troy Melton",31807,675512
"Elmer Rodríguez","NYY",0,,,,,,,,,"Elmer Rodriguez",31811,695684
"Cade Gibson","MIA",0,,,,,,,,,"Cade Gibson",31815,806188
"Zebby Matthews","MIN",0,,,,,,,,,"Zebby Matthews",31827,805673
"Kodai Senga","NYM",0,,,,,,,,,"Kodai Senga",31838,673540
"Kumar Rocker","TEX",0,,,,,,,,,"Kumar Rocker",31843,677958
"Connor Prielipp","MIN",0,,,,,,,,,"Connor Prielipp",31857,687570
"Peyton Pallette","CLE",0,,,,,,,,,"Peyton Pallette",31865,688883
"Matt Pushard","STL",0,,,,,,,,,"Matt Pushard",31870,690155
"Cade Horton","CHC",0,,,,,,,,,"Cade Horton",31872,690990
"Trevor Martin","TBR",0,,,,,,,,,"Trevor Martin",31878,694680
"Alex Hoppe","SEA",0,,,,,,,,,"Alex Hoppe",31880,695380
"Logan VanWey","HOU",0,,,,,,,,,"Logan VanWey",31884,701121
"Duncan Davitt","CHW",0,,,,,,,,,"Duncan Davitt",31886,701474
"Andrew Morris","MIN",0,,,,,,,,,"Andrew Morris",31891,702193
"Robby Snelling","MIA",0,,,,,,,,,"Robby Snelling",31893,702281
"Tyler Schweitzer","CHW",0,,,,,,,,,"Tyler Schweitzer",31920,805326
"Cameron Foster","BAL",0,,,,,,,,,"Cameron Foster",31942,671382
"Riley Cornelio","WSN",0,,,,,,,,,"Riley Cornelio",31953,683000
"Jake Bennett","BOS",0,,,,,,,,,"Jake Bennett",31959,687562
"Brad Lord","WSN",0,,,,,,,,,"Brad Lord",31972,695418
"Parker Messick","CLE",0,,,,,,,,,"Parker Messick",31986,800048
"Noah Schultz","CHW",0,,,,,,,,,"Noah Schultz",32056,702273
"Cam Schlittler","NYY",0,,,,,,,,,"Cam Schlittler",32095,693645
"John Klein","MIN",0,,,,,,,,,"John Klein",32155,804619
"Jonah Tong","NYM",0,,,,,,,,,"Jonah Tong",32157,804636
"Luis Morales","ATH",0,,,,,,,,,"Luis Morales",32227,806960
"Brendan Beck","NYY",0,,,,,,,,,"Brendan Beck",33043,694341
"Hunter Barco","PIT",0,,,,,,,,,"Hunter Barco",33174,682995
"Seth Halvorsen","COL",0,,,,,,,,,"Seth Halvorsen",33294,678020
"George Klassen","LAA",0,,,,,,,,,"George Klassen",33464,691946
"Chase Dollander","COL",0,,,,,,,,,"Chase Dollander",33482,801403
"Brandyn Garcia","ARI",0,,,,,,,,,"Brandyn Garcia",33568,805299
"Mitch Farris","LAA",0,,,,,,,,,"Mitch Farris",33628,815083
"Connelly Early","BOS",0,,,,,,,,,"Connelly Early",33666,813349
"Paul Skenes","PIT",0,,,,,,,,,"Paul Skenes",33677,694973
"Nolan McLean","NYM",0,,,,,,,,,"Nolan McLean",33703,690997
"Josh Ekness","MIA",0,,,,,,,,,"Josh Ekness",33785,694795
"Trey Gibson","BAL",0,,,,,,,,,"Trey Gibson",33794,694346
"Philip Abner","ARI",0,,,,,,,,,"Philip Abner",33821,691769
"Yoshinobu Yamamoto","LAD",0,,,,,,,,,"Yoshinobu Yamamoto",33825,808967
"Yuki Matsui","SDP",0,,,,,,,,,"Yuki Matsui",33826,673513
"Shota Imanaga","CHC",0,,,,,,,,,"Shota Imanaga",33829,684007
"Yariel Rodríguez","TOR",0,,,,,,,,,"Yariel Rodriguez",33838,684320
"Brandon Sproat","MIL",0,,,,,,,,,"Brandon Sproat",33850,687075
"Rhett Lowder","CIN",0,,,,,,,,,"Rhett Lowder",33876,695076
"Zach Thornton","NYM",0,,,,,,,,,"Zach Thornton",33891,804267
"José Fermin","LAA",0,,,,,,,,,"Jose Fermin",33908,820862
"Grant Taylor","CHW",0,,,,,,,,,"Grant Taylor",33927,691799
"Jonathan Pintaro","NYM",0,,,,,,,,,"Jonathan Pintaro",33980,702752
"Tyler Davis","CHW",0,,,,,,,,,"Tyler Davis",34847,699823
"Tomoyuki Sugano","COL",0,,,,,,,,,"Tomoyuki Sugano",35321,608372
"Roki Sasaki","LAD",0,,,,,,,,,"Roki Sasaki",35323,808963
"Ryan Johnson","LAA",0,,,,,,,,,"Ryan Johnson",35325,696270
"Chase Burns","CIN",0,,,,,,,,,"Chase Burns",35333,695505
"Trey Yesavage","TOR",0,,,,,,,,,"Trey Yesavage",35456,702056
"Payton Tolle","BOS",0,,,,,,,,,"Payton Tolle",35466,801139
"Tatsuya Imai","HOU",0,,,,,,,,,"Tatsuya Imai",37124,837227
