Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Trey Yesavage","TOR",2,1,1.0657895271797946,5,5,2,0,0,0,0,0,25.1,101,19,3,3,0,8,0,1,3,0,29,"Trey Yesavage",35456,702056
"Ryne Stanek","STL",1,0,6.000001634870702,24,0,0,0,0,1,9,1,21,101,21,16,14,2,18,1,0,1,0,28,"Ryne Stanek",15947,592773
"David Bednar","NYY",1,3,4.909091334697666,22,0,0,0,0,11,0,2,22,102,26,15,12,2,9,1,1,0,0,28,"David Bednar",19569,670280
"Anthony Nunez","BAL",2,1,4.943662901479165,23,0,0,0,0,3,6,2,23.2,100,20,17,13,4,8,0,0,2,1,28,"Anthony Nunez",25796,689296
"Connor Phillips","CIN",1,0,5.530121371507061,25,0,0,0,0,1,5,0,27.2,133,21,18,17,3,28,0,3,1,0,28,"Connor Phillips",27649,683175
"Mason Montgomery","PIT",1,1,3.4838717179791243,21,3,0,0,0,0,6,0,20.2,86,17,9,8,3,8,0,0,1,0,28,"Mason Montgomery",29770,682254
"Tomoyuki Sugano","COL",4,3,3.8571430399233915,10,10,3,0,0,0,0,0,53.2,222,51,23,23,9,15,0,1,1,0,28,"Tomoyuki Sugano",35321,608372
"Merrill Kelly","ARI",4,3,5.7073170731707314,7,7,3,1,0,0,0,0,41,181,44,26,26,8,18,2,0,0,0,27,"Merrill Kelly",11156,518876
"Lake Bachar","MIA",0,0,2.8421054058127857,16,0,0,0,0,0,1,0,25.1,101,14,9,8,2,9,0,2,2,0,27,"Lake Bachar",19222,669199
"Riley O'Brien","STL",3,2,2.958904496141263,24,0,0,0,0,13,1,4,24.1,98,20,10,8,1,4,0,5,4,0,27,"Riley O'Brien",20348,676617
"Hogan Harris","ATH",2,0,2.958905191935518,27,0,0,0,0,4,8,1,24.1,117,21,9,8,2,21,2,2,0,0,27,"Hogan Harris",21520,663687
"Spencer Strider","ATL",2,0,3,4,4,2,0,0,0,0,0,21,82,12,7,7,4,12,0,0,0,0,27,"Spencer Strider",27498,675911
"Brandon Pfaadt","ARI",0,1,5.603774089073153,11,3,1,0,0,0,2,0,35.1,154,34,25,22,6,15,0,2,2,1,27,"Brandon Pfaadt",27782,694297
"Shane Drohan","MIL",2,1,2.842105619795149,10,1,0,0,0,1,2,0,25.1,106,21,11,8,1,8,0,0,0,0,27,"Shane Drohan",27814,675660
"Ryan Watson","BOS",0,0,5.282609133729448,19,0,0,0,0,0,1,0,30.2,138,32,18,18,5,13,0,2,0,0,27,"Ryan Watson",27853,670245
"Sam Bachman","LAA",1,0,2.4230774563446316,19,0,0,0,0,0,9,1,26,103,16,7,7,2,11,0,1,1,0,27,"Sam Bachman",29754,696147
"Rhett Lowder","CIN",3,3,5.400000179124921,8,8,3,0,0,0,0,0,38.1,166,36,24,23,2,18,0,0,0,1,27,"Rhett Lowder",33876,695076
"Antonio Senzatela","COL",4,0,1.1250001341104667,15,0,0,0,0,3,2,0,32,118,17,5,4,1,8,1,1,0,0,26,"Antonio Senzatela",15488,622608
"Sean Newcomb","CHW",0,1,3.0337085153190775,21,0,0,0,0,1,3,1,29.2,123,27,10,10,1,8,2,4,0,0,26,"Sean Newcomb",16943,656794
"Eric Lauer","TOR",1,5,6.6880736285594145,8,6,0,0,0,0,0,0,36.1,162,38,27,27,11,16,0,0,1,0,26,"Eric Lauer",19316,641778
"Rico Garcia","BAL",3,0,0.8437501257285663,24,0,0,0,0,3,8,1,21.1,75,5,2,2,1,7,0,0,0,0,26,"Rico Garcia",20023,670329
"Daniel Lynch IV","KCR",1,0,1.66153880282979,21,0,0,0,0,1,6,1,21.2,88,13,7,4,1,7,0,2,0,0,26,"Daniel Lynch IV",21537,663738
"DL Hall","MIL",0,0,2.5540545148690095,21,1,0,0,0,0,3,1,24.2,101,12,7,7,1,19,0,1,3,0,26,"DL Hall",22207,669084
"Evan Sisk","PIT",0,0,1.6119406656158597,18,0,0,0,0,0,2,1,22.1,88,16,4,4,1,7,0,3,0,0,26,"Evan Sisk",24995,681895
"Brandon Young","BAL",3,1,3.4678900296234003,7,7,2,0,0,0,0,0,36.1,162,35,22,14,5,16,0,0,2,0,26,"Brandon Young",27819,687064
"Matt Svanson","STL",1,1,8.766235286258029,24,0,0,0,0,0,1,1,25.2,126,35,25,25,5,15,0,1,3,0,26,"Matt Svanson",29629,694335
"Tim Mayza","PHI",1,1,3.9078952272183303,22,1,0,0,0,0,1,0,25.1,102,19,12,11,4,7,1,1,1,0,25,"Tim Mayza",15042,641835
"Brad Keller","PHI",2,1,3.7384619772646364,22,0,0,0,0,3,5,1,21.2,88,18,10,9,3,6,0,1,2,0,25,"Brad Keller",15734,641745
"Devin Williams","NYM",3,2,6.352941889251472,20,0,0,0,0,7,0,1,17,77,18,12,12,2,10,1,0,0,0,25,"Devin Williams",15816,642207
"Brandon Woodruff","MIL",2,1,3.6,6,6,2,0,0,0,0,0,30,121,24,13,12,4,7,1,1,0,0,25,"Brandon Woodruff",16162,605540
"Tanner Scott","LAD",1,1,1.2461539924215455,23,0,0,0,0,4,4,0,21.2,77,10,3,3,2,3,0,0,0,0,25,"Tanner Scott",17586,656945
"Brock Burke","CIN",1,2,3.3750008046628963,25,0,0,0,0,1,6,0,24,108,20,13,9,2,16,2,1,0,0,25,"Brock Burke",17968,656271
"Tyler Kinley","ATL",4,2,3.573529812703953,25,0,0,0,0,0,6,2,22.2,96,19,10,9,4,9,1,1,1,0,25,"Tyler Kinley",18297,641755
"Tommy Nance","TOR",0,2,3.8571439081311656,20,0,0,0,0,0,1,1,21,85,16,9,9,1,8,0,0,2,0,25,"Tommy Nance",19178,667297
"Jacob Webb","CHC",0,1,2.9076929049521323,22,0,0,0,0,1,2,2,21.2,94,22,10,7,3,8,0,0,0,0,25,"Jacob Webb",19274,657097
"Bryan Baker","TBR",1,0,2.531250150874266,23,0,0,0,0,14,1,3,21.1,86,13,6,6,1,9,0,0,0,1,25,"Bryan Baker",19804,641329
"Garrett Whitlock","BOS",3,1,3.2033899340674816,20,0,0,0,0,0,9,1,19.2,81,16,8,7,2,6,0,0,1,0,25,"Garrett Whitlock",20191,676477
"Ron Marinaccio","SDP",1,0,3.9000004959107075,19,0,0,0,0,0,1,0,30,122,29,13,13,3,9,0,0,3,0,25,"Ron Marinaccio",23488,676760
"Alex Vesia","LAD",1,1,2.500000529819177,22,0,0,0,0,2,5,0,18,71,8,5,5,0,9,0,0,0,1,25,"Alex Vesia",25007,681911
"Caleb Kilian","SFG",1,2,2.4179109984237894,21,0,0,0,0,3,3,0,22.1,91,12,8,6,3,12,2,1,0,0,25,"Caleb Kilian",26213,668873
"Justin Sterner","ATH",2,3,4.013514547996147,25,0,0,0,0,0,9,1,24.2,104,24,13,11,4,7,1,0,0,0,25,"Justin Sterner",27694,686993
"Mason Fluharty","TOR",2,0,4.8214304599234135,27,2,0,0,0,0,7,0,18.2,84,20,10,10,1,9,1,0,0,0,25,"Mason Fluharty",31553,689254
"Brent Suter","LAA",1,2,4.666667325997151,19,2,0,0,0,0,3,0,27,111,25,15,14,3,12,1,0,1,0,24,"Brent Suter",13942,608718
"Nick Pivetta","SDP",1,2,4.5,4,4,0,0,0,0,0,0,16,66,12,8,8,0,6,0,0,0,0,24,"Nick Pivetta",15454,601713
"Mark Leiter Jr.","ATH",0,1,5.9558835223474125,24,0,0,0,0,4,2,2,22.2,101,27,15,15,2,7,1,1,1,0,24,"Mark Leiter Jr.",15551,643410
"José Alvarado","PHI",1,1,6.11320974717401,23,0,0,0,0,0,7,1,17.2,90,26,13,12,1,8,2,4,2,0,24,"Jose Alvarado",17780,621237
"Seranthony Domínguez","CHW",3,3,4.57627177820649,21,0,0,0,0,10,0,3,19.2,87,14,13,10,5,11,1,2,2,0,24,"Seranthony Dominguez",19249,622554
"Matt Festa","CLE",1,0,4.432837209024267,23,0,0,0,0,1,7,0,22.1,98,20,12,11,4,7,0,3,0,0,24,"Matt Festa",19330,670036
"Kevin Ginkel","ARI",1,2,3.048387753231734,22,0,0,0,0,0,3,0,20.2,84,16,8,7,1,6,0,0,1,1,24,"Kevin Ginkel",19876,656464
"Bryan Hudson","CHW",2,1,1.4794523060534748,25,3,0,0,0,2,2,1,24.1,103,21,5,4,0,10,1,3,0,1,24,"Bryan Hudson",19924,663542
"Griffin Jax","TBR",1,2,3.535714646991455,16,5,0,0,0,0,2,2,28,117,23,15,11,4,15,1,0,1,0,24,"Griffin Jax",20253,643377
"Andrew Nardi","MIA",3,2,5.225807576968687,23,0,0,0,0,0,7,0,20.2,91,20,12,12,3,11,0,0,1,0,24,"Andrew Nardi",25942,677053
"Jack Dreyer","LAD",2,1,2.076923320702576,20,0,0,0,0,0,3,1,21.2,84,15,5,5,1,6,0,1,0,0,24,"Jack Dreyer",30249,676263
"Didier Fuentes","ATL",3,0,2.7457630669238937,12,1,0,0,0,0,1,0,19.2,81,13,6,6,1,7,0,2,0,0,24,"Didier Fuentes",30661,800311
"Jack Perkins","ATH",2,2,5.311476240232537,14,0,0,0,0,3,1,2,20.1,95,23,14,12,0,5,0,6,0,0,24,"Jack Perkins",31468,678022
"Zach Agnos","COL",0,0,4.7647061496457574,14,1,0,0,0,2,0,0,34,145,32,20,18,3,11,1,1,1,0,24,"Zach Agnos",31552,688642
"AJ Blubaugh","HOU",2,2,4.831579335389736,21,0,0,0,0,0,3,0,31.2,139,23,17,17,5,21,0,1,3,0,24,"AJ Blubaugh",31764,805123
"Brooks Raley","NYM",1,1,1.3500003862382086,22,0,0,0,0,0,8,0,20,84,15,4,3,1,9,1,1,1,0,23,"Brooks Raley",10061,548384
"Aroldis Chapman","BOS",0,1,0.5094339805975133,18,0,0,0,0,12,0,0,17.2,68,8,1,1,0,7,0,1,1,0,23,"Aroldis Chapman",10233,547973
"Zack Littell","WSN",3,4,5.827338529308136,10,7,0,0,0,0,0,0,46.1,208,52,37,30,15,15,0,1,0,0,23,"Zack Littell",15823,641793
"Luke Weaver","NYM",2,1,3.2238810559003825,21,0,0,0,0,0,6,2,22.1,91,16,8,8,2,8,0,1,0,0,23,"Luke Weaver",16918,596133
"Tanner Banks","PHI",0,3,6.406780489489085,20,0,0,0,0,0,2,1,19.2,99,30,15,14,1,10,1,0,0,0,23,"Tanner Banks",16990,621383
"Anthony Bender","MIA",1,0,3.3750008046628963,22,0,0,0,0,1,4,2,21.1,87,12,8,8,0,9,1,2,3,0,23,"Anthony Bender",19742,669622
"Alex Lange","KCR",0,2,4.875000387430222,21,0,0,0,0,0,0,0,24,101,20,14,13,2,13,0,2,3,0,23,"Alex Lange",19883,656638
"Jhoan Duran","PHI",1,2,1.8409091707103544,15,0,0,0,0,9,0,0,14.2,58,11,4,3,1,5,0,0,1,0,23,"Jhoan Duran",21029,661395
"Juan Morillo","ARI",1,1,2.6129037884843433,23,0,0,0,0,1,8,3,20.2,85,13,6,6,1,7,0,2,1,0,23,"Juan Morillo",21924,666661
"Cole Winn","TEX",2,1,5.5862078150729175,22,0,0,0,0,1,5,0,19.1,89,22,12,12,3,7,1,1,3,0,23,"Cole Winn",22113,668390
"Tobias Myers","NYM",0,1,3.5604400455110214,17,2,0,0,0,1,1,1,30.1,121,25,14,12,5,7,1,0,0,0,23,"Tobias Myers",22191,668964
"Mick Abel","MIN",1,2,3.9836066196567756,4,3,2,0,0,0,0,0,20.1,93,22,9,9,0,10,1,3,0,0,23,"Mick Abel",27756,690953
"Will Klein","LAD",1,2,2.1093753143214156,16,1,0,0,0,1,4,1,21.1,87,18,5,5,0,6,2,1,1,0,23,"Will Klein",27787,694361
"Bradgley Rodriguez","SDP",0,2,1.7763161461109656,22,2,0,0,0,0,3,1,25.1,103,20,5,5,0,7,1,0,0,0,23,"Bradgley Rodriguez",29107,699134
"Kodai Senga","NYM",0,4,9.000000858306967,5,5,1,0,0,0,0,0,20,97,26,21,20,5,13,0,1,0,0,23,"Kodai Senga",31838,673540
"Paul Sewald","ARI",1,4,3.7241385433819447,22,0,0,0,0,12,0,1,19.1,74,9,9,8,3,6,0,1,1,0,22,"Paul Sewald",13892,623149
"Scott Barlow","ATH",1,0,2.880000659179838,25,0,0,0,0,1,8,1,25,101,11,9,8,2,10,1,5,0,0,22,"Scott Barlow",14993,605130
"Justin Lawrence","PIT",0,2,5.311476240232537,22,0,0,0,0,0,2,1,20.1,96,20,18,12,3,10,1,4,1,0,22,"Justin Lawrence",17639,664875
"Trevor Megill","MIL",0,2,5.294117647058823,18,0,0,0,0,5,6,1,17,73,14,11,10,0,6,0,1,3,0,22,"Trevor Megill",17722,656730
"JoJo Romero","STL",0,1,2.918919671269925,24,0,0,0,0,0,15,1,24.2,101,20,8,8,3,10,1,1,0,0,22,"JoJo Romero",19574,668941
"Tyler Wells","BAL",0,1,3.085714706109552,18,0,0,0,0,0,7,0,23.1,96,22,9,8,2,6,0,1,1,0,22,"Tyler Wells",20000,669330
"Calvin Faucher","MIA",4,3,3.919355682726515,21,0,0,0,0,1,3,2,20.2,94,17,14,9,0,17,1,0,3,0,22,"Calvin Faucher",20116,676534
"Eduard Bazardo","SEA",3,2,2.3142864079380168,25,0,0,0,0,0,9,2,23.1,99,22,8,6,2,9,1,1,0,0,22,"Eduard Bazardo",20997,660825
"Yoendrys Gómez","- - -",0,0,4.680000535583558,18,0,0,0,0,2,4,0,25,112,22,14,13,5,13,2,3,1,2,22,"Yoendrys Gomez",22872,672782
"Cody Bolton","HOU",0,1,5.400000257492078,8,3,0,0,0,1,0,0,20,95,21,12,12,3,14,0,1,0,0,22,"Cody Bolton",23265,675989
"Jose A. Ferrer","SEA",0,1,1.8750002980232712,26,0,0,0,0,3,6,1,24,104,27,6,5,1,3,0,3,3,0,22,"Jose A. Ferrer",24017,678606
"Matt Waldron","SDP",1,2,8.485714748149041,6,3,0,0,0,0,0,0,23.1,110,33,22,22,5,7,0,2,0,1,22,"Matt Waldron",25550,663362
"Peyton Pallette","CLE",1,2,5.225806612377985,16,0,0,0,0,0,1,0,20.2,97,17,13,12,2,16,0,3,2,0,22,"Peyton Pallette",31865,688883
"Bryan Abreu","HOU",2,2,6.882354485535226,19,0,0,0,0,3,4,0,17,86,15,14,13,4,20,0,3,4,0,21,"Bryan Abreu",16609,650556
"Enmanuel De Jesus","DET",2,0,5.9062514081600686,16,0,0,0,0,0,0,0,21.1,101,25,17,14,1,11,0,0,0,0,21,"Enmanuel De Jesus",18554,646241
"Richard Lovelady","- - -",2,2,2.347826573709109,22,3,0,0,0,4,4,0,23,103,21,8,6,2,15,4,1,0,0,21,"Richard Lovelady",19337,663992
"Tony Santillan","CIN",1,2,5.850000557899528,22,0,0,0,0,2,10,3,20,88,20,14,13,8,11,0,0,0,0,21,"Tony Santillan",19926,663574
"Michael Petersen","MIA",1,1,3.661017777624759,18,0,0,0,0,1,5,0,19.2,78,14,9,8,1,7,0,0,0,0,21,"Michael Petersen",20827,656848
"Jacob Latz","TEX",1,1,1.90140865502249,19,1,0,0,0,5,2,2,23.2,86,9,5,5,1,5,0,0,1,0,21,"Jacob Latz",21306,656641
"Colin Holderman","CLE",2,0,1.4727275280913488,14,0,0,0,0,0,2,0,18.1,70,9,4,3,1,5,0,0,1,0,21,"Colin Holderman",22361,670059
"Keaton Winn","SFG",1,1,1.9285715336702365,23,0,0,0,0,0,10,0,23.1,86,11,5,5,0,8,1,0,1,0,21,"Keaton Winn",23499,676775
"Simeon Woods Richardson","MIN",0,6,7.534883720930233,10,9,1,0,0,0,0,0,43,203,59,41,36,9,21,0,2,2,0,21,"Simeon Woods Richardson",24494,680573
"Paxton Schultz","WSN",0,2,5.303572151125792,15,0,0,0,0,1,0,1,18.2,85,22,14,11,2,5,1,1,1,0,21,"Paxton Schultz",25501,687606
"Erik Miller","SFG",0,0,3.7674426960263574,16,0,0,0,0,2,6,1,14.1,63,8,6,6,0,12,0,0,1,0,21,"Erik Miller",26252,669062
"Trevor McDonald","SFG",2,1,4.764706416938604,4,4,2,0,0,0,0,0,22.2,94,19,12,12,2,4,0,4,0,0,21,"Trevor McDonald",26448,686790
"Eric Orze","MIN",2,1,3.3750008046628963,21,0,0,0,0,1,6,2,24,103,19,9,9,0,13,2,0,0,0,21,"Eric Orze",27626,679358
"Jaden Hill","COL",0,1,2.8421064043974242,21,0,0,0,0,0,9,1,19,84,17,6,6,1,9,1,0,1,0,21,"Jaden Hill",30250,677955
"JR Ritchie","ATL",1,1,4.55844167135763,5,5,1,0,0,0,0,0,25.2,114,21,15,13,4,16,0,3,0,0,21,"JR Ritchie",31760,702275
"Tatsuya Imai","HOU",1,2,8.307693831314277,5,5,0,0,0,0,0,0,17.1,83,17,16,16,4,14,0,3,1,1,21,"Tatsuya Imai",37124,837227
"Jose Quintana","COL",2,3,5.268293173096184,9,9,1,0,0,0,0,0,41,181,45,27,24,6,17,0,1,1,1,20,"Jose Quintana",11423,500779
"Burch Smith","DET",0,2,3.176471128389589,13,1,0,0,0,0,0,0,17,73,18,8,6,2,7,0,0,0,0,20,"Burch Smith",12784,572143
"Pierce Johnson","CIN",2,1,3.3750008046628963,23,0,0,0,0,1,4,0,21.1,89,18,8,8,3,8,0,0,1,0,20,"Pierce Johnson",13435,572955
"Steven Okert","HOU",0,0,4.029852018959012,25,1,0,0,0,0,5,0,22.1,89,17,10,10,3,7,0,0,0,0,20,"Steven Okert",13580,595345
"Sam Moll","CIN",1,3,2.8636371084483168,24,0,0,0,0,0,2,2,22,94,15,10,7,2,11,1,3,0,0,20,"Sam Moll",14874,594580
"Pete Fairbanks","MIA",2,2,7.615385174045942,14,1,0,0,0,6,1,2,13,58,12,12,11,2,7,1,1,1,0,20,"Pete Fairbanks",17998,664126
"Greg Weissert","BOS",0,1,3.9836075538529077,22,0,0,0,0,0,4,2,20.1,90,22,10,9,4,7,1,1,0,0,20,"Greg Weissert",20375,669711
"Grant Wolfram","BAL",1,1,4.846155979225149,16,0,0,0,0,0,5,0,13,62,19,10,7,0,1,1,3,0,0,20,"Grant Wolfram",21623,664991
"Tyler Holton","DET",0,4,4.4383570921089674,23,2,0,0,0,0,4,1,24.1,106,28,14,12,3,8,0,1,2,0,20,"Tyler Holton",26231,663947
"Mitchell Parker","WSN",2,1,5.25,11,0,0,0,0,0,3,2,24,100,21,14,14,4,7,0,1,2,0,20,"Mitchell Parker",27636,680730
"Robert Suarez","ATL",4,0,0.8059701951422731,22,0,0,0,0,4,6,1,22.1,86,15,2,2,1,5,0,0,1,0,20,"Robert Suarez",30115,663158
"Kenley Jansen","DET",1,3,5.023256259586091,17,0,0,0,0,7,1,4,14.1,59,9,8,8,4,8,0,0,0,1,19,"Kenley Jansen",3096,445276
"Huascar Brazobán","NYM",3,1,1.730769675159004,22,3,0,0,0,0,2,2,26,102,14,6,5,1,10,1,1,1,0,19,"Huascar Brazoban",6107,623211
"Wandy Peralta","SDP",0,0,2.2191785460544837,21,0,0,0,0,0,2,1,24.1,101,23,6,6,3,10,0,1,0,0,19,"Wandy Peralta",14295,593974
"Anthony Banda","MIN",1,0,5.95588452469598,25,0,0,0,0,1,5,0,22.2,100,19,16,15,2,8,0,6,4,0,19,"Anthony Banda",14706,607455
"Germán Márquez","SDP",3,2,5.764045067348803,6,6,0,0,0,0,0,0,29.2,128,31,19,19,8,12,0,1,2,0,19,"German Marquez",15038,608566
"Raisel Iglesias","ATL",0,0,0,15,0,0,0,0,8,0,0,15.2,56,8,0,0,0,3,0,0,0,0,19,"Raisel Iglesias",17130,628452
"Tyler Alexander","TEX",1,0,1.9014088082612175,23,1,0,0,0,2,4,0,23.2,101,24,6,5,1,7,0,2,0,0,19,"Tyler Alexander",17735,641302
"Phil Maton","CHC",0,1,7.875001877546758,18,0,0,0,0,0,3,0,16,77,18,14,14,3,9,0,3,1,0,19,"Phil Maton",18064,664208
"Griffin Canning","SDP",0,2,9.000000536441835,4,4,0,0,0,0,0,0,16,75,19,16,16,2,10,0,0,0,0,19,"Griffin Canning",19867,656288
"Luis Medina","ATH",1,1,2.250000321865128,15,1,0,0,0,0,2,1,20,84,15,9,5,1,9,1,1,2,0,19,"Luis Medina",21649,665622
"Luinder Avila","KCR",0,2,4.418181894791029,9,1,0,0,0,0,0,0,18.1,78,20,9,9,1,10,0,0,0,0,19,"Luinder Avila",24452,679883
"Gus Varland","WSN",1,1,3.9836075538529077,21,0,0,0,0,4,6,2,20.1,90,23,10,9,1,7,1,0,1,0,19,"Gus Varland",24737,681402
"Abner Uribe","MIL",2,2,4.418182584274047,20,0,0,0,0,5,5,2,18.1,75,14,9,9,2,7,0,0,0,0,19,"Abner Uribe",25327,682842
"Brandon Williamson","CIN",2,3,6.107143273158978,6,6,1,0,0,0,0,0,28,128,26,19,19,4,20,0,3,1,0,19,"Brandon Williamson",25463,682227
"JT Brubaker","SFG",0,0,3.3287675581589213,17,0,0,0,0,0,0,0,24.1,106,23,11,9,1,14,0,0,3,0,18,"JT Brubaker",17578,664141
"Enyel De Los Santos","HOU",0,1,4.285715064224073,20,0,0,0,0,3,4,0,21,87,20,10,10,1,4,0,0,0,0,18,"Enyel De Los Santos",18403,660853
"Lucas Erceg","KCR",3,1,4.426229784995519,21,0,0,0,0,11,1,3,20.1,87,19,12,10,0,13,0,0,1,0,18,"Lucas Erceg",19360,668674
"Jake Bird","NYY",1,1,4.4081646380256,20,0,0,0,0,0,6,2,16.1,70,16,8,8,1,4,0,2,0,0,18,"Jake Bird",21267,656234
"Chase Shugart","PHI",2,0,1.5283021067928253,14,0,0,0,0,0,0,0,17.2,68,12,3,3,2,4,0,3,0,0,18,"Chase Shugart",21544,663767
"Jeremiah Estrada","SDP",1,1,3.2400004943848413,16,0,0,0,0,1,6,2,16.2,65,9,8,6,2,8,0,0,1,0,18,"Jeremiah Estrada",22210,669093
"Cooper Criswell","SEA",1,1,3.2238807805690923,19,0,0,0,0,1,3,1,22.1,86,20,9,8,3,5,1,1,1,0,18,"Cooper Criswell",24975,681867
"Bryan King","HOU",0,1,2.700000588553421,20,0,0,0,0,6,4,2,23.1,101,21,9,7,0,9,1,3,0,0,18,"Bryan King",25890,687911
"Edgardo Henriquez","LAD",2,0,3.258620903976763,18,0,0,0,0,0,2,0,19.1,77,12,9,7,1,8,0,2,0,0,18,"Edgardo Henriquez",26944,683618
"Kyle Hurt","LAD",0,0,0.6,15,0,0,0,0,0,3,0,15,57,9,1,1,0,4,1,1,0,0,18,"Kyle Hurt",27514,669165
"Jordan Leasure","CHW",2,1,6.1132087571719245,17,1,0,0,0,0,3,3,17.2,74,14,13,12,6,8,1,0,1,1,18,"Jordan Leasure",29950,673929
"Brant Hurter","DET",4,1,2.8421060477599727,21,0,0,0,0,0,1,0,25.1,101,15,9,8,1,12,1,1,0,0,18,"Brant Hurter",30133,676428
"Taijuan Walker","PHI",1,4,9.13235319733208,5,4,0,0,0,0,0,0,22.2,115,36,25,23,8,11,0,1,0,0,17,"Taijuan Walker",11836,592836
"Matt Strahm","KCR",1,1,3.8571431574251727,17,0,0,0,0,0,8,1,16.1,71,14,7,7,3,7,0,1,1,0,17,"Matt Strahm",13799,621381
"Carlos Rodón","NYY",0,2,4.153846458570514,3,3,0,0,0,0,0,0,13,59,8,7,6,0,11,0,1,2,0,17,"Carlos Rodon",16137,607074
"Jalen Beeks","TEX",2,1,3.000000817435351,23,0,0,0,0,0,5,0,21,87,17,7,7,3,8,1,0,0,0,17,"Jalen Beeks",17192,656222
"Matt Gage","SFG",4,1,2.0769238692066576,26,0,0,0,0,1,5,1,21.2,88,14,6,5,3,11,0,0,0,0,17,"Matt Gage",17381,657424
"Jimmy Herget","COL",0,1,5.0625006034971,15,3,0,0,0,1,3,1,16,70,18,9,9,2,4,0,1,2,0,17,"Jimmy Herget",17556,623474
"Grant Anderson","MIL",1,2,2.953125968110134,21,0,0,0,0,0,5,0,21.1,80,15,8,7,3,8,1,0,0,0,17,"Grant Anderson",20546,681982
"Ryan Feltner","COL",1,1,6.3,5,5,0,0,0,0,0,0,20,88,22,15,14,5,8,0,0,0,0,17,"Ryan Feltner",21446,663372
"George Soriano","STL",2,0,3.32307760565958,23,0,0,0,0,2,8,1,21.2,90,15,9,8,3,10,1,1,0,0,17,"George Soriano",21863,666277
"Camilo Doval","NYY",1,0,5.4000015449528345,23,0,0,0,0,1,3,3,20,83,18,12,12,4,4,0,0,1,0,17,"Camilo Doval",21992,666808
"John King","MIA",1,0,2.109375691507238,24,0,0,0,0,1,3,0,21.1,80,7,5,5,2,8,1,3,0,0,17,"John King",22051,667463
"Kevin Kelly","TBR",3,2,2.918919671269925,24,0,0,0,0,2,11,1,24.2,89,15,10,8,2,5,1,1,0,0,17,"Kevin Kelly",25679,687330
"Hunter Brown","HOU",1,0,0.843750050291422,2,2,1,0,0,0,0,0,10.2,43,5,1,1,0,6,0,0,0,0,17,"Hunter Brown",25880,686613
"Chase Silseth","LAA",1,1,2.076923914915344,23,0,0,0,0,0,4,2,17.1,78,14,5,4,1,13,1,1,3,0,17,"Chase Silseth",30074,681217
"Andrew Morris","MIN",1,2,4.569231707781922,14,1,0,0,0,1,4,2,21.2,98,25,12,11,1,9,0,0,1,0,17,"Andrew Morris",31891,702193
"Shawn Armstrong","CLE",1,0,3.648649589087406,14,0,0,0,0,0,4,0,12.1,53,9,5,5,2,8,0,1,0,0,16,"Shawn Armstrong",12857,542888
"Joe Mantiply","TOR",1,0,2.0377363623908615,17,0,0,0,0,0,0,0,17.2,71,16,4,4,1,4,0,1,0,0,16,"Joe Mantiply",14857,573009
"Cole Sulser","TBR",1,0,3.6818185010232494,18,1,0,0,0,2,4,0,22,95,21,11,9,1,9,2,0,3,0,16,"Cole Sulser",15256,642121
"Brennan Bernardino","COL",2,2,3.5409848452323525,24,2,0,0,0,0,3,1,20.1,86,21,11,8,1,5,1,1,1,0,16,"Brennan Bernardino",16835,657514
"Jake Woodford","MIL",1,0,6.157895355013331,13,0,0,0,0,1,0,0,19,91,26,13,13,1,7,0,0,0,0,16,"Jake Woodford",18674,663765
"Dean Kremer","BAL",0,1,4.090909090909091,2,2,1,0,0,0,0,0,11,43,8,7,5,4,2,0,0,0,0,16,"Dean Kremer",19350,665152
"Will Vest","DET",1,3,5.522728230342558,16,0,0,0,0,0,5,2,14.2,63,13,11,9,1,6,0,0,1,0,16,"Will Vest",19769,676684
"PJ Poulin","WSN",3,0,3.3230777519273285,23,5,0,0,0,2,4,2,21.2,96,18,9,8,3,14,1,1,1,0,16,"PJ Poulin",23394,676571
"Jonathan Bowlan","PHI",1,0,4.9591846386626575,16,0,0,0,0,0,0,0,16.1,68,16,10,9,1,4,0,0,0,0,16,"Jonathan Bowlan",24607,680742
"Victor Vodnik","COL",1,2,8.000000847710593,18,0,0,0,0,4,0,2,18,90,25,17,16,2,13,1,1,3,0,16,"Victor Vodnik",24614,680767
"Austin Warren","NYM",0,1,1.723404535075173,11,0,0,0,0,0,0,0,15.2,64,12,4,3,1,7,0,0,0,0,16,"Austin Warren",24937,681810
"Joe Boyle","TBR",0,1,5.170212975774439,3,3,1,0,0,0,0,0,15.2,66,11,11,9,1,6,0,0,1,0,16,"Joe Boyle",29608,671212
"Andrew Alvarez","WSN",1,0,2.8421054058127857,4,0,0,0,0,1,2,0,12.2,49,10,4,4,1,3,0,0,0,0,16,"Andrew Alvarez",29914,674841
"Orion Kerkering","PHI",2,0,2.454545880152248,21,0,0,0,0,1,2,0,18.1,78,14,6,5,2,7,0,1,0,0,16,"Orion Kerkering",31776,689147
"Craig Kimbrel","NYM",0,2,6.00000076293955,14,0,0,0,0,0,1,0,15,64,16,12,10,3,6,1,0,1,0,15,"Craig Kimbrel",6655,518886
