Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Chase%,Whiff%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Laynce Nix,1766,425556,LF,MIL,-0.1198339835225167,,-0.21,-2.151017440186911,0.5314447060227394,0.094650421757251,,,,,-37.61906410678285,0.123410743016463,,,,,0.237179486,0.083333333,0.153846153,0.083333333,0.0,0.111111111,10,13,12,1,0,0,0,1,1,1,0,0,0,1,0,3,0.23076923,0.076923076,0.1875,,0.15789474000000003,,-0.2351540476083755,0.0222910810051128,0.0,0.0,0.0,0.0,,0.48717949,0.69565217,0.33333333,0.9375,0.58974359,,,10.0
John Smoltz,115,122477,P,ATL,-0.1222697261694821,,-0.15,-2.4688007093139337,0.9532170295715332,0.0,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6,9,8,0,1,0,0,0,0,0,0,0,0,0,0,2,0.222222222,0.0,0.23529412,,0.16666667000000002,,-0.2268960028886795,-0.0347292439129602,0.0,0.0,-1.0,0.9399999976158142,,0.38709677,0.57142857,0.75,0.875,0.4516129,,,28.0
J.A. Happ,7410,457918,P,PHI,-0.1252845668841132,,-0.14,-2.4990460357733415,0.9532170295715332,0.0,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0.444444444,0.0,0.28571429,,0.33333333,,-0.1610720008611679,-0.0001260070612489,0.0,0.0,0.0,0.2199999988079071,,0.31034483,0.33333333,0.75,0.6,0.51724138,,,31.2
Jamie Burke,6,406550,C,SEA,-0.1259523561993548,,0.1,-4.536540065214464,-0.1836650520563125,-0.9918110794387758,,,,,71.2251012473622,0.2828671474649448,,,,,0.629117259,0.326086956,0.303030303,0.260869565,0.065217391,0.270588235,48,100,92,10,8,1,4,30,24,20,3,0,0,5,0,7,0.07,0.05,0.27380952,,0.09580838000000003,,-0.4188999235630035,0.1050559471627053,0.0,0.0,1.0,-2.4700000192970037,,0.43264249,0.55504587,0.82608696,0.9338843,0.56476684,,,251.0
Aaron Boone,311,111213,1B,WSN,-0.1331910962355172,,-0.58,-8.34497372167255,-1.1782989501953125,-1.0693799855653197,,,,,77.26972507905633,0.2999276229044194,,,,,0.682833287,0.383620689,0.299212598,0.24137931,0.142241379,0.284090909,104,255,232,23,28,6,20,89,56,36,13,1,0,18,1,52,0.203921568,0.070588235,0.31862745,,0.23040380000000005,,-1.6489299535751345,-0.7094060165700391,0.0,0.0,-1.0,0.0,,0.48279817,0.62715517,0.6,0.84536082,0.53211009,,,456.1
Claudio Vargas,1695,282567,P,NYM,-0.1346788497347005,,-0.15,-2.731310105066371,1.059130072593689,0.0,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11,10,8,1,0,0,0,0,0,0,0,0,0,0,0,6,0.6,0.0,0.38461538,,0.36842105,,-0.1458519995212555,-0.0185506305325215,0.0,0.0,1.0,0.1099999994039535,,0.5,0.56,0.4,0.71428571,0.65789474,,,37.0
Sean Kazmar Jr.,7349,453527,SS,SDP,-0.1356987913439128,,-0.04,-2.328515739760244,-0.5097195506095886,0.5679025454446673,,,,,49.83741860664664,0.2460730221536424,,,,,0.519658118,0.23076923,0.288888888,0.205128205,0.025641025,0.307692307,19,46,39,2,2,0,1,9,8,7,1,0,0,5,0,14,0.304347826,0.108695652,0.26582278,,0.15942029000000002,,-0.6145778894424438,-0.206377435398291,0.0,0.0,1.0,0.0,,0.40350877,0.52173913,0.66666667,0.91666667,0.5380117,,,101.2
Tony Clark,182,112316,1B,- - -,-0.1358154704671287,,-0.13,-5.829593587155047,-1.440467283129692,-3.4524629747029394,,,,,89.70771862968984,0.3150541717237462,,,,,0.676576446,0.317880794,0.358695652,0.225165562,0.092715232,0.329787234,108,184,151,12,24,3,8,48,34,26,5,0,0,31,1,55,0.298913043,0.16847826,0.25240385,,0.34502924,,0.3123980611562729,0.5226938533488823,0.0,0.0,-1.0,0.0,,0.44705882,0.67908309,0.42857143,0.75527426,0.45620915,,,155.0
José Cruz Jr.,1296,112903,CF,HOU,-0.1390736374877708,,-0.52,-4.396710642062425,1.07513165473938,0.8572033382952213,,,,,30.239732667403555,0.2255148063103358,,,,,0.426190475,0.142857142,0.283333333,0.122448979,0.020408163,0.15,38,60,49,6,1,0,1,7,6,5,1,0,0,11,0,9,0.15,0.183333333,0.20909091,,0.1827957,,-0.4326161444187164,0.1029546965741422,0.0,0.0,-1.0,0.0,,0.43661972,0.67961165,0.60869565,0.88571429,0.48356808,,,70.0
Michel Hernandez,1835,150089,C,TBR,-0.1438802286241728,,-0.15,-1.84681966736754,-0.1151028722524643,-0.0080243695992976,,,,,0.4885869837913458,0.179210889339447,,,,,0.4,0.2,0.2,0.2,0.0,0.25,5,15,15,2,0,0,0,3,3,3,0,0,0,0,0,3,0.2,0.0,0.3125,,0.25925926,,-0.186376005411148,-0.0560663159338565,0.0,0.0,0.0,-0.2899999916553497,,0.62790698,0.81481481,0.4,0.81818182,0.62790698,,,33.0
Justin Christian,8297,451629,LF,NYY,-0.1483704497960183,,-0.21,-0.359803664010724,-2.6150225400924683,1.3509855852462351,,,,,67.70324979675732,0.2831551903902098,,,,,0.627325581,0.325,0.302325581,0.25,0.075,0.277777777,24,43,40,6,6,0,3,13,10,7,3,0,7,3,0,4,0.093023255,0.069767441,0.22033898,,0.11111110999999996,,-0.0088799241930246,0.1620607692732704,0.0,0.0,-1.0,0.0,,0.38848921,0.5125,0.84615385,0.90243902,0.57553957,,,92.1
Shannon Stewart,1322,122784,LF,TOR,-0.1505930003801782,,0.01,-8.310896099261068,-0.1131401062011718,-1.074729580199346,,,,,70.62963631651743,0.2874865714629092,,,,,0.627857142,0.302857142,0.325,0.24,0.062857142,0.25949367,52,200,175,14,14,1,7,53,42,35,4,2,3,22,1,18,0.09,0.11,0.21428571,,0.12152777999999997,,-0.7418399453163147,0.2806461150739306,0.0,0.0,3.0,0.0,,0.43049327,0.58611825,0.7,0.9254386,0.58146487,,,310.1
Jarrod Washburn,40,132220,P,SEA,-0.1509467337934234,,-0.03,-1.6136931483393142,-0.1080246865749359,0.0,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30,6,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,0.0,0.41666667,,0.11111110999999996,,-0.0809699520468711,-0.024699350225512,0.0,0.0,2.0,-1.9299999475479128,,0.40909091,0.4,1.0,0.75,0.45454545,,,153.2
Paul McAnulty,4409,434582,LF,SDP,-0.1517743699490897,,-0.08,-0.7164245991838691,-6.071614384651184,0.9849840595852584,,,,,91.73503118598585,0.309782721746115,,,,,0.682204154,0.34074074,0.341463414,0.207407407,0.133333333,0.27173913,66,164,135,9,13,3,11,46,28,17,7,1,0,26,2,41,0.25,0.158536585,0.26213592,,0.25454544999999995,,-0.5946343541145325,-0.4845805027353199,0.0,0.0,-3.0,0.0,,0.43720191,0.60625,0.58024691,0.81443299,0.50874404,,,314.1
Dane Sardinha,353,400154,C,DET,-0.1530868536721694,,-0.41,-6.451211633522258,3.2216718196868896,-1.2267479463480413,,,,,13.448140548662227,0.2040839195251464,,,,,0.43371212,0.204545454,0.229166666,0.159090909,0.045454545,0.212121212,17,49,44,2,3,0,1,9,7,6,0,1,0,4,0,11,0.224489795,0.081632653,0.30851064,,0.22580645,,-0.4935940504074096,-0.0294631789750212,0.0,0.0,1.0,2.1700000762939453,,0.48691099,0.65979381,0.65517241,0.828125,0.5078534,,,122.2
Edwin Maysonet,5735,446474,SS,HOU,-0.1536189654257782,,-0.1,-1.1790630863086795,-0.5868083909153938,-0.0026747898664325,,,,,-33.88412473371628,0.128007778099605,,,,,0.285714284,0.142857142,0.142857142,0.142857142,0.0,0.2,7,7,7,0,0,0,0,1,1,1,0,0,0,0,0,2,0.285714285,0.0,0.23076923,,0.30000000000000004,,-0.07327800989151,-0.0979290510105964,0.0,0.0,0.0,0.0,,0.37037037,0.5,0.66666667,0.71428571,0.51851852,,,13.0
Max Scherzer,3137,453286,P,ARI,-0.1537952800118101,,-0.15,-3.613184907833012,1.588695049285889,-0.0026747898664325,,,,,-91.75810793860578,0.050591800894056,,,,,0.071428571,0.0,0.071428571,0.0,0.0,0.0,17,15,13,1,0,0,0,0,0,0,0,0,0,1,0,4,0.266666666,0.066666666,0.21428571,,0.14814815000000003,,-0.3666079938411712,-0.005474639200045,0.0,0.0,0.0,0.0099999997764825,,0.39705882,0.525,0.83333333,0.85714286,0.58823529,,,56.0
Scott Olsen,4529,435179,P,FLA,-0.155810368714545,,-0.19,-11.638514287948547,7.731649398803711,-0.029422688530758,,,,,-26.69276263529578,0.1429737109404343,,,,,0.298263027,0.129032258,0.169230769,0.129032258,0.0,0.235294117,34,73,62,1,3,0,0,8,8,8,0,0,0,3,0,28,0.383561643,0.04109589,0.30701754,,0.31067961,,-0.9430980682373048,0.1647918657855822,0.0,0.0,2.0,-2.119999885559082,,0.39922481,0.47222222,0.54285714,0.76470588,0.55813953,,,201.2
Luis Hernandez,3206,434682,SS,BAL,-0.1564836537472493,,-0.48,-4.965869432567941,0.2504667639732361,1.1331302712205795,,,,,45.59385087383298,0.2539369924501939,,,,,0.548619101,0.253164556,0.295454545,0.240506329,0.012658227,0.271428571,36,91,79,9,3,0,1,20,19,18,1,0,2,7,0,11,0.12087912,0.076923076,0.26428571,,0.09420289999999998,,-0.1804638803005218,0.5109409885716697,0.0,0.0,-4.0,0.0,,0.45394737,0.61585366,0.78378378,0.95049505,0.53947368,,,244.0
Francisco Cervelli,5275,465041,C,NYY,-0.1572568750690719,,-0.14,-1.7676256998086333,0.0171699225902557,-0.4000000059604645,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.0,0.36363636,,0.36363636,,-0.2758200168609619,-0.0076090344656628,0.0,0.0,0.0,-0.1000000014901161,,0.55,0.77777778,0.5,0.71428571,0.45,,,13.2
Travis Metcalf,7364,445195,3B,TEX,-0.1577180589381875,,-0.08,-0.0913224278969759,-3.599474221467972,-1.324073061114177,,,,,116.40499743834307,0.3607968805266208,,,,,0.867974238,0.589285714,0.278688524,0.232142857,0.357142857,0.179487179,23,61,56,11,14,6,8,33,13,5,2,0,0,3,0,12,0.196721311,0.049180327,0.29213483,,0.20833332999999998,,0.156944066286087,-0.0966123551515543,0.0,0.0,-5.0,0.0,,0.45933014,0.58333333,0.57692308,0.87142857,0.57416268,,,132.0
Luke Carlin,4666,450192,C,SDP,-0.1597612936322497,,0.11,-8.48012527409726,3.5062258541584015,0.246504214592278,,,,,33.78846341228765,0.2216689081419082,,,,,0.472137791,0.234042553,0.238095238,0.14893617,0.085106383,0.220338983,36,105,94,12,6,1,5,22,14,9,3,1,0,10,0,34,0.323809523,0.095238095,0.2295082,,0.25842697000000003,,-1.5458637475967407,-0.6370178275345388,0.0,0.0,4.0,0.2800000011920929,,0.43099274,0.59130435,0.61904762,0.77941176,0.55690073,,,259.2
Dave Roberts,670,150353,LF,SFG,-0.1620446429188397,,-0.21,-6.519541590379574,0.7200803756713867,-1.671116370940581,,,,,70.28787059751278,0.2896139593794942,,,,,0.621459102,0.280373831,0.341085271,0.224299065,0.056074766,0.263736263,52,130,107,18,9,0,4,30,24,20,2,2,5,20,1,18,0.138461538,0.153846153,0.17012448,,0.06779661000000003,,0.416905790567398,0.5196889211925441,0.0,0.0,2.0,0.0,,0.32656827,0.45182724,0.87804878,0.94852941,0.55535055,,,205.2
Bryan LaHair,5462,445933,1B,SEA,-0.1620826397848579,,-0.41,-5.5210647787588645,-1.2899209260940552,-1.8265834192279728,,,,,80.00630842948242,0.2959715180300377,,,,,0.661024476,0.345588235,0.315436241,0.25,0.095588235,0.333333333,45,150,136,15,10,3,7,47,34,27,4,0,0,13,1,40,0.266666666,0.086666666,0.33969466,,0.24817518000000005,,-0.3951140940189361,-0.1309990310702795,0.0,0.0,-1.0,0.0,,0.51024209,0.67272727,0.53932584,0.85405405,0.51210428,,,273.0
Kevin Millar,529,132788,1B,BAL,-0.1631104124189791,,0.48,-14.463075383815088,-8.25873064994812,-5.320810233009979,,,,,87.83380577236453,0.3169725193615996,,,,,0.716547805,0.393596986,0.322950819,0.233521657,0.160075329,0.245283018,145,610,531,73,72,20,45,209,124,79,25,0,0,71,3,93,0.152459016,0.116393442,0.23850824,,0.14371858999999998,,-1.9797543287277224,-1.1875466082797483,0.0,0.0,1.0,0.0,,0.41947723,0.59064807,0.72727273,0.90555556,0.51391231,,,1131.1
Rico Washington,2017,442146,3B,STL,-0.1650878262702355,,-0.33,-1.442754322173614,-0.9197673965245484,-0.0106991594657301,,,,,48.142270855412974,0.2518121681430123,,,,,0.535885166,0.263157894,0.272727272,0.157894736,0.105263158,0.23076923,14,22,19,2,3,0,2,5,3,1,2,0,0,3,0,6,0.272727272,0.136363636,0.18604651,,0.30952380999999995,,-0.347644031047821,-0.2507249473152902,0.0,0.0,-2.0,0.0,,0.47191011,0.73913043,0.375,0.76470588,0.51685393,,,23.1
Brian Myrow,3702,434703,1B,SDP,-0.1669502328360883,,-0.16,-2.2772145523081546,-0.1682034954428672,-0.2106991624459624,,,,,31.4032040766787,0.2180418719847997,,,,,0.494047618,0.285714285,0.208333333,0.142857142,0.142857143,0.125,21,24,21,1,3,1,1,6,3,2,0,0,0,2,0,5,0.208333333,0.083333333,0.125,,0.21739129999999995,,-0.355548083782196,-0.0081829316571825,0.0,0.0,0.0,0.0,,0.45098039,0.66129032,0.4,0.82926829,0.60784314,,,9.0
David Newhan,2009,209315,2B,HOU,-0.1692462450985775,,-0.32,-4.065453552076807,-1.196237474679947,-1.664194906130433,,,,,82.76574988720206,0.3053861061731974,,,,,0.70114345,0.403846153,0.297297297,0.259615384,0.144230769,0.333333333,64,111,104,11,12,2,9,42,27,18,5,2,1,6,0,28,0.252252252,0.054054054,0.34615385,,0.21634615000000001,,-0.0109739806503057,0.1875435730642545,0.0,0.0,-3.0,0.0,,0.52525253,0.72340426,0.55555556,0.90441176,0.47474747,,,179.2
Jonathan Herrera,4182,468406,2B,COL,-0.1711674116804653,,0.41,-4.795104476135674,0.9589188396930696,0.3349368460476398,,,,,38.07680497370436,0.2527974403821505,,,,,0.5556116,0.278688524,0.276923076,0.229508196,0.049180328,0.274509803,28,66,61,5,3,0,2,17,14,12,1,1,1,4,0,10,0.151515151,0.06060606,0.28099174,,0.13761468,,-0.2975560128688812,0.0355526039887748,0.0,0.0,6.0,0.0,,0.42412451,0.55147059,0.73529412,0.92,0.52918288,,,131.0
Omir Santos,3583,435408,C,BAL,-0.1713361950237324,,-0.16,-2.1294208961922956,0.0648876801133155,-0.1026747913565486,,,,,-64.5243238565661,0.0896054446697235,,,,,0.2,0.1,0.1,0.1,0.0,0.125,11,10,10,0,0,0,0,1,1,1,0,0,0,0,0,2,0.2,0.0,0.61538462,,0.26666667,,-0.2058719992637634,0.0218398582267966,0.0,0.0,0.0,-0.0700000002980232,,0.65217391,0.7,0.625,0.85714286,0.43478261,,,28.1
Wandy Rodriguez,2586,434643,P,HOU,-0.1723385501599672,,-0.2,-7.939789703720832,4.766085147857666,-0.0106991594657301,,,,,-40.37419928319047,0.1181389413228849,,,,,0.268292682,0.146341463,0.121951219,0.121951219,0.024390244,0.166666666,25,45,41,3,1,0,1,6,5,4,1,0,0,0,0,11,0.244444444,0.0,0.25806452,,0.21538462000000003,,-0.6934840679168701,-0.0558225731655213,0.0,0.0,1.0,0.0900000035762786,,0.45138889,0.59756098,0.5,0.87755102,0.56944444,,,137.1
Mike Cervenak,3133,453941,3B,PHI,-0.1782359848677647,,-0.14,-2.2357301901988147,0.0302599696442484,-0.1053495812229812,,,,,-30.554028299035345,0.1378545302611131,,,,,0.307692306,0.153846153,0.153846153,0.153846153,0.0,0.25,10,13,13,0,1,0,0,2,2,2,0,0,0,0,0,5,0.384615384,0.0,0.5,,0.21428570999999996,,-0.2301900088787078,-0.0764281945418968,0.0,0.0,0.0,0.0,,0.7,0.80769231,0.42857143,0.9047619,0.65,,,10.0
Rich Harden,1772,425848,P,- - -,-0.1806445010128695,,-0.17,-6.103148183466455,3.283303201198578,-0.0080243695992976,,,,,-56.84451171124309,0.0995616051885816,,,,,0.222222222,0.111111111,0.111111111,0.111111111,0.0,0.214285714,25,31,27,1,1,0,0,3,3,3,0,0,0,0,0,13,0.419354838,0.0,0.34782609,,0.26086957,,-0.4737760424613952,-0.0521315202002228,0.0,0.0,2.0,-0.3099999949336052,,0.46938776,0.57692308,0.625,0.8,0.53061224,,,148.0
Brad Ausmus,546,110385,C,HOU,-0.1811261349137833,,-0.16,-13.6766487465584,3.8330156803131104,-1.305020489729941,,,,,60.57576438004304,0.2716439136331012,,,,,0.599574984,0.296296296,0.303278688,0.217592592,0.078703704,0.25433526,81,250,216,15,24,3,11,64,47,36,8,0,0,25,3,41,0.164,0.1,0.21836228,,0.17241379,,-0.8405164480209351,0.2869866000358776,0.0,0.0,1.0,1.5199999809265137,,0.40364026,0.54425612,0.625,0.88927336,0.56852248,,,575.2
Jorge De La Rosa,2047,407822,P,COL,-0.1816642586786798,,-0.14,-8.033346586260231,4.766085147857666,-0.0160487391985952,,,,,-41.93579445394663,0.1311299190288636,,,,,0.296341463,0.15,0.146341463,0.15,0.0,0.222222222,28,45,40,2,6,0,0,6,6,6,0,0,0,0,0,14,0.311111111,0.0,0.76923077,,0.43333332999999996,,-0.5927199125289917,0.0659356260836059,0.0,0.0,0.0,-1.409999966621399,,0.81818182,0.84507042,0.36666667,0.66666667,0.64545455,,,130.0
Nathan Haynes,17,279566,RF,TBR,-0.1827464132432223,,-0.59,-2.420762819674448,-1.0371934175491333,1.1429612126667053,,,,,38.44873606281372,0.2358595766919724,,,,,0.503868471,0.227272727,0.276595744,0.227272727,0.0,0.3125,20,47,44,3,3,0,0,10,10,10,0,0,4,3,0,12,0.255319148,0.063829787,0.23076923,,0.19999999999999996,,-0.3036841154098511,0.0696889878111627,0.0,0.0,-3.0,0.0,,0.47244094,0.64,0.66666667,0.83333333,0.59055118,,,108.0
Kyle Kendrick,6230,452718,P,PHI,-0.1848656142937605,,-0.13,-9.99773216454654,6.248867511749268,-0.0187235290650278,,,,,-34.74473833813971,0.1314821175809176,,,,,0.270943396,0.12,0.150943396,0.1,0.02,0.192307692,32,59,50,3,2,0,1,6,5,4,1,0,0,3,0,24,0.406779661,0.050847457,0.2962963,,0.31111111,,-0.7623120546340942,-0.2291182773205795,0.0,0.0,4.0,1.5,,0.4368932,0.528,0.45833333,0.77272727,0.60679612,,,155.2
Matt Murton,6307,444875,LF,- - -,-0.1861361437627918,,-0.44,-8.163141407352356,3.875779867172241,-0.2347722712438553,,,,,12.38849608918323,0.2040290669219134,,,,,0.44774951,0.228571428,0.219178082,0.185714285,0.042857143,0.224137931,28,73,70,3,8,0,3,16,13,10,3,0,0,2,0,12,0.164383561,0.02739726,0.28070175,,0.17886179000000002,,-0.3670719005167484,0.2913076387469428,0.0,0.0,2.0,0.0,,0.46946565,0.61486486,0.6875,0.86813187,0.5648855,,,127.0
Jason Perry,4710,434634,RF,ATL,-0.1866079516286493,,-0.49,-2.816612477583385,0.3987286686897278,-0.2026747928466648,,,,,-22.496234029837247,0.1460361796266892,,,,,0.352941175,0.235294117,0.117647058,0.117647058,0.117647059,0.153846153,4,17,17,0,1,0,1,4,2,1,0,1,0,0,0,4,0.235294117,0.0,0.42424242,,0.19444444000000005,,-0.331989973783493,-0.0283154403465741,0.0,0.0,-2.0,0.0,,0.52173913,0.61111111,0.64285714,0.90909091,0.52173913,,,41.0
Sean Gallagher,8261,451595,P,- - -,-0.1871514239014148,,-0.19,-3.671780301593873,1.3768690824508667,0.0,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23,13,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0.461538461,0.0,0.46666667,,0.54166667,,-0.3452039957046509,0.0083560419201438,0.0,0.0,3.0,-0.1499999910593032,,0.6,0.68,0.28571429,0.52941176,0.625,,,115.1
Felix Pie,3751,429712,CF,CHC,-0.1872996238062212,,0.09,-3.727242242813479,-1.137651413679123,0.3331302592996508,,,,,65.21761499463035,0.2892672323411511,,,,,0.63712916,0.325301204,0.311827956,0.240963855,0.084337349,0.351851851,43,93,83,9,10,1,4,27,20,16,2,1,3,7,0,29,0.311827956,0.075268817,0.35294118,,0.24117646999999998,,-0.3427298665046692,0.027175202868985,0.0,0.0,2.0,0.0,,0.50147493,0.65088757,0.61666667,0.83636364,0.49852507,,,205.29999999999998
Tug Hulett,7451,461834,2B,SEA,-0.1895644083580746,,-0.19,-3.1658332378040375,-0.6716190576553345,-1.240121895680204,,,,,72.08523802989403,0.2841507467356595,,,,,0.615213357,0.306122448,0.309090909,0.224489795,0.081632653,0.322580645,30,56,49,2,2,1,2,15,11,9,1,0,0,5,0,17,0.303571428,0.089285714,0.27368421,,0.21686746999999995,,-0.5860338807106018,-0.3618297680978952,0.0,0.0,0.0,0.0,,0.40686275,0.52293578,0.61538462,0.85964912,0.53431373,,,32.0
Andy Marte,3203,429708,3B,CLE,-0.1897367615004016,,-0.33,-15.097732090672666,4.31071937084198,-0.5836221529170871,,,,,54.155414268124424,0.2612895295619964,,,,,0.582893617,0.314893617,0.268,0.221276595,0.093617022,0.272222222,80,257,235,21,17,3,15,74,52,37,11,1,1,14,0,52,0.20233463,0.054474708,0.27073171,,0.20913462000000005,,-1.6038659811019895,-0.1839600521603779,0.0,0.0,3.0,0.0,,0.4606866,0.61866126,0.56756757,0.87213115,0.54595792,,,582.1
Luis Alfonso Cruz,3188,458501,SS,PIT,-0.1898945787631926,,-0.04,-6.031852207656095,1.750943303108215,-1.0677379795815796,,,,,46.5575357701102,0.2518484244743983,,,,,0.546434493,0.268656716,0.277777777,0.223880597,0.044776119,0.23076923,22,74,67,6,3,0,3,18,15,12,3,0,1,3,0,2,0.027027027,0.04054054,0.18918919,,0.053763439999999996,,-0.6109260320663452,-0.0785220703385626,0.0,0.0,3.0,0.0,,0.48691099,0.67521368,0.92857143,0.94936709,0.61256545,,,180.1
Jason Botts,2907,434664,1B,TEX,-0.1908003486348736,,0.01,-1.416487394941445,-2.0877007842063904,-0.5240730789955705,,,,,84.25149021952433,0.3128135605998661,,,,,0.699084668,0.394736842,0.304347826,0.157894736,0.236842106,0.222222222,15,46,38,2,5,2,5,15,6,1,3,0,0,8,0,18,0.391304347,0.173913043,0.30927835,,0.29411765,,-0.2096939086914062,-0.0859574466636735,0.0,0.0,-1.0,0.0,,0.44270833,0.57894737,0.6,0.76363636,0.49479167,,,55.0
Charlie Morton,4676,450203,P,ATL,-0.1918789248741396,,-0.27,-4.685341722438154,2.118260145187378,-0.4222665429115295,,,,,-69.81240954528701,0.0740869886734906,,,,,0.176470587,0.117647058,0.058823529,0.058823529,0.058823529,0.125,16,20,17,0,0,0,1,2,1,0,1,0,0,0,0,9,0.45,0.0,0.47058824,,0.4516129,,-0.3936960995197296,0.0091614557965152,0.0,0.0,0.0,1.6299999952316284,,0.54385965,0.575,0.125,0.69565217,0.70175439,,,74.2
Cory Sullivan,1940,430622,CF,COL,-0.1937412948078214,,-0.41,-1.4090958953134307,-1.3050940353423357,0.586626059608534,,,,,33.75315164209681,0.2462228735287984,,,,,0.554347826,0.304347826,0.25,0.217391304,0.086956522,0.277777777,18,24,23,3,4,0,1,7,5,4,0,1,1,0,0,5,0.208333333,0.0,0.45652174,,0.20754717,,-0.1523140370845794,-0.0184968804636324,0.0,0.0,-3.0,0.0,,0.58241758,0.71111111,0.66666667,0.875,0.49450549,,,38.1
Omar Quintanilla,6335,435560,SS,COL,-0.2010015138414816,,0.53,-10.857850119667074,1.3285234570503237,2.6849839880596846,,,,,53.89265342488133,0.2768470912236269,,,,,0.635229666,0.347619047,0.287610619,0.238095238,0.109523809,0.294478527,81,234,210,28,15,2,19,73,50,31,17,0,0,15,3,46,0.196581196,0.064102564,0.26485149,,0.20422534999999997,,-1.4595221281051636,-0.4610102522961785,0.0,0.0,5.0,0.0,,0.4717608,0.63927856,0.65420561,0.84326019,0.55260244,,,500.4
Aníbal Sánchez,3284,434671,P,FLA,-0.2020620816376567,,-0.23,-4.64948153242516,2.0123472213745117,-0.0026747898664325,,,,,-94.83969383731024,0.0393491784731547,,,,,0.055555555,0.0,0.055555555,0.0,0.0,0.0,10,19,17,0,0,0,0,0,0,0,0,0,0,1,0,7,0.368421052,0.052631578,0.27586207,,0.29629629999999996,,-0.601173996925354,-0.0326390828483547,0.0,0.0,-3.0,-0.0399999991059303,,0.375,0.44186047,0.25,0.89473684,0.59722222,,,51.2
Tomas Perez,965,120416,2B,HOU,-0.2028257387052313,,-0.23,-1.4632321336854843,-0.8926075343042612,-0.2053495827130973,,,,,-0.2112596706831238,0.179210889339447,,,,,0.4,0.2,0.2,0.2,0.0,0.25,8,10,10,0,0,0,0,2,2,2,0,0,0,0,0,2,0.2,0.0,0.61538462,,0.28571429000000004,,-0.1114200428128242,-0.0889089924771311,0.0,0.0,-2.0,0.0,,0.67741935,0.72222222,0.5,0.84615385,0.58064516,,,17.0
Daryle Ward,579,132880,1B,CHC,-0.2045803471044344,,-0.26,-4.907888406761291,-0.9651291072368622,-1.7641948852688074,,,,,78.9539950957382,0.3101548341841533,,,,,0.721288515,0.401960784,0.319327731,0.215686274,0.18627451,0.24,89,119,102,8,17,4,11,41,22,11,7,0,0,16,3,24,0.201680672,0.134453781,0.29535865,,0.17910448,,-0.2983500063419342,0.1184339613829568,0.0,0.0,-1.0,0.0,,0.43982495,0.59545455,0.64285714,0.91603053,0.48140044,,,102.0
Brooks Conrad,3664,462405,3B,OAK,-0.2071065663672383,,-0.22,-2.81050723242287,0.0760234519839286,-0.2053495827130973,,,,,-11.30410356196804,0.1606098789917795,,,,,0.368421051,0.210526315,0.157894736,0.157894736,0.052631579,0.3,6,19,19,0,2,0,1,4,3,2,1,0,0,0,0,9,0.47368421,0.0,0.46875,,0.42105263000000004,,-0.283513993024826,-0.100754753344354,0.0,0.0,0.0,0.0,,0.58461538,0.6969697,0.26666667,0.7826087,0.50769231,,,50.0
Gil Velazquez,2070,444041,2B,BOS,-0.2087505737943823,,-0.27,-1.3882010526177573,-0.9825460761785508,0.0973252116236835,,,,,-50.73743302895165,0.1120068058371543,,,,,0.25,0.125,0.125,0.125,0.0,0.125,3,8,8,0,1,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.11111111,,0.0,,-0.1309679895639419,-0.0519374141005985,0.0,0.0,-2.0,0.0,,0.48,0.6875,1.0,1.0,0.64,,,22.0
Scott Hatteberg,916,115608,1B,CIN,-0.2122995851324298,,-0.55,-5.341057961896788,1.2527592778205872,0.0429611888248473,,,,,29.684156714775416,0.2313567145926053,,,,,0.493064311,0.23076923,0.262295081,0.173076923,0.057692307,0.191489361,34,61,52,3,7,0,3,12,9,6,3,0,0,7,0,7,0.114754098,0.114754098,0.19,,0.11111110999999996,,0.0236341189593076,0.2356245405513178,0.0,0.0,-1.0,0.0,,0.39512195,0.59047619,0.68421053,0.9516129,0.51219512,,,87.2
