Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,bWAR,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,TZ
Adam Greenberg,CHC,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7330368161201477,,361.13365464761296,-0.001439768471755,0.3264884063801971,0.0,0.0360087342631493,Adam Greenberg,4647,435279,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.14285714,0.0,0.0,,-0.001439768471755,0.4569748086915595,0.3371319813714606,0.0073959901928901,0.0,0.0073959999717772,0.248999997973442,0.0263911001384258,0.2132000029087066,0.2132000029087066,1,0.034690398722887,-1.3676048328525871e-08,,,,,,,,,,,,,,,,,,,,,2005,0.03,0,0,,,,,,,,,,,,,,,
Kip Wells,PIT,34,61,1,4,2,0,0.0,0.426229508,0.070175439,0.266666666,0.157894736,0.172413793,0.228070175,0.1764190906080706,,-2.100191946407885,-0.0115181477740406,-7.832698103204428,6.202939987182617,0.0357860685243187,Kip Wells,1012,150337,57,9,7,1,0,0,0,26,1,0,3,0,0,0.0,0.400483968,1.86160714,,,,-0.0115181477740406,-0.2389120377377261,-7.549324504263757,-0.6950280070304871,-1.1348999738693235,0.439871996641159,-8.517999649047852,-0.8722463250160217,0.9002264142036438,0.4727999866008758,1,-0.8315572738647461,0.0594981606634065,182.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.04,13,2,,,,,,,,,,,,,,,
Pedro Lopez,CHW,2,8,0,1,2,0,0.0,0.125,0.0,0.333333333,0.285714285,0.285714285,0.285714285,0.2542964390345982,,47.13651111920785,0.2971204749774188,-0.2192849779346015,0.3052448853850364,0.0357102006525998,Pedro Lopez,3207,434601,7,2,2,0,0,0,0,1,0,0,1,0,0,0.0,0.57142857,2.64285714,0.2000000104308128,0.1000000014901161,,-0.0028795369435101,0.4845401747773412,-0.4742024437834498,-0.0385259017348289,-0.0903000012040138,0.0517740026116371,0.0420000031590461,0.0040328400209546,0.5886250138282776,,0,0.0027302987873554,-0.0681809691288443,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2355509996414184,0.4168182127177715,0.0622488100780174,0.24351651221513748,6.907994672656059,0.0,,,SS,2005,-0.01,2,0,,,,,,,,,,,,,,,
Chin-Feng Chen,LAD,7,8,0,1,2,0,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.2225093841552734,,28.909786281313504,0.0971204645466059,-0.6170727041910854,0.7116856649518013,0.0356170401640235,Chin-Feng Chen,644,282600,8,2,2,0,0,0,0,4,0,0,0,0,0,0.0,0.5,2.64285714,0.0,0.1000000014901161,,-0.0028795369435101,0.2739772762276712,-0.6847653423331198,0.0911299958825111,-0.1250240206718444,0.2161539942026138,-0.0819999724626541,-0.0154062956571578,1.0996999740600586,1.364150047302246,4,-0.0676442980766296,0.150512351211215,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7607799768447876,0.0074907802045345,0.7682700157165527,115.24050235748292,0.0,,,LF,2005,0.05,2,0,,,,,,,,,,,,,,,
Oscar Robles,LAD,110,399,5,44,34,0,0.077694235,0.082706766,0.096153847,0.287461773,0.271978021,0.331658291,0.368131868,0.3120880344105725,,87.97478528582997,-4.309606499504298,-10.334947357150856,-2.3136990070343018,0.0346621413940588,Oscar Robles,8975,425854,364,99,75,18,1,31,0,33,2,1,1,8,8,0.939393939,0.699790159,2.806146884611919,-1.2000000774860382,0.4000000059604645,,-3.509606427978724,43.2596600850009,-4.557628015718552,0.7327833771705627,-7.009292125701904,7.7420759201049805,-4.031000137329102,-0.4197134971618652,1.0348163843154907,0.7605047821998596,21,-0.0361539721488952,0.7442828617540628,737.2,0.0,0.0,0.0,-1.0,0.0,2.0,-5.0,0.0,-4.0,0.0,-0.6848622187972068,-5.640945911407471,1.2474750997498631,-5.078328154981136,-207.86094300450594,0.0,,,SS,2005,0.37,134,24,,,,,,,,,,,,,,,
Jermaine Clark,OAK,4,1,0,2,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7028443217277527,,356.41381517721896,-0.001439768471755,0.3116626561953081,-0.0017146780155599,0.0344700572144591,Jermaine Clark,1664,400075,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,2.64285714,0.0,0.0,,-0.001439768471755,0.4319747766115098,0.3121319492914109,0.0001160000028903,0.0,0.0001160190004156,0.1230000033974647,0.0115818995982408,0.0,0.0,1,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2B,2005,0.05,0,0,,,,,,,,,,,,,,,
Andy Green,ARI,17,39,0,5,2,0,0.179487179,0.076923076,0.032258065,0.24137931,0.225806451,0.358974358,0.258064516,0.2951918580593207,,70.328813019269,0.1812830128474161,-1.271883604113848,0.3421515617519617,0.0341363195238319,Andy Green,2991,433477,31,7,6,1,0,7,0,3,0,1,0,1,0,2.333333333,0.617038874,1.74999999625,0.2000000029802322,0.0,,-0.0187169901328161,3.682762386396623,-0.991107879087233,-0.4658319056034088,-0.9589540362358092,0.4931219816207886,-3.889999866485596,-0.3732397258281708,1.274580001831055,1.468066692352295,9,-0.1774280071258545,-0.1880507426852183,63.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-0.1833830028772354,-0.0446929931640625,0.294987991452217,0.25923613552004077,0.3261479884386062,74.68602284789085,0.0,,,2B,2005,0.12,8,1,,,,,,,,,,,,,,,
Ed Rogers,BAL,8,1,1,4,2,0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,2.016660690307617,,1245.1654927664952,-0.8385278582572937,0.559813694370942,-0.2567647136747837,0.0337781748736419,Ed Rogers,1621,407855,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0,5.0,0.0,0.0,0.0,,-0.8385278582572937,1.5198428717386292,1.4000000444185303,-0.1390739977359771,-0.1390740126371383,0.0,0.906000018119812,0.0902837961912155,1.2128666639328003,,0,-0.0763242989778518,-0.0383412301125598,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0547996014356613,0.0037962479400448,-0.0510034002363681,0.0,0.0,,,SS,2005,0.05,4,1,,,,,,,,,,,,,,,
Bartolo Colon,LAA,33,3,0,0,1,0,0.0,0.666666666,0.0,1.0,0.333333333,0.333333333,0.333333333,0.2966791788736979,,80.56753528702147,-0.001439768471755,-0.0726256967496705,0.3050626218318939,0.0334690540602526,Bartolo Colon,375,112526,3,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.2869840148163381,-0.0725444671439585,0.002595969941467,-0.0499240010976791,0.0525199994444847,0.5299999713897705,0.0555556006729602,0.8234670162200928,,0,0.036184299737215,-0.0330318116711074,222.2,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.03,1,0,,,,,,,,,,,,,,,
Joe Mays,MIN,31,3,0,0,0,0,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,0.333333333,0.2966791788736979,,78.9749272279539,-0.001439768471755,-0.0784598142814469,0.3050626218318939,0.0328839657334211,Joe Mays,740,150222,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.2869840148163381,-0.0725444671439585,0.0218400005251169,-0.0225220005959272,0.0443620011210441,0.3030000030994415,0.0315132997930049,0.6642670035362244,,0,-0.0110384002327919,0.0439167464532901,156.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.03,1,0,,,,,,,,,,,,,,,
Todd Jones,FLA,68,3,0,0,0,0,0.0,0.666666666,0.0,1.0,0.333333333,0.333333333,0.333333333,0.2966791788736979,,79.1443802302194,-0.001439768471755,-0.0800103993129563,0.3050626218318939,0.0323681044516735,Todd Jones,436,116734,3,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.2869840148163381,-0.0725444671439585,-0.0168399941176176,-0.017297999933362,0.0004579999949783,-0.0049999877810478,-0.000187499448657,0.2441333383321762,,0,-0.0366803035140037,-0.0322983711424847,73.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.03,1,0,,,,,,,,,,,,,,,
Scott Cassidy,- - -,11,2,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.3514221608638763,,120.06035282886069,-0.001439768471755,0.0489432807673914,0.2033750712871551,0.0318364836338198,Scott Cassidy,1293,407859,1,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.5,0.14285714,,,,-0.001439768471755,0.2819793999090073,0.0422937452688095,-0.0180159993469715,-0.0192200001329183,0.0012039600405842,-0.0139999985694885,-0.0036345003172755,0.4083000123500824,,0,0.0051950011402368,-0.0493194165260594,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.03,0,0,,,,,,,,,,,,,,,
Orlando Hernandez,CHW,24,3,0,0,0,0,0.0,0.333333333,0.0,0.5,0.333333333,0.333333333,0.333333333,0.2966791788736979,,75.87643342488049,-0.001439768471755,-0.0898103640389275,0.3050626218318939,0.0317456489048605,Orlando Hernandez,823,133340,3,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.2869840148163381,-0.0725444671439585,-0.0253280997276306,-0.045533999800682,0.0202060006558895,-0.1159999966621398,-0.0102973999455571,0.7036669850349426,,0,-0.0208850000053644,-0.0151094409252028,128.1,0.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.04,1,0,,,,,,,,,,,,,,,
Oliver Pérez,PIT,20,42,0,1,3,1,0.023809523,0.261904761,0.0,0.260869565,0.181818181,0.2,0.181818181,0.1726591297558375,,-4.579377370180556,0.1899216236779466,-5.325912880941143,4.270876407623291,0.0313680752373466,Oliver Perez,1514,424144,33,6,6,0,0,1,0,11,0,1,7,0,0,0.09090909,0.381818181,3.678132935904236,,,,0.1899216236779466,-0.2952565940766014,-5.328655341520754,-0.4031899273395538,-0.733132004737854,0.329941987991333,-5.505000114440918,-0.5627812147140503,0.9150188565254213,,0,-0.4854266047477722,0.0447909561332975,103.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.11,6,0,,,,,,,,,,,,,,,
Matt Kinney,SFG,5,3,0,0,0,0,0.0,0.333333333,0.0,0.5,0.333333333,0.333333333,0.333333333,0.2966791788736979,,76.09266536822452,-0.001439768471755,-0.0915073082756829,0.3050626218318939,0.0312151096427589,Matt Kinney,737,150219,3,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.2869840148163381,-0.0725444671439585,-0.0422319993376731,-0.0542359985411167,0.0120040001347661,-0.3949999809265136,-0.0418144017457962,0.8572666645050049,,0,-0.0179454982280731,-0.0313180519439826,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.03,1,0,,,,,,,,,,,,,,,
Ricardo Rodriguez,TEX,12,3,0,0,1,0,0.0,0.333333333,0.0,0.5,0.333333333,0.333333333,0.333333333,0.2966791788736979,,73.81833893129902,-0.001439768471755,-0.0973496736001801,0.3050626218318939,0.0309895513472382,Ricardo Rodriguez,1585,400156,3,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.2869840148163381,-0.0725444671439585,0.072682000696659,-0.0497019998729229,0.1223839968442916,0.4800000190734863,0.0518306046724319,1.3886666297912598,,0,0.0047989003360271,0.0475405158617858,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.03,1,0,,,,,,,,,,,,,,,
Billy Wagner,PHI,75,3,0,0,0,0,0.0,0.666666666,0.0,1.0,0.333333333,0.333333333,0.333333333,0.2966791788736979,,73.79811976352025,-0.001439768471755,-0.1001516879510713,0.3050626218318939,0.0303481875053112,Billy Wagner,578,123790,3,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.2869840148163381,-0.0725444671439585,-0.0294660199433565,-0.0389660000801086,0.0094999996945261,-0.7739999890327454,-0.0829949975013732,0.5437999963760376,,0,-0.0206904988735914,-0.0334949004271117,77.2,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.03,1,0,,,,,,,,,,,,,,,
Aaron Fultz,PHI,62,3,0,1,0,0,0.0,0.666666666,0.0,1.0,0.333333333,0.333333333,0.333333333,0.2966791788736979,,73.79811976352025,-0.001439768471755,-0.1001516879510713,0.3050626218318939,0.0303481875053112,Aaron Fultz,1113,150269,3,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.666666666,2.64285714,,,,-0.001439768471755,0.2869840148163381,-0.0725444671439585,0.0211599934846162,-0.0006000329740345,0.0217599999159574,-0.2699999809265136,-0.0273164995014667,0.3139999806880951,,0,0.004025699570775,0.0633628188560305,72.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.06,1,0,,,,,,,,,,,,,,,
Ryan Spilborghs,COL,1,4,0,0,1,0,0.0,0.25,0.0,0.666666666,0.5,0.5,0.5,0.4450187683105469,,164.21195515935094,-0.0028795369435101,0.3196665444874203,-0.1506062485277652,0.0300188905201518,Ryan Spilborghs,4521,448676,4,2,2,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.14285714,0.0,0.0,,-0.0028795369435101,0.8739587830376809,0.3945874737572855,0.0733800008893013,-0.0463760010898113,0.1197559982538223,0.3939999938011169,0.0391456000506877,1.1972500085830688,,0,0.0225366000086069,0.0387538575927638,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2013189941644668,0.0,-0.3560430109500885,0.0452695991843938,-0.1094539910554885,-0.4397246986627579,0.0,,,RF,2005,0.14,2,0,,,,,,,,,,,,,,,
Jason Romano,CIN,19,34,1,3,3,0,0.088235294,0.264705882,0.166666667,0.35,0.266666666,0.352941176,0.433333333,0.347444474697113,,108.22163733474962,0.0870420852443203,0.4380792657639691,-1.275253489613533,0.0270883533452657,Jason Romano,1278,400099,30,8,5,2,0,3,0,9,1,0,0,0,0,0.333333333,0.786274509,0.76785714,-0.1000000014901161,0.2000000029802322,,-0.0129579162457957,4.681667080617496,0.607010951734134,-0.1059159934520721,-0.4700320363044739,0.3641160428524017,0.450999915599823,0.0330826565623283,0.7437602877616882,0.3951333463191986,6,-0.0551458559930324,-0.0872602326283718,68.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,-1.0,1.0297952443361282,0.0,-1.941082999110222,-0.1924985889345407,-1.1037857979536057,-55.34534174948931,0.0,,,LF,2005,-0.04,13,3,,,,,,,,,,,,,,,
Matt Kata,- - -,40,44,0,7,0,0,0.113636363,0.136363636,0.108108108,0.225806451,0.189189189,0.285714285,0.297297297,0.2656545539697011,,51.77832510164081,0.3677781665464863,-2.2966919409114843,1.13374745240435,0.0270784024570543,Matt Kata,1741,425632,37,7,4,2,1,5,0,6,0,0,2,0,1,0.833333333,0.583011582,6.190476189880952,0.6000000089406967,0.2000000029802322,,-0.4322218453744426,3.111160277225639,-2.161924124858712,-0.4078679229132831,-0.7023700010031462,0.2945019882172346,-4.363199830055237,-0.4243765734136104,0.8450482717674711,0.8785538524389267,26,-0.3383334875106811,-0.1443228725339372,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6221269965171814,0.3625098541378975,0.2108385849278419,1.1954759173677303,37.06917501986027,0.0,,,2B,2005,-0.16999999999999998,11,3,,,,,,,,,,,,,,,
Ben Grieve,CHC,23,25,0,1,1,0,0.2,0.28,0.0,0.384615384,0.25,0.4,0.25,0.3025652070840199,,77.2958753695377,0.1870420867344364,-0.5257463665315603,-0.0360082238912582,0.0253148409963684,Ben Grieve,1209,115132,20,5,5,0,0,5,1,7,0,0,0,0,0,0.714285714,0.65,0.14285714,0.1000000014901161,0.1000000014901161,,-0.0129579162457957,2.5133773927241845,-0.4826932902782877,-0.2552780210971832,-0.8047199845314026,0.5494419932365417,-1.8179999589920044,-0.1809113919734954,1.6732385158538818,1.860590934753418,22,-0.1242301017045974,-0.0283351295391445,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,LF,2005,0.0,5,0,,,,,,,,,,,,,,,
Clay Hensley,SDP,24,6,0,0,0,0,0.0,0.5,0.166666667,0.333333333,0.166666666,0.166666666,0.333333333,0.2087244987487793,,25.970553007653375,0.0,-0.5577911771715364,0.6101252436637878,0.0248448621865945,Clay Hensley,4593,454535,6,1,0,1,0,0,0,3,0,0,0,0,0,0.0,0.499999999,0.14285714,,,,0.0,0.1369978748380461,-0.5820590890825471,-0.0419539920985698,-0.0903339982032775,0.0483799986541271,-0.9769999980926514,-0.1189097985625267,0.795799970626831,,0,-0.0459904037415981,-0.0067288644754185,47.2,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.03,2,1,,,,,,,,,,,,,,,
Ryan Vogelsong,PIT,44,10,0,0,0,0,0.0,0.4,0.111111111,0.2,0.111111111,0.2,0.222222222,0.1985383808612823,,12.484487026350733,-0.001439768471755,-1.100447955655011,1.016875386238098,0.0242794199547591,Ryan Vogelsong,1011,285064,9,1,0,1,0,0,0,4,1,0,0,0,0,0.0,0.422222222,0.14285714,,,,-0.001439768471755,0.1439865534220982,-1.0544417197788905,-0.0610319972038269,-0.0958440378308296,0.0348119623959064,-1.272000074386597,-0.1280889064073562,0.4674200117588043,,0,-0.1018035039305687,-0.0287685633075801,81.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.02,2,1,,,,,,,,,,,,,,,
Randy Wolf,PHI,15,28,0,2,1,0,0.035714285,0.285714285,0.076923077,0.222222222,0.153846153,0.185185185,0.23076923,0.1847264214798256,,-0.0195754705154289,-0.0043193054152652,-3.521210426085548,2.8472511768341064,0.0238603384564479,Randy Wolf,976,150116,26,4,2,2,0,1,0,8,0,0,1,0,0,0.125,0.415954415,2.01785714,,,,-0.0043193054152652,0.0829375994224903,-3.272661565540278,-0.2141159623861313,-0.3910219967365265,0.1769060045480728,-3.2260000705718994,-0.3249474763870239,0.667364239692688,0.5860000252723694,1,-0.3226858675479889,0.0018476361127403,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.05,6,2,,,,,,,,,,,,,,,
Paul Phillips,KCR,23,67,1,6,9,0,0.0,0.074626865,0.134328358,0.278688524,0.268656716,0.268656716,0.402985074,0.2878346959156777,,69.76481983958466,-1.7172772693447769,-4.1908937950347855,2.152837872505188,0.0224833468275261,Paul Phillips,2032,150207,67,18,12,4,1,0,0,5,0,0,0,4,0,0.0,0.67164179,3.35609243375,-1.0000000596046448,-0.699999988079071,,-0.017277221661061,5.91864043458278,-2.1108289958638444,-0.1245316788554191,-1.307826042175293,1.1832939386367798,0.2140000313520431,0.0502769760787487,0.9795462489128112,2.577200174331665,2,-0.391164481639862,0.2640324763939273,159.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,0.06,27,6,,,,,,,,,,,,,,,
Kirk Rueter,SFG,21,37,0,1,1,0,0.027027027,0.054054054,0.033333334,0.178571428,0.166666666,0.193548387,0.2,0.1779142406678968,,-2.216741358766562,-0.0071988423587754,-4.756608606098814,3.762439012527466,0.0211419080305668,Kirk Rueter,1128,121541,30,5,4,1,0,1,0,2,0,0,6,1,0,0.5,0.393548387,0.5595238025,,,,-0.0071988423587754,-0.0991072567567581,-4.533291867600417,-0.4312180280685425,-0.7698019742965698,0.3385840058326721,-3.663000106811523,-0.3666721284389496,1.1248054504394531,0.7580000162124634,1,-0.4340300559997558,0.0506588446493229,107.1,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.01,6,1,,,,,,,,,,,,,,,
Gil Meche,SEA,29,4,0,0,1,0,0.0,0.25,0.0,0.333333333,0.25,0.25,0.25,0.2225093841552734,,31.706081962095915,-0.001439768471755,-0.3350098035013063,0.4067501425743103,0.0207394038478714,Gil Meche,1089,219194,4,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.5,0.14285714,,,,-0.001439768471755,0.1369886381138356,-0.3423826711665599,-0.0117119997739791,-0.0843819975852966,0.0726699978113174,0.1360000073909759,0.0187127999961376,1.1214499473571775,,0,-0.0125475972890853,0.0021039749039938,143.1,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.02,1,0,,,,,,,,,,,,,,,
Paul Byrd,LAA,31,4,0,0,0,0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.2225093841552734,,30.272671252094412,-0.001439768471755,-0.3420110544835908,0.4067501425743103,0.0200372667721884,Paul Byrd,594,111838,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.14285714,,,,-0.001439768471755,0.1369886381138356,-0.3423826711665599,-0.0221439991146326,-0.0624439977109432,0.0403000004589557,-0.1759999990463256,-0.0184859987348318,0.8454500436782837,,0,-0.038382202386856,0.0121902360131941,204.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.02,1,0,,,,,,,,,,,,,,,
Josh Johnson,FLA,4,4,0,1,0,0,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.2225093841552734,,30.23943648833955,-0.001439768471755,-0.351857324567972,0.4067501425743103,0.0185693339607496,Josh Johnson,4567,435178,4,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.5,2.64285714,,,,-0.001439768471755,0.1369886381138356,-0.3423826711665599,-0.0234980005770921,-0.0700180009007453,0.046519998461008,-0.3109999895095825,-0.0311691500246524,0.9582500457763672,,0,-0.0380233973264694,0.0135016133926588,12.1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.01,1,0,,,,,,,,,,,,,,,
Todd Wellemeyer,CHC,22,4,0,1,0,0,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.2225093841552734,,24.50989245825308,-0.001439768471755,-0.3806376657163484,0.4067501425743103,0.015683029124341,Todd Wellemeyer,1709,425487,4,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.5,2.64285714,,,,-0.001439768471755,0.1369886381138356,-0.3423826711665599,-0.0403000004589557,-0.0553360022604465,0.0150359999388456,-0.5449999570846558,-0.0531188510358333,0.689300000667572,,0,-0.0494226515293121,-0.0090424586113031,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.02,1,0,,,,,,,,,,,,,,,
Scott Eyre,SFG,86,3,0,0,0,0,0.333333333,0.666666666,0.0,0.0,0.0,0.333333333,0.0,0.2342814405759175,,34.94979996515425,-0.001439768471755,-0.2465072998855161,0.3050626218318939,0.0156705675151898,Scott Eyre,1300,113961,2,0,0,0,0,1,0,2,0,0,0,0,0,0.5,0.333333333,0.14285714,,,,-0.001439768471755,0.1319840232065049,-0.2275444587537917,-0.0147400144487619,-0.0150720002129673,0.0003319999959785,-0.4459999799728393,-0.0474734008312225,0.1871999949216842,,0,-0.0367571003735065,-0.04198229518539,68.1,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.02,0,0,,,,,,,,,,,,,,,
Jason Botts,TEX,10,30,0,4,3,0,0.1,0.433333333,0.0,0.571428571,0.296296296,0.366666666,0.296296296,0.3076277752717336,,81.24263030628524,-0.3158374651102349,-1.0029663463001397,0.1441386342048645,0.0154560762873533,Jason Botts,2907,434664,27,8,8,0,0,3,0,13,0,0,0,1,0,0.23076923,0.662962962,1.79058440875,-0.4000000134110451,0.1000000014901161,,-0.0158374531893059,3.1418103182577273,-0.4534745013452392,-0.0232379920780658,-0.5379800200462341,0.5147420167922974,0.6839999556541443,0.0705958157777786,1.037060022354126,,0,-0.0960220992565155,0.0736145321175223,40.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.5081279873847961,0.0,0.4218620061874389,-0.2560152933001518,0.6739739924669266,20.995499938726425,0.0,,,LF,2005,-0.13,8,0,,,,,,,,,,,,,,,
D'Angelo Jimenez,CIN,35,119,0,14,5,2,0.117647058,0.19327731,0.066666667,0.292682926,0.228571428,0.319327731,0.295238095,0.2835032569260156,,66.06105606640187,-0.863896757713519,-5.935685680180807,2.206990122795105,0.0147211665341829,D'Angelo Jimenez,1038,150090,105,24,17,7,0,14,0,23,0,0,0,1,1,0.608695652,0.614565826,3.745354625385005,-0.800000011920929,0.0,,-0.06389674579259,10.085415727875178,-4.17588072321659,-0.971933901309967,-2.325469970703125,1.3535360097885132,-5.554500102996826,-0.556156575679779,1.01937735080719,0.7248222231864929,9,-0.5061689019203186,-0.4472895014279067,211.2,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0436896011233329,1.9404799938201904,-0.1401170045137405,1.8440495654940603,12.560113756494088,0.0,,,2B,2005,-0.29,31,7,,,,,,,,,,,,,,,
