Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Pos,Year,bWAR,TB,XBH,BatSpd,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,TZ
Alejandro Machado,BOS,10,6,0,4,0,0,0.166666666,0.166666666,0.2,0.25,0.2,0.333333333,0.4,0.3258652190367381,,94.54411837174926,0.098560233018361,0.0585877432680452,0.3978718752041459,0.0660942669199158,Alejandro Machado,2082,425472,5,1,0,1,0,1,0,1,0,0,0,0,0,1.0,0.733333333,2.64285714,0.1000000014901161,0.0,,-0.001439768471755,0.7189680281520585,-8.89357685347e-05,-0.0492560528218746,-0.0519200004637241,0.0026639599818736,-0.3499999642372131,-0.0365453027188777,0.3407999873161316,,0,0.012146396562457,-0.1566770733672772,22.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-0.0861030966043472,0.0,0.4189549684524535,0.050730693124933,0.38358287513256073,-69.96076628565788,0.0,,,2B,2005,0.23,2,1,,,,,,,,,,,,,,,
Henry Mateo,WSN,1,2,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.3514221608638763,,116.00957443133508,-0.001439768471755,0.0387694533576471,0.54230004735291,0.0648060730298872,Henry Mateo,1461,400116,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.5,0.14285714,0.0,0.0,,-0.001439768471755,0.2819793999090073,0.0422937452688095,-0.0260099992156028,-0.0337620005011558,0.0077519998885691,-0.1140000000596046,-0.0122383004054427,1.207900047302246,,0,-0.0174826998263597,-0.0040505381875754,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5148929953575134,0.0171198702882975,0.5320119857788086,0.0,0.0,,,2B,2005,0.12,0,0,,,,,,,,,,,,,,,
Rich Hill,CHC,10,6,0,1,0,0,0.0,0.333333333,0.0,0.5,0.333333333,0.333333333,0.333333333,0.2966791788736979,,73.41483620013292,-0.0028795369435101,-0.2031913103484774,0.6101252436637878,0.0604067516487341,Rich Hill,4806,448179,6,2,2,0,0,0,0,2,0,0,0,0,0,0.0,0.666666666,2.64285714,,,,-0.0028795369435101,0.5739680296326762,-0.145088934287917,0.0519479997456073,-0.0528360083699226,0.1047839745879173,0.5379999876022339,0.0531412996351718,0.7734333276748657,,0,0.0607050992548465,0.0064603536508047,23.2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.09,2,0,,,,,,,,,,,,,,,
Cliff Politte,CHW,68,1,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8900375366210938,,478.2353457042968,-0.001439768471755,0.4604167962884177,0.1016875356435775,0.0597581557680552,Cliff Politte,967,131700,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.64285714,,,,-0.001439768471755,0.586974768221343,0.4671319409012441,0.0194400008767843,0.0,0.0194400008767843,1.47599995136261,0.1310250014066696,0.2906000018119812,,0,0.0668961033225059,-2.3640572416328e-08,67.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.05,1,0,,,,,,,,,,,,,,,
Chuck James,ATL,2,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8900375366210938,,468.6448318718495,-0.001439768471755,0.4614995146607626,0.1016875356435775,0.0597466196901309,Chuck James,4886,460580,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.14285714,,,,-0.001439768471755,0.586974768221343,0.4671319409012441,0.1111219972372055,0.0,0.1111219972372055,0.9399999976158142,0.0996289998292923,2.0251998901367188,,0,0.0548695996403694,4.447644109950578e-08,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.06,1,0,,,,,,,,,,,,,,,
Kevin Cash,TBD,13,33,2,4,2,0,0.03030303,0.393939393,0.225806452,0.1875,0.161290322,0.212121212,0.387096774,0.2576249873999393,,53.41655234584293,-0.4057590798474848,-2.282872772777708,1.763031542301178,0.0596107055728287,Kevin Cash,1593,408211,31,5,2,1,0,1,0,13,1,0,0,3,0,0.076923076,0.599217986,2.64285714,0.0,-0.4000000059604645,,-0.0057590738870203,2.089679829308508,-1.8651334722547548,-0.4295641183853149,-0.8025600910186768,0.3729960024356842,-5.447999954223633,-0.5384114384651184,0.9034848809242249,0.8267999887466431,1,-0.1291238069534301,-0.3463286632040006,89.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,0.04,12,3,,,,,,,,,,,,,,,
Matt Wise,MIL,49,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8900375366210938,,466.600724063098,-0.001439768471755,0.4589325512265433,0.1016875356435775,0.0594891856681756,Matt Wise,42,277184,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.14285714,,,,-0.001439768471755,0.586974768221343,0.4671319409012441,0.0134720001369714,0.0,0.0134720001369714,0.9390000104904176,0.0981191024184227,0.2204000055789947,,0,0.0611252002418041,2.5692652130815397e-08,64.1,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.06,1,0,,,,,,,,,,,,,,,
Cliff Bartosh,CHC,19,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8900375366210938,,464.65438613517153,-0.001439768471755,0.4564883659099806,0.1016875356435775,0.059244064741224,Cliff Bartosh,1871,407802,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.14285714,,,,-0.001439768471755,0.586974768221343,0.4671319409012441,0.0,0.0,0.0,0.2759999930858612,0.0261364001780748,0.0,,0,0.0,,19.2,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.06,1,0,,,,,,,,,,,,,,,
Franklin Gutierrez,CLE,7,2,0,2,0,0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.3514221608638763,,117.47265314817432,-0.1014397699618712,-0.0587686676869886,0.58031365275383,0.0590767537882649,Franklin Gutierrez,3255,429711,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.5,2.64285714,-0.1000000014901161,0.0,,-0.001439768471755,0.2819793999090073,0.0422937452688095,0.0548640005290508,0.0,0.0548640005290508,0.0290000140666961,0.0029562003910541,0.903599977493286,0.0,1,0.0303585994988679,0.0303585340730598,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787667989730835,0.0035507299471646,0.7912189960479736,0.0,0.0,,,CF,2005,0.02,0,0,,,,,,,,,,,,,,,
Dustin Nippert,ARI,3,5,0,0,0,0,0.2,0.6,0.0,1.0,0.25,0.4,0.25,0.3185763716697692,,85.74773559943526,-0.0028795369435101,-0.0923685585460991,0.5084376931190491,0.0580568276458178,Dustin Nippert,4426,430962,4,1,1,0,0,1,0,3,0,0,0,0,0,0.333333333,0.65,0.14285714,,,,-0.0028795369435101,0.5689634147253453,-0.030250721875149,-0.0070579703897237,-0.0579460002481937,0.0508880019187927,-0.0480000078678131,-0.0047302693128585,0.748960018157959,,0,-0.0163580402731895,0.0069343457920307,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.05,1,0,,,,,,,,,,,,,,,
Ray Sadler,PIT,3,8,1,1,1,0,0.0,0.125,0.375,0.166666666,0.25,0.25,0.625,0.3633372783660888,,121.1470610808308,-0.001439768471755,0.2110098187889189,0.0901073217391967,0.0563268020715836,Ray Sadler,2914,430041,8,2,1,0,0,0,0,1,0,0,0,0,0,0.0,0.875,0.14285714,0.0,0.0,,-0.001439768471755,1.2068453797449574,0.2481027611841664,-0.0133959986269474,-0.1481200009584427,0.1347240060567855,-0.0849999785423278,-0.0035807006061077,0.8588500022888184,,0,0.0391606055200099,-0.0547582053235232,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-0.1961749941110611,0.0,0.3710399866104126,0.0232667000964283,0.1981319934129715,14.859899505972862,0.0,,,LF,2005,-0.06,5,1,,,,,,,,,,,,,,,
Ramon Santiago,SEA,8,13,0,2,0,0,0.076923076,0.153846153,0.0,0.166666666,0.125,0.416666666,0.125,0.3159993588924408,,95.10204504768012,0.2928011695621535,0.2150506770019948,-0.0930133201181888,0.0562592553577001,Ramon Santiago,1417,421124,8,1,1,0,0,1,0,2,3,0,1,0,0,0.5,0.541666666,2.64285714,0.1000000089406967,0.2000000029802322,,-0.0071988423587754,1.4515651951558486,-0.1063915600054368,0.0715919956564903,-0.1566479951143264,0.228239968419075,0.0840000212192535,0.004278109408915,1.361969232559204,2.5996499061584473,4,-0.0203091967850923,0.0728742576873607,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311111006885767,0.3906711004674434,-0.5542340353131294,-0.13245089910924435,-57.84144503995776,0.0,,,2B,2005,0.04,1,0,,,,,,,,,,,,,,,
Mike Lowell,FLA,150,558,8,56,58,4,0.082437275,0.103942652,0.124,0.248306997,0.236,0.298025134,0.36,0.2893219623419878,,74.2932914285575,-2.6727721570059657,-20.686208040405504,3.0403576493263245,0.0528106985505951,Mike Lowell,527,136780,500,118,73,36,1,46,1,58,2,9,1,14,0,0.793103448,0.658025134,3.683118453993471,-2.4999999403953552,-0.800000011920929,,0.6272277953103185,49.97972820890279,-16.89256943571239,-3.081062078475952,-10.526968002319336,7.445906162261963,-17.161998748779297,-1.7839977741241455,0.997329831123352,0.8983200192451477,10,-1.900615096092224,-1.1886959646283484,1193.2,0.0,0.0,0.0,-1.0,0.0,-1.0,-7.0,0.0,-7.0,0.0,-0.518899992108345,-5.344456791877747,6.856966078281403,0.9935990124940872,-10.994416854850412,0.0,,,3B,2005,-0.89,180,45,,,,,,,,,,,,,,,
Jose Castillo,PIT,101,398,11,49,53,2,0.057788944,0.148241206,0.148648649,0.289473684,0.267567567,0.307304785,0.416216216,0.3107248033363807,,86.45625276435885,-2.1859312230953947,-8.955138257776888,-3.48624050617218,0.0521823953877295,Jose Castillo,1866,425489,370,99,69,16,3,23,3,59,0,4,1,11,3,0.389830508,0.723521001,3.666019942183401,0.5,-1.7000000476837158,,-0.9859311754116789,42.70198364141161,-4.9954616319877445,-1.2058076858520508,-7.4363179206848145,6.2305097579956055,-12.666000366210938,-1.3446455001831057,0.9719696640968324,,0,-0.88184654712677,-0.3587350578274382,840.1,0.0,0.0,0.0,5.0,0.0,3.0,-6.0,0.0,2.0,0.0,3.095010042190552,-7.356709957122803,-0.6654376788064837,-4.9271399974823,-8.830531266904238,0.0,,,2B,2005,0.7,154,30,,,,,,,,,,,,,,,
Edwin Jackson,LAD,10,11,0,0,1,0,0.09090909,0.181818181,0.0,0.25,0.2,0.272727272,0.2,0.2257199449972673,,31.026716737352498,-0.0043193054152652,-0.9570923678084624,1.118562936782837,0.0521202221671015,Edwin Jackson,1841,429719,10,2,2,0,0,1,0,2,0,0,0,0,0,0.5,0.472727272,0.14285714,,,,-0.0043193054152652,0.4059612994341762,-0.9123098010869114,-0.2000140100717544,-0.2954359948635101,0.0954219996929168,-1.7080000638961792,-0.1704445779323578,1.178109049797058,,0,-0.1172803118824958,-0.0524951516929761,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.01,2,0,,,,,,,,,,,,,,,
Paul McAnulty,SDP,22,29,0,4,0,1,0.103448275,0.24137931,0.0,0.294117647,0.208333333,0.321428571,0.208333333,0.2440338200993008,,49.252272753093855,0.4884818671271205,-1.3596394648251704,0.9095194488763808,0.049574656709043,Paul McAnulty,4409,434582,24,5,5,0,0,3,1,7,1,0,1,0,0,0.428571428,0.529761904,6.0403992771893815,0.1000000089406967,0.2000000029802322,,0.1884818552061915,1.5100257527606913,-1.965416239522176,-0.3843719363212585,-0.5261399745941162,0.141767993569374,-2.559000015258789,-0.2831420302391052,0.9823466539382936,1.3661874532699585,16,-0.2896696031093597,-0.1016097225546365,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16109000146389,0.0,0.8902029991149902,0.0416966205229982,1.0929899811744688,71.54932357370853,0.0,,,LF,2005,-0.01,5,0,,,,,,,,,,,,,,,
Sidney Ponson,BAL,23,4,0,0,0,0,0.0,0.0,0.25,0.25,0.25,0.25,0.5,0.3130867481231689,,89.96450938926169,0.0,-0.049016648198523,0.4067501425743103,0.0494209063733109,Sidney Ponson,161,132260,4,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.75,0.14285714,,,,0.0,0.436988628243051,-0.0423826810373444,-0.0220859907567501,-0.0496219992637634,0.0275359991937875,-0.2509999871253967,-0.0266443006694316,0.6342999935150146,,0,-0.0363643988966941,0.0015449270654568,130.1,0.0,0.0,-1.0,0.0,0.0,0.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.03,2,1,,,,,,,,,,,,,,,
Hayden Penn,BAL,8,3,0,0,0,0,0.333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.3514221608638763,,115.95992138731776,-0.001439768471755,0.0570253740605753,0.3050626218318939,0.0464714194872612,Hayden Penn,4893,435140,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.5,0.14285714,,,,-0.001439768471755,0.422969099863511,0.0634406179032144,0.0055900001898407,-0.0216559991240501,0.0272460002452135,-0.0520000010728836,-0.0054224990308284,0.6331999897956848,,0,-0.0011272998526692,0.0099554746472464,38.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.05,0,0,,,,,,,,,,,,,,,
Omar Infante,DET,121,434,9,36,43,8,0.036866359,0.168202764,0.145320197,0.248466257,0.221674876,0.253521126,0.366995073,0.2687230286463885,,61.01088716315163,2.500655999290757,-18.161616890633756,3.969827890396118,0.0463485180584651,Omar Infante,1609,408299,406,90,51,28,2,16,0,73,2,2,8,5,0,0.219178082,0.620516199,5.241363105894221,-0.2000000476837158,1.2000000476837158,,1.5006559992907569,31.470662425446047,-20.541124631476865,-0.8574837446212769,-7.993865966796875,7.136382102966309,-21.677799224853516,-2.208889961242676,0.9949268102645874,1.3560500144958496,4,-2.019096612930298,1.157240508767982,980.3000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,-0.19156098365783691,0.014679908752441406,1.1294494345784187,0.952568769454956,5.537655739242762,0.0,,,2B,2005,0.41,149,39,,,,,,,,,,,,,,,
Johnny Estrada,ATL,105,383,4,31,39,0,0.052219321,0.09921671,0.106442577,0.279874213,0.260504201,0.302872062,0.366946778,0.2884322555058831,,71.96755186248996,-6.615181477740407,-20.09784469123225,8.084473609924316,0.0461151217096547,Johnny Estrada,955,283051,357,93,63,26,0,20,6,38,3,3,0,13,0,0.526315789,0.66981884,1.0660222775,-4.200000047683716,-2.299999952316284,,-0.1151814777404069,34.022927575528215,-11.876875288069652,0.1511383205652237,-6.515726089477539,6.666863918304443,-1.3469998836517334,-0.1071668714284896,0.9921802282333374,3.1929333209991455,3,-0.9564290642738342,1.108758566782001,826.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,C,2005,0.11,131,30,,,,,,,,,,,,,,,
Juan Padilla,NYM,24,2,0,0,0,0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.4450187683105469,,176.19312334775262,-0.001439768471755,0.1899248559725004,0.2033750712871551,0.0459751555926113,Juan Padilla,2532,433677,2,1,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.14285714,,,,-0.001439768471755,0.4369793915188404,0.1972937368786427,0.008347999304533,-0.0101239997893571,0.0184719990938901,-0.0300000011920928,-0.00264080055058,0.6154999732971191,,0,-0.002794599160552,0.0163575555646186,36.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.04,1,0,,,,,,,,,,,,,,,
Jon Garland,CHW,32,2,0,0,1,0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.4450187683105469,,176.46616149473454,-0.001439768471755,0.185303216124745,0.2033750712871551,0.0457519015892587,Jon Garland,232,279782,2,1,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.14285714,,,,-0.001439768471755,0.4369793915188404,0.1972937368786427,0.0667280033230781,-0.0072240000590682,0.0739519968628883,0.515999972820282,0.0590051002800464,0.9232000112533568,,0,0.0229512993246316,0.0493277328565819,221.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.05,1,0,,,,,,,,,,,,,,,
Josh Paul,LAA,34,40,2,4,4,0,0.05,0.225,0.189189189,0.192307692,0.189189189,0.23076923,0.378378378,0.2628591580268664,,57.63403039318562,0.1913614070508629,-1.8779323707585331,0.9832643866539,0.0457236336064073,Josh Paul,251,150331,37,7,4,1,0,2,0,9,0,0,1,1,0,0.222222222,0.609147608,1.30357142125,0.3000000193715095,-0.1000000014901161,,-0.0086386108305305,2.7063054634473183,-2.0874076293566373,-0.1920099556446075,-0.6401399374008179,0.4481299817562103,-2.5859999656677246,-0.2516191005706787,0.6957621574401855,1.1594666242599487,3,-0.3171956837177276,0.041225003807453,108.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1165480017662048,0.0,-0.0265408009290695,0.0027650899719446,0.0927723012864589,8.741100132465363,0.0,,,C,2005,0.1,14,3,,,,,,,,,,,,,,,
Al Reyes,STL,65,3,0,0,0,0,0.333333333,0.333333333,0.0,0.0,0.0,0.5,0.0,0.3514221608638763,,114.31050014521126,-0.001439768471755,0.0524730395135325,0.3050626218318939,0.0456545206292143,Al Reyes,1005,121099,1,0,0,0,0,1,0,1,0,0,1,0,0,1.0,0.5,0.14285714,,,,-0.001439768471755,0.422969099863511,0.0634406179032144,-0.0517500005662441,-0.0517500005662441,0.0,-0.0669999942183494,-0.0069051999598741,0.8779999613761902,,0,-0.0389284007251262,-0.0200123770001146,62.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.04,0,0,,,,,,,,,,,,,,,
Brian Cooper,SFG,8,2,0,0,0,0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.4450187683105469,,173.90255285198415,-0.001439768471755,0.1841719199669081,0.2033750712871551,0.0453982087478576,Brian Cooper,1295,150001,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.14285714,,,,-0.001439768471755,0.4369793915188404,0.1972937368786427,-0.0067759598605334,-0.0462159998714923,0.0394399985671043,0.0270000007003545,0.00273556006141,1.3109999895095823,,0,0.011519799940288,-0.0166883429721367,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.05,1,0,,,,,,,,,,,,,,,
Jeremy Accardo,SFG,28,2,0,0,0,0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.4450187683105469,,173.90255285198415,-0.001439768471755,0.1841719199669081,0.2033750712871551,0.0453982087478576,Jeremy Accardo,6428,435618,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.14285714,,,,-0.001439768471755,0.4369793915188404,0.1972937368786427,0.0429320000112056,-0.0074919899925589,0.0504239983856678,0.3019999861717224,0.0294638611376285,0.8099000453948975,,0,0.0132099986076354,0.0397990118934968,29.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.02,1,0,,,,,,,,,,,,,,,
Joe Blanton,OAK,33,4,0,0,0,0,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,0.333333333,0.2966791788736979,,80.99144528764872,-0.001439768471755,-0.0942838231610905,0.4067501425743103,0.0448811802682094,Joe Blanton,4849,430599,3,1,1,0,0,0,0,0,0,0,1,1,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.3826453530884508,-0.0967259561919447,-0.1100300028920173,-0.172664001584053,0.0626339986920356,-1.5709999799728394,-0.156706690788269,1.2467999458312988,,0,-0.0852524042129516,-0.002997521735397,201.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.01,1,0,,,,,,,,,,,,,,,
Deivi Cruz,- - -,101,275,5,28,20,0,0.04,0.123636363,0.107692308,0.28959276,0.265384615,0.297794117,0.373076923,0.2932877410821809,,74.58020222223564,-1.7099693607306108,-10.488476569786547,1.9691254198551176,0.0437857157301422,Deivi Cruz,1025,112897,260,69,52,11,1,11,1,34,1,0,3,5,1,0.323529411,0.67087104,2.4916243560895284,-1.80000002682209,0.6000000089406967,,-0.5099693428492174,25.525418789452992,-7.431358723574198,-2.2673396468162537,-6.306492447853088,4.039151966571808,-15.75100040435791,-1.6430234909057615,1.139797026069586,1.6110559701919556,25,-1.1993888020515442,-0.789859805338514,545.5,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0786713939160106,0.22060326486825937,1.304561983793974,0.44648960418999206,14.563189583050539,0.0,,,2B,2005,0.09000000000000001,97,17,,,,,,,,,,,,,,,
Joey Eischen,WSN,58,4,0,0,0,0,0.0,0.5,0.0,1.0,0.333333333,0.333333333,0.333333333,0.2966791788736979,,79.9139850521808,-0.001439768471755,-0.1023347715425145,0.4067501425743103,0.0435932955558338,Joey Eischen,774,113784,3,1,1,0,0,0,0,2,0,0,1,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.3826453530884508,-0.0967259561919447,0.0220839884132146,-0.0315219983458519,0.0536059997975826,0.5299999713897705,0.0568975023925304,0.7611500024795532,0.4593999981880188,1,-0.0058110998943448,0.0348250765629028,36.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.17,1,0,,,,,,,,,,,,,,,
Luis Ayala,WSN,68,4,0,0,0,0,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,0.333333333,0.2966791788736979,,79.9139850521808,-0.001439768471755,-0.1023347715425145,0.4067501425743103,0.0435932955558338,Luis Ayala,1650,425646,3,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.3826453530884508,-0.0967259561919447,0.0029260101728141,-0.0293099991977214,0.032235998660326,-0.2559999823570251,-0.0268473997712135,0.6855999827384949,0.8167999982833862,1,-0.0171234998852014,0.0213913094629187,71.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.05,1,0,,,,,,,,,,,,,,,
Jose Acevedo,COL,36,11,0,0,0,0,0.09090909,0.545454545,0.0,0.5,0.125,0.3,0.125,0.2325918674468994,,24.145157409162422,-0.0043193054152652,-1.0521518465662445,1.118562936782837,0.0425869566692899,Jose Acevedo,307,406895,8,1,1,0,0,1,0,6,1,0,1,0,0,0.166666666,0.425,0.14285714,,,,-0.0043193054152652,0.4685523882675845,-0.849718712253503,-0.1841160058975219,-0.255400002002716,0.0712840035557746,-1.5299999713897705,-0.1475747525691986,1.010272741317749,,0,-0.1357889473438263,-0.0464549145041834,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.04,1,0,,,,,,,,,,,,,,,
Jose Lima,KCR,32,4,0,0,0,0,0.0,0.5,0.0,1.0,0.333333333,0.333333333,0.333333333,0.2966791788736979,,75.76230263593867,-0.001439768471755,-0.1198246816682469,0.4067501425743103,0.0423197546389864,Jose Lima,475,117769,3,1,1,0,0,0,0,2,0,0,1,0,0,0.0,0.666666666,0.14285714,,,,-0.001439768471755,0.3826453530884508,-0.0967259561919447,-0.1237180009484291,-0.1494140028953552,0.0256960000842809,-0.9389999508857728,-0.0937190055847168,1.527250051498413,,0,-0.0428577996790409,-0.0381492370056507,168.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.04,1,0,,,,,,,,,,,,,,,
John Smoltz,ATL,33,83,0,1,3,0,0.036144578,0.313253012,0.058823529,0.238095238,0.147058823,0.183098591,0.205882352,0.1749565525793693,,-2.85431988138409,-0.0143976847175508,-10.734934045716647,8.440065383911133,0.0409374041271093,John Smoltz,115,122477,68,10,7,2,1,3,0,26,0,0,12,3,0,0.115384615,0.388980943,2.64285714,,,,-0.0143976847175508,-0.4255910986266044,-10.372545766194811,-1.5333701372146606,-1.9538679122924805,0.4204979836940765,-16.496999740600586,-1.7008633613586426,1.0044211149215698,,0,-1.1478592157363892,-0.3787615556065089,229.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,-0.04,14,3,,,,,,,,,,,,,,,
Tim Wakefield,BOS,33,9,0,1,1,0,0.0,0.222222222,0.0,0.333333333,0.25,0.25,0.25,0.2225093841552734,,24.45807212726187,-0.0028795369435101,-0.8330658780409415,0.9151878356933594,0.0387114911540464,Tim Wakefield,219,123801,8,2,2,0,0,0,0,2,0,0,1,0,0,0.0,0.5,2.64285714,,,,-0.0028795369435101,0.3082244357561301,-0.7703610101247598,-0.1232279986143112,-0.1404639929533004,0.0172359999269247,-1.9110000133514404,-0.1895854026079177,0.8370223045349121,,0,-0.1300069540739059,-0.0172149275255125,225.1,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.06,2,0,,,,,,,,,,,,,,,
Chris Capuano,MIL,35,79,0,5,9,0,0.025316455,0.417721518,0.042253521,0.307692307,0.169014084,0.189189189,0.211267605,0.1780144250070726,,-2.8821745831342054,-0.0158374531893059,-10.222484845033962,8.033315658569336,0.0384734495497518,Chris Capuano,1701,425626,71,12,9,3,0,2,0,33,0,1,5,1,0,0.06060606,0.400456794,1.74999999625,,,,-0.0158374531893059,-0.2050539585241344,-9.672637316811944,-0.7161920070648193,-1.4853781461715698,0.7691859602928162,-9.10099983215332,-0.9357737302780152,0.9683142304420472,,0,-0.9018081426620485,0.1621804633932339,219.0,0.0,0.0,6.0,0.0,0.0,1.0,-3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,P,2005,0.01,15,3,,,,,,,,,,,,,,,
