Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Chase%,Whiff%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Darren O'Day,3321,503285,TEX,1.0830808877944946,,2.42,2.03225856467427,,3.4971973682169617,3.886722110546596,87.58323396381579,,0.1875,0.05,0.1375,62.0,72,0,,,,0.369942196,0.7258066302408108,0.2196531791907514,0.8490566,0.06849315,0,0.1928251121076233,0.8870969925165466,45.784266384204365,80.17677387935692,3.4323297542780633,0.29411765,,0.20581114,,1.8081879615783691,-0.0261049396184627,45,12,5,5,0,0,0
Aaron Cook,1571,346871,COL,1.0813877582550049,,0.31,5.075719026753602,,4.542594676304561,4.503431215567728,90.32070640756302,,0.10839161,0.09090909,0.01748252,127.2,23,23,,,,0.580717488,0.7754570735318004,0.3069977426636568,0.67164179,0.097345132,0,0.2848837209302325,1.5587470467962452,111.14575906938076,106.71078999797862,4.601728340411983,0.25365344,,0.13594470000000003,,-0.7698999643325806,-0.7419388092792242,62,52,4,11,11,2,0
Scott Downs,773,275933,TOR,1.0757379531860352,,1.79,2.6413052239808534,,3.0289293665967,3.388636097895944,90.3362989549513,,0.19917012,0.05809129,0.14107884,61.1,67,0,,,,0.578034682,0.4402175373301422,0.2558139534883721,0.75657895,0.06,0,0.210762331838565,0.9945655473014324,63.25602453318539,71.75187095978345,2.9066623004183483,0.26898048,,0.16842104999999996,,1.4390860795974731,-0.2302581729692564,48,14,4,3,0,0,0
Frank Francisco,1933,407911,TEX,1.0703376531600952,,0.79,3.7594938524219104,,3.115817111678048,3.1569855836959295,94.67220343246868,,0.27149321,0.08144796,0.19004525,52.2,56,0,,,,0.394160583,0.8544304210049797,0.3211678832116788,0.73770492,0.09090909,2,0.2425742574257425,1.2721519601629696,84.69673642962437,71.35139464643396,2.7607111920500436,0.31540342,,0.23373493999999995,,0.258432000875473,-0.405250677117417,60,18,1,5,0,0,0
Ross Ohlendorf,8268,456027,PIT,1.0580731630325315,,1.7,4.070769135207681,,4.443996240383353,4.751309006933301,92.2267499400192,,0.16631579,0.09263158,0.07368421,108.1,21,21,,,,0.314371257,0.9969230535202483,0.281437125748503,0.73275862,0.077419354,0,0.2494117647058823,1.384615352111456,104.21815467731412,112.92371932983303,4.670240540585311,0.26206897,,0.18665019000000005,,-0.398991972208023,0.395237248464069,79,44,6,12,11,0,0
Andrew Bailey,1368,457732,OAK,1.04987895488739,,2.14,1.4693880982818832,,2.955393418109892,3.629947994654603,95.04009716890594,,0.22222222,0.06878307,0.15343915,49.0,47,0,,,,0.393939393,0.5510205368557063,0.2366412213740458,0.91121495,0.050847457,25,0.1931818181818181,0.9591838974895628,36.46564833142493,72.17349472380998,3.2081200585660468,0.31428571,,0.21487603,,1.7157180309295654,-0.394561946497774,42,13,0,3,0,0,0
Joe Thatcher,4620,491159,SDP,1.0290025472640991,,1.27,1.285714986373349,,1.5635558867936603,2.238904921139987,,,0.32846715,0.05109489,0.27737226,35.0,65,0,,,,0.4125,0.2571429972746697,0.2650602409638554,0.87837838,0.033333333,0,0.1782945736434108,0.8571433242488993,34.67366695824368,40.98002745839313,1.833558244864376,0.23694779,,0.24242423999999996,,-0.0468520186841487,-0.8320411691019349,45,7,1,1,0,0,0
Kris Medlen,9417,450665,ATL,1.0257207751274109,,1.07,3.6780188581994895,,3.7744369070196497,3.4865124190521164,91.15179998224431,,0.18949772,0.04794521,0.14155251,107.2,31,14,,,,0.428571428,1.0866873899225764,0.2987421383647798,0.73813708,0.115044247,0,0.2608695652173913,1.1981425068377125,91.71504508063198,95.59594186773238,3.545538442197306,0.27284946,,0.19890260999999998,,-0.3680099993944168,-0.3596614594085678,83,21,3,13,7,0,0
Craig Stammen,7274,489334,WSN,0.9940483495593072,,-0.41,5.1328133413336685,,4.054405086371142,3.7835957621108625,90.964760549787,,0.15124555,0.07295374,0.07829182,128.0,35,19,,,,0.509345794,0.9140626498265436,0.3270142180094786,0.65789474,0.118181818,0,0.2903846153846154,1.5000002458692,127.6038041853088,100.81064302809077,3.988727809356944,0.32908163,,0.22151898999999997,,-1.4065981258172542,-0.1244742841933777,85,41,1,13,8,0,0
J.A. Happ,7410,457918,- - -,0.9863830506801604,,1.53,3.400763779654643,,4.31448380071992,4.633880007672958,90.27582627713323,,0.18716578,0.12566845,0.06149733,87.1,16,16,,,,0.389558232,0.8244275829465801,0.2620967741935484,0.76502732,0.074074074,0,0.2239263803680981,1.3740459715776336,85.41895136180443,107.1959771631348,4.713948341539097,0.23763571,,0.18303570999999996,,0.7030058801174164,0.0669295315010762,70,47,1,8,9,1,1
Chris Perez,5213,453198,CLE,0.982875406742096,,2.62,1.7142859218883115,,3.5381599423626513,4.1278509356919635,94.8558883471867,,0.23461538,0.10769231,0.12692308,63.0,63,0,,,,0.341772151,0.5714286406294372,0.2222222222222222,0.86053412,0.05479452,23,0.1762114537444934,1.079365210077826,42.76220910519616,86.05106553489973,3.569513618284158,0.24944321,,0.18340610999999996,,2.4465157985687256,0.6410490454761926,61,28,5,4,0,0,0
Jonathan Broxton,4759,455009,LAD,0.978170931339264,,0.33,4.042781573368332,,3.0136712902148375,3.198235270477049,96.12943385997522,,0.26937269,0.10332103,0.16605166,62.1,64,0,,,,0.466257668,0.5775402247669046,0.3658536585365853,0.7239819,0.076923076,22,0.2655601659751037,1.4759361299598672,105.5238963638972,77.01745161100722,2.971321391276078,0.3011811,,0.23684211,,-1.4976019859313965,-0.678870387187651,73,28,2,4,0,0,0
Kevin Jepsen,6475,448178,LAA,0.964735507965088,,0.48,3.9661027206427937,,3.0269949555225772,3.414276486662606,96.3055899339934,,0.24110672,0.11462451,0.12648221,59.0,68,0,,,,0.555555555,0.3050848246648303,0.3270440251572327,0.71776156,0.05,0,0.2432432432432432,1.406780024843384,99.56761876288358,74.06212848016315,3.26567629417682,0.27888446,,0.22850678999999996,,1.5473439693450928,0.2697427740292289,61,29,2,2,0,0,0
Josh Beckett,510,277417,BOS,0.9630703926086426,,-0.98,5.780678620871656,,4.542594326168612,3.8548255985410824,93.81614730253878,,0.20103986,0.0779896,0.12305026,127.2,21,21,,,,0.4575,1.4099216148467455,0.3376288659793814,0.65340909,0.141843971,0,0.2881679389312977,1.5352479806109005,132.99817509954772,110.40349657721242,3.80271645797474,0.27169811,,0.1875,,-0.9808399677276612,0.514249241088872,116,45,8,20,10,0,0
Nick Masset,7267,434665,CIN,0.9451349973678588,,0.8,3.4043486165731784,,3.3778424959597544,3.2740728309160843,95.30374678781205,,0.26397516,0.10248447,0.16149068,76.2,82,0,,,,0.472361809,0.8217393212418017,0.2908163265306122,0.75963719,0.102941176,2,0.2222222222222222,1.2652176850865835,82.95461803129778,82.07432102726823,3.0277005096587257,0.29061103,,0.27007298999999996,,1.049705982208252,-0.0897338768351947,85,33,1,7,0,0,0
Jon Garland,232,279782,SDP,0.9305199384689332,,1.33,3.465,,4.412842426300049,4.218064726479351,90.58054728835978,,0.16248507,0.10394265,0.05854241,200.0,33,33,,,,0.519262981,0.9,0.2653061224489796,0.7593361,0.110497237,0,0.2365591397849462,1.315,93.44548152869284,114.3260988093674,4.436026092868676,0.23851479,,0.16881259000000004,,0.3987999260425567,0.2131369729463489,136,87,6,20,19,0,0
Jonathan Papelbon,5975,449097,BOS,0.917693853378296,,0.11,3.895523718827792,,3.5106783950586924,3.5559842093946727,95.20965499686716,,0.26480836,0.09756098,0.16724739,67.0,65,0,,,,0.382857142,0.9402988286825704,0.2873563218390804,0.6865285,0.09090909,37,0.2217898832684824,1.2686571498098174,89.62573075598125,85.14338311721956,3.049407713849189,0.35578584,,0.26101695,,0.9399259686470032,-0.1084406801652217,76,28,2,7,0,0,0
Tommy Hunter,1157,488984,TEX,0.915260311216116,,2.69,3.726562668325649,,4.99190501275662,4.5096748280863945,91.48873129381022,,0.12686567,0.06156716,0.06529851,128.0,23,22,,,,0.418224299,1.4765625666950686,0.2554744525547445,0.80693816,0.121387283,0,0.252,1.2421875561085496,83.95483767165206,114.76524976199742,4.6380872678516525,0.26410564,,0.12658228000000005,,1.3344779275357723,0.7307392415438116,68,33,3,21,13,1,0
Jeremy Bonderman,1667,425827,DET,0.9122710004448892,,-1.17,5.473684210526316,,4.896555876592447,4.560015433564869,90.16910354151872,,0.14854111,0.0795756,0.06896552,171.0,30,29,,,,0.447227191,1.3157894736842106,0.2961608775137112,0.65315315,0.114155251,0,0.2733918128654971,1.4444444444444444,129.89473937218398,116.8554392219729,4.519994732057567,0.2977208,,0.17263843999999995,,-1.7811279334127903,-0.7017156623621799,112,60,10,25,13,0,0
Brad Penny,535,207267,STL,0.9090707302093506,,0.62,3.2335326386838776,,3.4011956901684366,3.629801523176307,94.7868410885989,,0.15086207,0.0387931,0.11206897,55.2,9,9,,,,0.527777777,0.6467065277367755,0.3259668508287293,0.7204611,0.075471698,0,0.2863636363636364,1.293413055473551,82.59721154211414,87.09358083393568,3.69069926950928,0.2845953,,0.15404039999999997,,0.1864539831876754,-0.1623493644539468,35,9,3,4,7,0,0
Jair Jurrjens,5556,457453,ATL,0.89697265625,,0.21,4.641833404992798,,4.186724850826106,4.2876721461501,91.69115316901409,,0.172,0.084,0.088,116.1,20,20,,,,0.399433427,1.0057305710817728,0.299719887955182,0.69272977,0.087837837,0,0.2631578947368421,1.3925500214978392,115.7487159280376,105.96005603383868,4.343908497535288,0.26733781,,0.19460727,,-0.8766218423843384,-0.094623653415647,86,42,2,13,10,0,0
Sergio Santos,4734,435045,CHW,0.8943631649017334,,1.45,2.96129178018473,,3.0971972745365504,3.8230909045350367,95.94824969951924,,0.23829787,0.1106383,0.12765958,51.2,56,0,,,,0.430555555,0.348387268257027,0.3445945945945945,0.80808081,0.038461538,1,0.2572815533980582,1.5290330106836187,68.33322687330323,70.42738048155502,3.462528037754174,0.28828829,,0.25384615,,0.3093020319938659,-0.0764860178272569,56,26,3,2,0,0,0
Kenley Jansen,3096,445276,LAD,0.8649280071258545,,1.44,0.6666667608567359,,1.8185829891262144,2.949361029161768,,,0.37614679,0.13761468,0.23853211,27.0,25,0,,,,0.34,0.0,0.2307692307692307,0.92857143,0.0,4,0.1290322580645161,1.0000001412851038,17.401205804766793,46.76089521948494,2.4380425742698946,0.22566372,,0.32093023,,1.0704679489135742,0.1413150452175323,41,15,1,0,0,0,0
Robinson Tejeda,2575,434565,KCR,0.8614393472671509,,1.17,3.540983606557377,,3.5860391476115243,4.262234059586877,93.74896197552448,,0.21705426,0.10077519,0.11627907,61.0,54,0,,,,0.278106508,0.7377049180327869,0.2923976608187134,0.71621622,0.057471264,0,0.2370689655172413,1.3278688524590163,85.04813364938025,86.82785477781142,3.846906699909908,0.31380753,,0.26213591999999997,,-0.3028540313243866,-0.5131787785085785,56,26,0,5,0,0,0
Alexi Ogando,10261,468396,TEX,0.8496295213699341,,2.05,1.29600067236363,,3.0538424138488707,3.690162538208619,97.44515588148585,,0.22807018,0.09356725,0.13450292,41.2,44,0,,,,0.4375,0.43200022412121,0.2566371681415929,0.92920354,0.046511627,0,0.2012987012987013,1.1280005852053818,29.197288695946444,69.9172611227116,3.364677180835798,0.24579125,,0.23974763,,0.442755788564682,-0.6016003100214335,39,16,1,2,0,0,0
Derek Holland,4141,502706,TEX,0.8361065089702606,,0.61,4.081395575135008,,4.019702943638897,4.214188909319403,93.36288066007651,,0.21343874,0.09486166,0.11857708,57.1,14,10,,,,0.421052631,0.941860517338848,0.296969696969697,0.71045576,0.08219178,0,0.2444444444444444,1.3779070531438702,91.94878323036842,92.26788183618608,3.8837653546696074,0.2338403,,0.19264068999999995,,0.04407399892807,0.2301225913931552,54,24,4,6,2,0,0
Evan Meek,5109,457425,PIT,0.829689621925354,,2.37,2.1375002038479045,,3.452842462062839,3.541007052108699,95.43880476804124,,0.21604938,0.09567901,0.12037037,80.0,70,0,,,,0.566820276,0.5625000536441854,0.2242990654205607,0.77777778,0.084745762,4,0.1833910034602076,1.0500001001358128,54.72339979703771,87.89804617586803,3.2239777757303187,0.28115016,,0.21617418,,0.5690640211105347,-0.767913601264681,70,31,4,5,0,0,0
Kyle Farnsworth,278,150035,- - -,0.8288920968770981,,1.33,3.3402064154462217,,3.06237850771002,3.4857899883221273,96.17046079282407,,0.22846442,0.07116105,0.15730337,64.2,60,0,,,,0.413407821,0.5567010692410369,0.2849162011173184,0.7320442,0.061538461,0,0.2254098360655737,1.1443299756621317,81.75858968435234,75.13654358644449,3.091734560088065,0.25851703,,0.22499999999999998,,-0.1955759227275848,-1.3884248882950996,61,19,4,4,0,0,0
Jake Arrieta,4153,453562,BAL,0.8209904432296753,,0.76,4.664452418387837,,4.7622280218289905,5.16628097283398,93.62950407608696,,0.11581292,0.10690423,0.00890869,100.1,18,18,,,,0.422155688,0.8073090724132794,0.2886904761904761,0.69463549,0.069767441,0,0.2670025188916876,1.534883915452408,109.56861669929296,109.888820703148,5.333356489375803,0.2627907,,0.13778990000000002,,-0.4908058941364288,0.4995821283497221,52,48,4,9,10,0,0
Huston Street,8258,434718,COL,0.818954586982727,,0.76,3.612676444542731,,3.3736171059702142,3.5742293828600147,91.38419886997768,,0.24064171,0.05882353,0.18181818,47.1,44,0,,,,0.3671875,0.950704327511245,0.2741935483870967,0.68888889,0.081967213,20,0.2241379310344827,1.056338141679161,79.10872599218557,79.4207841514989,2.935449629758222,0.33810888,,0.28328612,,0.508262038230896,-0.4765739398186077,45,11,2,5,0,0,0
Jason Frasor,1906,430630,TOR,0.8180711269378662,,0.65,3.67539391805632,,3.3134446005344285,3.705143062958572,93.59494485294118,,0.23297491,0.09677419,0.13620072,63.2,69,0,,,,0.464088397,0.5654452181625108,0.3184357541899441,0.71759259,0.063492063,4,0.2459677419354838,1.3821994221750264,88.02118200458922,78.56466630371362,3.3007197948399143,0.26285714,,0.20045044999999995,,-0.2051040083169937,-0.5139723875872907,65,27,4,4,0,0,0
Arthur Rhodes,1097,121125,CIN,0.8121738433837891,,1.61,2.290909885375243,,3.2414788466839948,3.6726951210096344,91.84031742125984,,0.23041475,0.08294931,0.14746544,55.0,70,0,,,,0.361111111,0.6545456815357837,0.2361111111111111,0.83657588,0.064516129,0,0.1919191919191919,1.0181821712778858,55.82317673350491,78.78860426124653,3.2826687629095006,0.28131868,,0.23614458000000005,,1.549973964691162,-0.3407533811559604,50,18,1,4,0,0,0
Randy Wolf,976,150116,MIL,0.7944232225418091,,1.53,4.173106252386102,,4.844457406476833,4.710238400041922,88.99105480387288,,0.1517094,0.09294872,0.05876068,215.2,34,34,,,,0.394428152,1.2102008131919697,0.2750373692077728,0.75260805,0.101754385,0,0.2535714285714285,1.391035417462034,103.5585945081877,119.19962872735148,4.722203364886512,0.25272068,,0.15003139,,-0.0702659040689468,1.0385340517909485,142,87,9,29,20,1,1
David Hernandez,4259,456696,BAL,0.7792632877826691,,0.75,4.310924853420642,,4.4770022471471,4.787891183380781,94.41441456545064,,0.20689655,0.12068966,0.0862069,79.1,41,8,,,,0.278761061,1.0210085179154151,0.2850678733031674,0.74003795,0.077586206,2,0.23841059602649,1.436974951140214,101.26420649546606,103.26207692856724,4.4191542849386165,0.26539589,,0.23237178999999997,,-1.0113560557365415,-1.1918345923652485,72,42,4,9,2,0,0
Vicente Padilla,964,218894,LAD,0.7672759890556335,,1.22,4.073684537681542,,4.204158306227503,3.7410017691219455,93.13415178571428,,0.2159383,0.06169666,0.15424165,95.0,16,16,,,,0.39849624,1.3263158959893393,0.25,0.7079646,0.123893805,0,0.2206703910614525,1.0842106133881109,106.33051951292067,107.1575153205684,3.5507375582475604,0.27795527,,0.14537445000000004,,-0.1831299066543579,-0.9251602499297964,84,24,7,14,9,1,1
Pedro Feliciano,1601,408230,NYM,0.765619695186615,,0.88,3.3031926287848834,,3.221459497116783,3.774039969383379,87.17841796875,,0.2,0.10714286,0.09285714,62.2,92,0,,,,0.559782608,0.143617070816734,0.3475935828877005,0.77534791,0.025641025,0,0.2704918032786885,1.5319154220451634,84.80611291598167,82.29963411833164,3.4714729586861615,0.24339623,,0.19153675000000003,,0.5256320238113403,0.0356937685335672,56,30,6,1,0,0,0
Mike Leake,10130,502190,CIN,0.7610744088888168,,-0.17,4.228916087817178,,4.675432948364316,4.161157542010471,89.78812839673913,,0.15066225,0.08112583,0.06953642,138.1,24,22,,,,0.502212389,1.2361447025927137,0.3144796380090497,0.72519084,0.131944444,0,0.286231884057971,1.496385692612232,103.04706076324462,113.34009256931238,4.309951345115679,0.2553389,,0.18161682999999995,,-0.0169500112533569,0.6066151560144477,91,49,3,19,13,0,0
Bobby Parnell,9926,458730,NYM,0.7550754547119141,,0.43,2.8285714285714287,,2.2492709977286203,2.540801343534674,97.43667662377452,,0.22147651,0.05369128,0.16778524,35.0,41,0,,,,0.561904761,0.2571428571428571,0.3738317757009345,0.75630252,0.052631578,0,0.2907801418439716,1.4,72.62069607202739,57.67988854521702,2.4158198516285694,0.33085502,,0.22887323999999998,,-0.2683439254760742,-0.6635685890659149,33,8,0,1,0,0,0
Nelson Figueroa,683,150153,- - -,0.7507013455033302,,1.56,3.290322783090086,,4.0670897989938,4.100586274880498,88.87897406684027,,0.18717949,0.08717949,0.1,93.0,31,11,,,,0.422794117,0.9677419950264958,0.2730627306273063,0.77358491,0.091743119,1,0.2372881355932203,1.2688172823680723,82.42602330362391,101.1066328686382,4.032267563631694,0.2465374,,0.15796703,,0.1520021986216306,0.0462135685250806,73,34,2,10,4,0,0
Edinson Volquez,3990,450172,CIN,0.7491624355316162,,0.54,4.3085100263317555,,4.003374209734278,3.752574973742005,94.54990131578948,,0.24363636,0.12727273,0.11636364,62.2,12,12,,,,0.539393939,0.8617020052663511,0.3231707317073171,0.75620767,0.117647058,0,0.2489451476793249,1.4999997869451298,104.98654625980627,97.1466665573507,3.867644414827636,0.2944,,0.31115879999999996,,0.2638680934906006,0.1232238103504351,67,35,3,6,7,0,0
Ben Sheets,710,282656,OAK,0.748871386051178,,0.16,4.525139857676409,,4.711920708238752,4.2656374745488055,92.53160235225504,,0.16438356,0.08414873,0.08023483,119.1,20,20,,,,0.444444444,1.3575419573029228,0.2868852459016393,0.71732955,0.121621621,0,0.2628205128205128,1.3910615118042295,112.29991510989272,115.54555514947025,4.378371608645356,0.280837,,0.15895610999999998,,-1.348297953605652,0.0398134455885863,84,43,0,18,13,0,0
David Robertson,8241,502085,NYY,0.7370566129684448,,0.78,3.8152188941532423,,3.583277408004111,3.6584516709252033,93.7563018798828,,0.26007326,0.12087912,0.13919414,61.1,64,0,,,,0.396226415,0.7336959411833158,0.3354037267080745,0.78409091,0.087719298,1,0.2489451476793249,1.500000590863668,89.71913115671985,82.59025654608043,3.373560830048849,0.228223,,0.21995465000000003,,1.3949661254882812,0.5473098873792785,71,33,3,5,0,0,0
John Lannan,7080,458709,WSN,0.735054075717926,,0.05,4.646511298138903,,4.466214420789001,4.363725324564612,89.1394446942446,,0.11041991,0.07620529,0.03421462,143.1,25,25,,,,0.514851485,0.8790697050533061,0.3188118811881188,0.70057582,0.102189781,0,0.2966101694915254,1.562790586761433,115.51413979111967,110.9788349521988,4.606126066103302,0.24493554,,0.12718447,,-1.1933579444885254,-0.0453019924145436,71,49,4,14,12,0,0
John Ely,6132,518655,LAD,0.7292176485061646,,-0.32,5.49,,4.377842426300049,4.0879321414232255,88.30677589611179,,0.17674419,0.09302326,0.08372093,100.0,18,18,,,,0.457516339,1.08,0.31,0.64516129,0.115384615,0,0.2706185567010309,1.45,143.29890955625322,111.55474970776802,4.265942980622613,0.2491018,,0.21137026000000003,,-1.135841965675354,-0.239404651214361,76,40,2,12,9,0,0
Ryan Webb,7474,444436,SDP,0.7202367782592773,,0.39,2.8983054595307767,,2.8236051052885776,3.2449347094588488,95.82906087239584,,0.17391304,0.07509881,0.09881423,59.0,54,0,,,,0.622950819,0.152542392606883,0.3351063829787234,0.76271186,0.032258064,0,0.2746781115879828,1.406779842930143,78.1626404857411,73.41609824454804,2.9541754376360654,0.25307125,,0.20142179999999998,,0.4746959805488586,-0.0635742911469219,44,19,1,1,0,0,0
Joel Peralta,2332,407908,WSN,0.718560516834259,,1.35,2.020408477846804,,3.016617926971358,3.4347161093899565,91.59370909685865,,0.25925926,0.04761905,0.21164021,49.0,39,0,,,,0.261904761,0.9183674899303654,0.2,0.84848485,0.071428571,0,0.1675977653631284,0.7959184912729833,50.2281674078009,75.18611698846362,2.8596171345824435,0.28802589,,0.24099722999999995,,1.4501760005950928,0.6182003419772495,49,9,1,5,0,0,0
Jason Berken,5673,460072,BAL,0.7128311991691589,,1.34,3.0320872933789467,,3.5912117034859024,3.9198772561666217,92.69537533512064,,0.17175573,0.07251908,0.09923664,62.1,41,0,,,,0.471204188,0.7219255460426063,0.3056994818652849,0.77631579,0.071428571,0,0.2633744855967078,1.3315515627008072,71.22413965192925,82.6822153177574,3.717295580513969,0.312,,0.18693694000000005,,-0.4244640171527862,-0.8451224574844087,45,19,0,5,0,0,0
Kevin Gregg,1793,276514,TOR,0.705615222454071,,1.02,3.5084757104892117,,3.5693680089289725,4.054145238628731,93.30243008378623,,0.22834646,0.11811024,0.11023622,59.0,63,0,,,,0.423312883,0.6101696887807325,0.2981366459627329,0.7622739,0.06060606,37,0.2331838565022421,1.3898309577783352,84.02369540703994,84.69282253978602,3.705288623957311,0.25907591,,0.21640090999999995,,-0.9623859524726868,-0.9911487460278892,58,30,1,4,0,0,0
Jesse Crain,4817,430884,MIN,0.7027117609977722,,0.99,3.044118671681574,,3.4454896088702873,3.9263604891921986,95.608193359375,,0.22302158,0.0971223,0.12589928,68.0,71,0,,,,0.392265193,0.6617649286264291,0.2622950819672131,0.72972973,0.0625,1,0.212,1.176470984224763,73.03086796029851,83.48365914428749,3.5273252762941456,0.25630252,,0.21792261000000002,,1.4118881225585938,0.0339590435293577,62,27,1,5,0,0,0
Josh Tomlin,9388,458708,CLE,0.7006574273109436,,0.43,4.561643835616438,,4.584691741368542,4.761199863989876,89.73187705592105,,0.14285714,0.06312292,0.07973422,73.0,12,12,,,,0.284482758,1.2328767123287672,0.2743362831858407,0.7,0.085470085,0,0.2580645161290322,1.2465753424657535,113.78846729791204,111.73910078943774,4.818543149596318,0.29291045,,0.16634799,,-0.2981938123703003,-0.6966953985115412,43,19,3,10,5,1,0
Aaron Harang,1451,421685,CIN,0.6957558244466782,,-0.88,5.319403469657645,,4.600230624686917,4.42176174616399,91.06717304727648,,0.16269841,0.07539683,0.08730159,111.2,22,20,,,,0.368,1.289552356280641,0.3379120879120879,0.69356873,0.103896103,0,0.3008658008658009,1.585074771261621,129.6192407650636,111.52807347871924,4.373893236727957,0.28449905,,0.18449782000000003,,-1.1563120000064373,0.3107552791934989,82,38,4,16,9,0,0
Michael Gonzalez,1794,283166,BAL,0.6912896633148193,,0.38,4.013514858341041,,2.79405854742745,3.554284864784942,93.39006012561276,,0.29245283,0.13207547,0.16037736,24.2,29,0,,,,0.327586206,0.3648649871219128,0.2833333333333333,0.68627451,0.038461538,1,0.1956521739130435,1.297297731989023,94.27800558044456,64.16169514320688,3.21945171582462,0.26804124,,0.30246914,,0.0302999839186668,-0.4523682356223999,31,14,0,1,0,0,0
Armando Galarraga,4222,451482,DET,0.6853022053837776,,0.95,4.489606654859867,,5.08707997245647,5.2009407360322495,,,0.11993517,0.08265802,0.03727715,144.1,25,24,,,,0.373195876,1.309468607667461,0.2612419700214132,0.72953737,0.088607594,0,0.2544483985765124,1.3441106343253304,106.54182153861788,121.43258258675142,5.152693422014376,0.2614145,,0.1529745,,-0.7235801070928574,-0.8940030589517096,74,51,4,21,9,2,1
Kenshin Kawakami,9225,499877,ATL,0.6610865034162998,,-0.78,5.152672055815023,,4.348834866734421,4.384504777962142,89.69519125115663,,0.15089514,0.08184143,0.06905371,87.1,18,16,,,,0.397212543,1.0305344111630046,0.3044982698961938,0.63247863,0.091743119,0,0.2737430167597765,1.4885497050132288,128.48698391832872,110.03518541266858,4.550330470692783,0.24597365,,0.17204301,,-1.4007419720292091,-0.365755804700197,59,32,1,10,7,0,0
Jose Contreras,1660,425747,PHI,0.6580066084861755,,0.9,3.33529516543517,,3.2719601343412497,3.2886713039007875,94.32815987723214,,0.24463519,0.06866953,0.17596567,56.2,67,0,,,,0.446666666,0.7941178965321832,0.3178807947019867,0.77272727,0.092592592,4,0.2488262910798122,1.2176474413493477,82.7817837762746,81.81603770805323,2.8549273133800313,0.31078224,,0.25,,0.7761160135269165,0.2232962553580875,57,16,4,5,0,0,0
Santiago Casilla,2873,433586,SFG,0.6209372282028198,,1.57,1.951807677443097,,3.1501315995386823,3.5410057432858064,97.2180295389049,,0.24888889,0.11555556,0.13333333,55.1,52,0,,,,0.507352941,0.3253012795738495,0.2773722627737226,0.83333333,0.051282051,2,0.2051282051282051,1.1927713584374482,50.74042680756341,81.77967346938473,3.286598018715449,0.31848552,,0.22750000000000004,,1.3681340217590332,0.0185252770959838,56,26,4,2,0,0,0
Drew Storen,6983,519322,WSN,0.6184251308441162,,0.41,3.578315308763498,,3.2585654216921447,3.8779827650500143,95.01304604973592,,0.22413793,0.09482759,0.12931035,55.1,54,0,,,,0.395973154,0.4879520875586587,0.2960526315789473,0.7122093,0.05,5,0.2318840579710145,1.265060967744671,88.95835784554545,81.16016457860829,3.4603486881918464,0.30022573,,0.21582734000000003,,-0.8203141689300537,-1.056473426554645,52,22,3,3,0,0,0
Jose Valverde,1726,407878,DET,0.6166160106658936,,1.08,3.0000001816522617,,3.776255167002163,3.752516844233978,95.75415287678209,,0.24324324,0.12355212,0.11969112,63.0,60,0,,,,0.54658385,0.7142857575362528,0.2307692307692307,0.75362319,0.096153846,26,0.1830357142857142,1.1587302288921435,71.19231338973344,89.94137915936811,3.45170119981159,0.24375,,0.25295508,,1.3928040266036987,0.1804709350285743,63,32,3,5,0,0,0
Aaron Laffey,6248,444836,CLE,0.6005091965198517,,0.3,4.526946624818291,,3.922153899976476,4.917174005217932,87.48155847639485,,0.11067194,0.11067194,0.0,55.2,29,5,,,,0.492063492,0.1616766651720818,0.3144329896907216,0.68432671,0.017857142,0,0.2780269058295964,1.616766651720818,112.92295859567464,95.47653194698913,5.006695261398811,0.1889117,,0.09756098000000002,,-0.4586340487003326,-0.4834516499030101,28,28,2,1,1,0,0
Jim Johnson,3656,462382,BAL,0.5879827737808228,,0.61,3.417722674215714,,3.077842426300049,3.0644009910454004,94.86834097599638,,0.18803419,0.04273504,0.14529915,26.1,26,0,,,,0.511627906,0.6835445348431427,0.3448275862068966,0.76704545,0.095238095,1,0.2882882882882883,1.40506376606646,80.28276678295563,70.75493888053303,2.889970143119439,0.31428571,,0.1928934,,-0.633538007736206,-0.335357037890761,22,5,1,2,0,0,0
Zach Braddock,4553,488722,MIL,0.5879503488540649,,0.75,2.9405952811117677,,2.8996245304750934,4.073288129768026,93.6941098597852,,0.27152318,0.12582781,0.14569536,33.2,46,0,,,,0.295454545,0.2673268437374334,0.3181818181818182,0.80246914,0.023255813,0,0.2230769230769231,1.425743166599645,72.9729596880556,71.62522776920379,3.424625195596325,0.2745098,,0.28740157,,0.5064460039138794,0.1648246933484475,41,19,2,1,0,0,0
Chris Sale,10603,519242,CHW,0.5859884023666382,,1.15,1.9285718489667292,,2.7349852087059636,2.562798970851622,96.30345565352695,,0.34782609,0.10869565,0.23913043,23.1,21,0,,,,0.510204081,0.7714287395866917,0.2708333333333333,0.9009009,0.111111111,4,0.1829268292682926,1.0714288049815162,44.5027195829681,62.10384744191863,2.2799801998232065,0.20710059,,0.27536232000000005,,1.1509238481521606,0.1523632757988612,32,10,0,2,0,0,0
