Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Chase%,Whiff%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Jordan Walden,3271,477229,LAA,1.4058750867843628,,0.74,2.983425099976144,,2.7933421113392716,3.3337840438754247,98.27864284690368,,0.26482213,0.1027668,0.16205534,60.1,62,0,,,,0.451612903,0.4475137649964216,0.2948717948717949,0.75208914,0.052631578,32,0.2168141592920354,1.2430937916567268,76.23455828604096,70.83711333389385,3.005728081132214,0.30329289,,0.28309572000000005,,0.8829720616340637,0.0879688951759519,67,26,1,3,0,0,0
Bruce Chen,769,136600,KCR,1.3959832191467283,,2.02,3.7741939199330896,,4.386676742373112,4.68438890228528,87.15210291353384,,0.14831804,0.0764526,0.07186544,155.0,25,25,,,,0.346232179,1.0451613932122403,0.2780082987551867,0.7508161,0.080717488,0,0.254606365159129,1.3032259347461268,90.78520376862416,109.12936856671833,4.623075905119658,0.26644182,,0.15230635000000003,,1.0266519784927368,-0.1835374655568193,97,50,7,18,14,1,0
Wade Davis,7441,451584,TBR,1.3816431760787964,,-0.04,4.451086956521739,,4.6666906336079474,4.823664318624398,92.34730544599516,,0.13207547,0.07924528,0.05283019,184.0,29,29,,,,0.363486842,1.125,0.2802013422818792,0.72115385,0.088122605,0,0.2624309392265193,1.375,114.64968033164612,117.5798324326353,4.819418686646413,0.27310632,,0.12553802000000003,,-1.1780458688735962,-0.0178475193659308,105,63,8,23,15,1,0
Sergio Santos,4734,435045,CHW,1.3743059635162354,,1.35,3.552632506204356,,2.8674915077283334,2.687201525782372,95.7708401864035,,0.35384615,0.11153846,0.24230769,63.1,63,0,,,,0.429629629,0.8526318014890454,0.2692307692307692,0.74303406,0.113207547,30,0.1798245614035087,1.1052634463746884,83.92863296467691,67.81817019805646,2.237629355291793,0.30382294,,0.33255813999999995,,0.551181972026825,-0.3696829414736538,92,29,3,6,0,0,0
Mike Leake,10130,502190,CIN,1.3692352194339037,,1.59,3.864811392413841,,4.224193523243561,3.677170362702396,89.79792657517295,,0.17027417,0.05483405,0.11544012,167.2,29,26,,,,0.476923076,1.2345925281321992,0.2687747035573122,0.75810185,0.139393939,0,0.2457496136012364,1.1749503770147016,99.88815912898455,106.85307590983818,3.751100594399994,0.27983871,,0.17595819000000001,,-0.6702758520841599,-1.1035869514977712,118,38,8,23,18,0,0
Chris Narveson,2141,429780,MIL,1.366643400862813,,0.56,4.4536085276563835,,4.058376041502161,4.074543885431178,88.67260610100597,,0.18025751,0.09298999,0.08726753,161.2,30,28,,,,0.423387096,0.9463918121269816,0.2918367346938775,0.71216617,0.095505617,0,0.2527646129541864,1.39175266489262,114.98935874765854,102.0744410712471,4.225461985659583,0.28560993,,0.24128919999999998,,0.1066680811345577,0.1534771408355071,126,65,1,17,12,0,0
J.J. Putz,1795,407816,ARI,1.3627690076828003,,1.65,2.1724139359845087,,2.5426276333408584,3.0972697354087964,93.91736074093816,,0.26637555,0.05240175,0.2139738,58.0,60,0,,,,0.423841059,0.6206896959955739,0.2466666666666666,0.8097166,0.059701492,45,0.1906976744186046,0.9137931635490394,54.499449488536285,65.19947000306725,2.456369312727394,0.36972705,,0.23409091000000004,,3.422408103942871,0.8153626022119556,61,12,2,4,0,0,0
Francisco Rodríguez,1642,408061,- - -,1.3573954701423645,,1.8399999999999999,2.6372100275927775,,2.7184094571731774,3.079636811188909,91.31812467627762,,0.25732899,0.08469055,0.17263844,71.2,73,0,,,,0.517766497,0.5023257195414814,0.3214285714285714,0.81655481,0.064516129,23,0.2401433691756272,1.2976747754821605,70.41857214072824,70.51375696987401,2.743127369719406,0.31403509,,0.27306968,,1.9284260272979736,0.6619337051968801,79,26,2,4,0,0,0
Daniel Bard,7115,453268,BOS,1.3474456071853638,,1.16,3.3287681669788625,,2.9568931136218017,3.047395425546259,97.8247535342262,,0.25694444,0.08333333,0.17361111,73.0,70,0,,,,0.527472527,0.61643854944053,0.2240437158469945,0.66153846,0.087719298,1,0.1755725190839694,0.9589044102408244,78.39985724048482,74.80078003187688,2.7205179062255938,0.28174603,,0.23883495,,1.2875360250473022,-1.0683373066077957,74,24,2,5,0,0,0
Brandon League,3731,434181,SEA,1.3446006774902344,,0.63,2.7880438828739327,,2.7808210328981824,3.0871444950180464,,,0.18,0.04,0.14,61.1,65,0,,,,0.571428571,0.4402174551906209,0.2789473684210526,0.67398119,0.065217391,37,0.2352941176470588,1.0760871126881846,72.90967369347672,71.44843284267502,2.72805188421606,0.31328321,,0.21192053,,0.471809983253479,-0.3944722944650874,45,10,2,3,0,0,0
Juan Nicasio,7731,504379,COL,1.32340669631958,,1.2,4.144185752394157,,3.6532932179627937,3.429172467389977,94.48805092865568,,0.19397993,0.06020067,0.13377927,71.2,13,13,,,,0.458715596,1.0046510914894926,0.3037383177570093,0.70544554,0.114285714,0,0.2607142857142857,1.2697673517436645,94.44895658481722,89.01976845485996,3.5762953845100744,0.23493976,,0.18762089000000004,,-0.1691039800643921,-0.6124275683052319,58,18,1,8,7,0,0
Homer Bailey,8362,456701,CIN,1.3109135627746582,,0.33,4.431818181818182,,4.055689316084891,3.76762977395997,93.10924066742082,,0.18894831,0.05882353,0.13012478,132.0,22,22,,,,0.394607843,1.2272727272727273,0.2957393483709273,0.71236559,0.115384615,0,0.260038240917782,1.2803030303030305,114.5427589675194,102.5587472387732,3.7678655256391704,0.29183267,,0.19820717,,-1.403791904449463,-1.355525806350966,106,33,5,18,13,0,0
Joe Smith,3281,501925,CLE,1.2943973541259766,,2.37,2.014926061462651,,2.905983259917407,3.5744586566880483,91.57584880169172,,0.16853933,0.07865169,0.08988764,67.0,71,0,,,,0.56632653,0.13432840409751,0.2575757575757575,0.80163043,0.02173913,0,0.2131147540983606,1.0895526110131373,51.24217494847916,73.26531693939317,3.339899618256013,0.23414634,,0.13953488000000003,,0.6459640264511108,-0.7712603834601464,45,21,2,1,0,0,0
Carlos Villanueva,4138,453646,TOR,1.2809319645166397,,1.95,4.037382745755338,,4.10015252597136,4.47784937655095,89.80996123937403,,0.14977974,0.07048458,0.07929515,107.0,33,13,,,,0.355685131,0.9252335459022653,0.2713864306784661,0.72815534,0.075342465,0,0.2464114832535885,1.2616821080485434,96.83744062199833,99.49165623875572,4.3665481490118765,0.25437573,,0.18304171999999996,,-0.0934180617332458,-0.7397243639376175,68,32,4,11,5,0,0
Eric O'Flaherty,5746,447714,ATL,1.2643779516220093,,3.32,0.9773759030220076,,2.5366983342708567,3.053473935785928,92.57194010416669,,0.22259136,0.06976744,0.15282392,73.2,78,0,,,,0.555,0.2443439757555019,0.2740384615384615,0.92269327,0.039215686,0,0.2129963898916967,1.0859732255800083,25.935043680512916,67.0978311609289,2.766003027958285,0.31501832,,0.22735675,,2.8153440952301025,0.2141711160055392,67,21,3,2,0,0,0
Brian Duensing,4064,488846,MIN,1.2607146799564362,,0.16,5.232989464345385,,4.274870767812319,4.054866437245028,92.26343552609708,,0.16174402,0.07313643,0.0886076,161.2,32,28,,,,0.432892249,1.169072114375033,0.3295019157088122,0.66481994,0.111111111,0,0.2933130699088146,1.5154638519676351,127.28326815889297,106.90531407787954,4.189319572492323,0.26465927,,0.17252657000000005,,-2.8625398129224777,-1.478236674406701,115,52,1,21,14,1,1
Tommy Hanson,9129,462102,ATL,1.2461204528808594,,1.29,3.6,,3.6715401319357066,3.285778549084297,91.89009961790391,,0.26296296,0.08518519,0.17777778,130.0,22,22,,,,0.391691394,1.176923076923077,0.2680722891566265,0.76219512,0.125,0,0.2158859470468432,1.1692307692307693,95.52737791177584,97.49170068401402,3.217777795104463,0.27627907,,0.24108107999999995,,0.0853340402245521,-0.0634622120489394,142,46,3,17,13,0,0
Mike Pelfrey,5203,460059,NYM,1.2381429752567783,,0.42,4.740103029755333,,4.466005834040834,4.5483079714347525,93.02151457283632,,0.12209302,0.0755814,0.04651163,193.2,34,33,,,,0.456193353,0.9759035649496272,0.3006042296072507,0.68926123,0.091304347,0,0.2791878172588832,1.47160061381293,128.24320874383184,118.3424392641298,4.687911423766967,0.25288136,,0.12688615000000003,,-1.8517179796472192,-0.0609694555518218,105,65,7,21,15,2,0
Jim Johnson,3656,462382,BAL,1.2350205183029177,,2.63,2.670329446450584,,3.2231884670004223,3.420034411965517,96.08316165453768,,0.15846995,0.05737705,0.1010929,91.0,69,0,,,,0.614545454,0.4945054530464044,0.2678571428571428,0.76041667,0.075757575,9,0.2332361516034985,1.1098900168374854,63.55113560184533,76.76175997045803,3.0451393489445535,0.34087237,,0.19224282999999998,,2.570411920547486,-0.0557079020354558,58,21,2,5,0,0,0
Al Alburquerque,6324,456379,DET,1.2236369848251345,,1.53,1.869231646837274,,2.079231995407438,2.775005601740883,96.15772153253424,,0.36813187,0.15934066,0.20879121,43.1,41,0,,,,0.567901234,0.0,0.25,0.82692308,0.0,0,0.1390728476821192,1.1538466955785642,44.78861148996506,51.56794967105996,2.7419188623587507,0.29770992,,0.41237113000000003,,1.6756757497787476,-0.0369829912658181,67,29,2,0,0,0,0
Koji Uehara,9227,493157,- - -,1.2229065597057345,,2.12,2.3538462919878618,,3.0253862857818605,2.332895017752793,89.55739501538625,,0.34979424,0.03703704,0.3127572,65.0,65,0,,,,0.321917808,1.523077012462734,0.1956521739130435,0.94936709,0.141025641,0,0.1623931623931624,0.7230769655126111,55.24851436946096,72.24250495834339,1.5803056965577114,0.40046838,,0.29457363999999997,,2.3239200115203857,0.189872824437506,85,9,0,11,0,0,0
Darren Oliver,206,119984,TEX,1.2163431644439695,,1.51,2.2941179902496325,,2.7704842868652353,3.2374032885866737,89.04327205882353,,0.20465116,0.05116279,0.15348837,51.0,61,0,,,,0.379084967,0.5294118439037613,0.282051282051282,0.76642336,0.06,2,0.2315270935960591,1.1372550720895611,53.00162229726519,66.42943962346459,3.094170563859101,0.28179551,,0.15633423000000002,,-0.4636259973049164,-0.972847320744986,44,11,1,3,0,0,0
Matt Belisle,1837,279571,COL,1.1980856657028198,,0.85,3.2500010331475044,,3.067052965694008,3.2460523733130575,92.67826704545456,,0.19269103,0.04651163,0.1461794,72.0,74,0,,,,0.531818181,0.6250001986822125,0.3272727272727272,0.70454545,0.080645161,0,0.2720848056537102,1.263889290668474,74.06984744904955,74.61097598059014,2.871065410503608,0.28361345,,0.16139767000000005,,0.4147341847419739,-0.3007593504344534,58,14,4,5,0,0,0
Casey Janssen,7355,445163,TOR,1.1683504581451416,,1.94,2.263473932850018,,2.450535763153285,3.044142465411805,92.87523931571148,,0.23766816,0.06278027,0.17488789,55.2,55,0,,,,0.473333333,0.323353418978574,0.2960526315789473,0.81395349,0.042553191,2,0.2270531400966183,1.095808808760723,54.28987945278331,59.81146371891207,2.7340185407073343,0.25188917,,0.19628647,,1.9670239686965945,0.7704811591059326,53,14,2,2,0,0,0
Joaquín Benoit,1437,276542,DET,1.1599299907684326,,1.08,2.950819856663679,,2.9598125111893343,3.2946567471235597,94.72631638731824,,0.26141079,0.07053942,0.19087137,61.0,66,0,,,,0.388535031,0.7377049641659198,0.2727272727272727,0.74576271,0.073529411,2,0.2117117117117117,1.0491803934804194,70.70451881156781,73.03597461984567,2.7171714983113557,0.33686067,,0.29227557000000004,,1.5810199975967407,-0.3020368126603756,63,17,2,5,0,0,0
David Hernandez,4259,456696,ARI,1.1341993808746338,,0.63,3.3749998762057425,,2.938847827417611,3.656494562891854,95.6247302827381,,0.26460481,0.10309278,0.16151203,69.1,74,0,,,,0.314606741,0.5192307501854988,0.2528089887640449,0.71618037,0.049382716,11,0.1891891891891892,1.139423035129289,84.66877892390889,75.48664730784995,3.125509888721086,0.32436975,,0.22887323999999998,,1.5090360641479492,-0.3246987639650865,77,30,2,4,0,0,0
Travis Wood,9884,475243,CIN,1.109520435333252,,-0.11,4.8396228156763765,,4.063122172184203,4.614429706896689,91.2327363387398,,0.16414687,0.08639309,0.07775378,106.0,22,18,,,,0.321212121,0.8490566343291889,0.3243243243243243,0.70945946,0.066666666,0,0.2816229116945107,1.4905660913779093,125.08269223316915,102.74817353021956,4.537439602114347,0.25270758,,0.1535533,,-0.7070699632167816,0.5003488773437806,76,40,4,10,10,0,0
Jeff Karstens,5879,444371,PIT,1.1029063113965094,,2.64,3.381930221229835,,4.288219974947828,4.004514507666418,90.28976236979166,,0.14371257,0.0494012,0.09431138,162.1,30,26,,,,0.461832061,1.219712538804203,0.2748538011695906,0.77423168,0.115183246,0,0.2583201267828843,1.207392210129413,91.08743622376063,114.17186104319973,4.102155369934414,0.30492424,,0.16532618,,-0.5304437279701233,-0.3506449952969831,96,33,4,22,16,1,1
Jonny Venters,7175,458924,ATL,1.0881669521331787,,3.01,1.8409090909090908,,2.7753862857818605,2.879649975489486,95.57551185344828,,0.26890756,0.12044818,0.14845938,88.0,85,0,,,,0.725490196,0.2045454545454545,0.2417061611374407,0.83503055,0.071428571,5,0.1715210355987055,1.0909090909090908,48.849227341249005,73.4904847183549,2.552636151494641,0.35862069,,0.34201954,,4.645068168640137,0.5714090140058405,96,43,5,2,0,0,0
Mike Minor,10021,501985,ATL,1.077276349067688,,0.45,4.1370961378318825,,3.3882894557671133,3.62478913702844,91.79663492317542,,0.2132964,0.08310249,0.13019391,82.2,15,15,,,,0.370967741,0.762096656969031,0.3495934959349593,0.74430823,0.079545454,0,0.2818181818181818,1.4879029969395363,109.77942950444849,89.90554716771891,3.7480108610070846,0.27701674,,0.18833332999999997,,0.3628139793872833,1.1863399719153789,77,30,1,7,5,0,0
Chris Sale,10603,519242,CHW,1.0771979093551636,,2.36,2.7887338927007823,,3.12397788804906,2.998543342881234,95.86012162396122,,0.27430556,0.09375,0.18055556,71.0,58,0,,,,0.497076023,0.7605637889183952,0.264367816091954,0.81267218,0.109090909,8,0.2007722007722007,1.112676654158393,65.88202492317545,73.80905078517523,2.724464742771003,0.29376258,,0.28988764,,3.7242681980133057,0.7418653313479244,79,27,2,6,0,0,0
Stephen Strasburg,10131,544931,WSN,1.07331120967865,,0.86,1.5,,1.275386285781861,2.4792995416869728,96.56983258928572,,0.27272727,0.02272727,0.25,24.0,5,5,,,,0.37704918,0.0,0.2419354838709677,0.70588235,0.0,0,0.1744186046511628,0.7083333333333334,39.38868657240993,32.63954364233766,2.4646354637978787,0.31543624,,0.22222222000000003,,0.6429120302200317,-0.1392860366885732,24,2,0,0,2,0,0
Jason Hammel,4538,434628,COL,1.0678077363409102,,0.87,4.755381693445898,,4.827734656013824,4.648425421327091,93.62749538554168,,0.12719892,0.09201624,0.03518268,170.1,32,27,,,,0.43884892,1.109589061804043,0.28,0.67850638,0.10880829,1,0.2631578947368421,1.426614508033769,108.37854911523476,117.88554982788926,4.838388118924897,0.25828836,,0.14739413999999995,,-0.459851861000061,-0.0093541366563342,94,68,6,21,14,0,0
Jason Marquis,105,150302,- - -,1.062757670879364,,-0.33,4.431818886236823,,4.048113721067281,4.021178576381319,90.0580542779738,,0.12947189,0.07325383,0.05621806,132.0,23,23,,,,0.551339285,0.7500001192093085,0.3163716814159292,0.68595927,0.099099099,0,0.2857142857142857,1.492424479638725,115.41671042811082,105.22831532593996,4.1402836967155165,0.28783902,,0.15083798999999998,,-0.3786518573760986,0.5765055086055505,76,43,5,11,13,1,1
Chris Tillman,5279,501957,BAL,1.0576043128967283,,-0.24,5.516128014079429,,3.9931280426379008,4.82912675731781,90.36031600140056,,0.16027875,0.08710801,0.07317073,62.0,13,13,,,,0.373205741,0.7258063176420302,0.3478260869565217,0.65656566,0.05376344,0,0.2984496124031007,1.6451609866552686,131.2782585256889,94.89572802779551,4.538086827023784,0.26916803,,0.13592232999999998,,-0.8579380512237549,-0.1080020239396349,46,25,4,5,4,0,0
Brad Ziegler,7293,446899,- - -,1.0334356129169464,,0.9199999999999999,2.1600005414691648,,2.5453861654553793,3.0407106006243216,86.13029455236486,,0.18410042,0.07949791,0.10460251,58.1,66,0,,,,0.686046511,0.0,0.3028571428571429,0.71232877,0.0,1,0.2420091324200913,1.2342860236966655,54.40199342416658,64.94221007409249,2.5363174457739563,0.26419214,,0.16624684999999995,,1.0802639424800873,0.3729497240838098,44,19,1,0,0,0,0
Kameron Loe,4422,434180,MIL,1.031644582748413,,0.52,3.50000148349401,,2.8031639693695425,2.778862464907934,,,0.20962199,0.05498282,0.15463918,72.0,72,0,,,,0.632850241,0.5000002119277157,0.2932692307692308,0.68475452,0.1,1,0.238095238095238,1.1250004768373605,90.36782728063824,70.25767082600618,2.3356372030276344,0.37388193,,0.22244094000000003,,-1.4681000709533691,-1.971703212196649,61,16,2,4,0,0,0
Antonio Bastardo,8844,455374,PHI,1.0300196409225464,,1.74,2.637931381479642,,3.3012483910346337,3.559231890103157,93.3851142764298,,0.31111111,0.11555556,0.19555556,58.0,64,0,,,,0.253968253,0.9310346052281092,0.1788617886178861,0.81140351,0.081081081,8,0.1407035175879397,0.9310346052281092,68.58867609753052,84.49748598202889,2.917024748360452,0.35351563,,0.31006160000000005,,2.6096839904785156,0.8157043454021755,70,26,0,6,0,0,0
Brett Anderson,8223,474463,OAK,1.0186681747436523,,1.14,3.995999512207091,,3.961386171524062,3.6631167346792246,92.31070550444164,,0.17134831,0.07022472,0.1011236,83.1,13,13,,,,0.574803149,0.8639998945312629,0.3058823529411765,0.73033708,0.126984126,0,0.2654320987654321,1.3319998374023636,100.80198017335304,100.35969616505722,3.60100087209188,0.24632953,,0.15658362999999997,,0.3170480132102966,-0.1894548663073825,61,25,7,8,7,1,0
Andrew Bailey,1368,457732,OAK,1.0104506015777588,,0.58,3.2400004943848413,,2.857386260147091,3.5193456601223945,94.22012821320564,,0.24117647,0.07058824,0.17058824,41.2,42,0,,,,0.370689655,0.6480000988769682,0.2719298245614035,0.66985646,0.056603773,24,0.2151898734177215,1.104000168457057,81.73135772387677,72.64227087100757,2.9822156542471565,0.27213115,,0.20858896000000005,,0.7418519258499146,0.0357606685069264,41,12,0,3,0,0,0
Dustin Moseley,7060,400291,SDP,0.9981728196144104,,0.06,3.3,,3.9920529524485273,4.2173209842294455,,,0.12698413,0.07142857,0.05555556,120.0,20,20,,,,0.494923857,0.75,0.2729591836734694,0.68085106,0.08,0,0.2510729613733906,1.275,93.78261634878454,107.4384713051782,4.440880524611698,0.27827051,,0.13231552000000002,,-1.0743879079818726,0.3169852985902657,64,36,2,10,10,0,0
Kyle Farnsworth,278,150035,TBR,0.99466872215271,,1.47,2.184971628237331,,3.1641146431302625,3.2133267030585206,96.63019402472528,,0.22077922,0.05194805,0.16883117,57.2,63,0,,,,0.50609756,0.780347010084761,0.25,0.8490566,0.092592592,25,0.2083333333333333,0.988439546107364,56.27980337343986,80.01137224294622,2.7623583211777425,0.2922252,,0.21975308999999998,,1.0808799266815186,0.1238169664951528,51,12,3,5,0,0,0
Joel Peralta,2332,407908,TBR,0.9808573722839355,,1.07,2.926109474110523,,3.3652878913603557,3.876998394775714,91.44373592342342,,0.23828125,0.0703125,0.16796875,67.2,71,0,,,,0.270114942,0.93103483267153,0.2176470588235294,0.74712644,0.07,6,0.1848739495798319,0.9162565019942042,75.36979598446858,85.04124708139615,3.318138260304928,0.28712871,,0.23168317000000005,,1.4973160028457642,-0.3798727653730094,61,18,0,7,0,0,0
Neftalí Feliz,18,491703,TEX,0.9677112102508544,,1.51,2.743316067642797,,3.5708409425061594,4.268309891182824,97.04418886198548,,0.21428571,0.11904762,0.0952381,62.1,64,0,,,,0.371951219,0.5775402247669046,0.2317073170731707,0.75301205,0.052631578,32,0.1891891891891892,1.1550804495338092,63.37956577525499,85.37390748555241,3.90061662832153,0.25049702,,0.25369979,,0.7242079973220825,-0.4483559752576773,54,30,0,4,0,0,0
Steve Cishek,6483,518553,FLA,0.9610121250152588,,1.21,2.6341468316328154,,2.458313009527574,3.116740603571771,93.6435546875,,0.24017467,0.08296943,0.15720524,54.2,45,0,,,,0.567567567,0.1646341769770509,0.2913907284768212,0.74695122,0.025641025,3,0.217391304347826,1.1707319251701402,68.01989206759755,64.51046862664113,2.752420036684027,0.27699531,,0.21447720999999997,,0.7105540633201599,0.2374919232704597,55,19,3,1,0,0,0
Alex Cobb,6562,502171,TBR,0.9426611065864564,,0.63,3.417722674215714,,3.613994079674567,3.8991662840137296,92.0968458246888,,0.16517857,0.09375,0.07142857,52.2,9,9,,,,0.5398773,0.5126584011323571,0.2839506172839506,0.74850299,0.069767441,0,0.2425742574257425,1.3291143733061108,88.03261223349604,91.25957387073969,4.0818322005205605,0.31880734,,0.18181818000000005,,0.3781819343566894,0.2374280220679526,37,21,1,3,6,0,0
Jair Jurrjens,5556,457453,ATL,0.9417788982391356,,3.18,2.960526612987178,,3.985912697995478,4.226628327612016,89.75898346018735,,0.14354067,0.07017544,0.07336523,152.0,23,23,,,,0.420168067,0.8289474516364099,0.2694736842105263,0.80985915,0.08045977,0,0.2452504317789292,1.2236843333680336,78.55870682685998,105.91137536829105,4.423770428235169,0.28498294,,0.16570328,,1.9257899522781372,1.11027198718737,90,44,4,14,16,2,1
Jose Valverde,1726,407878,DET,0.9324726462364196,,2.04,2.239631493889698,,3.550731944842407,4.006788247230114,94.56043802576237,,0.22923588,0.11295681,0.11627907,72.1,75,0,,,,0.429319371,0.6221198594138051,0.2473684210526315,0.82926829,0.064102564,49,0.1969696969696969,1.1889401757686051,53.663752713709655,87.44223607695082,3.574200735171123,0.26689189,,0.23090909000000004,,4.111697673797607,1.428306551311357,69,34,3,5,0,0,0
Alfredo Simon,2155,430580,BAL,0.9307846128940582,,0.45,4.902016590500805,,4.417316922590731,4.230257948030102,95.25531558149652,,0.16633267,0.08016032,0.08617235,115.2,23,16,,,,0.429729729,1.1671468072620963,0.3165266106442577,0.68211921,0.108695652,0,0.2813186813186813,1.4524493601483863,116.66302878077376,104.8864180023608,4.183213126707017,0.25545852,,0.18787158000000004,,-1.1813540309667587,-0.2770010487356755,83,40,4,15,7,0,0
John Lannan,7080,458709,WSN,0.9306520819664,,0.7,3.70397101711532,,4.281703940709864,4.239370038983856,90.00263414884868,,0.13118812,0.09405941,0.03712871,184.2,33,33,,,,0.541315345,0.7310469112727607,0.2963576158940397,0.73046875,0.10067114,0,0.2675862068965517,1.4620938225455211,97.26303564429716,111.51949849444593,4.46272188031708,0.24735729,,0.17431907000000002,,-0.6023640036582947,0.2251478230338907,106,76,7,15,16,0,0
Chris Volstad,9901,458690,FLA,0.9298473000526428,,0.2,4.889335865985222,,4.32317296625942,3.6406342465029065,92.0618776807598,,0.16272601,0.06815021,0.0945758,165.2,29,29,,,,0.523364485,1.2494969435295566,0.3100189035916824,0.68847656,0.155405405,0,0.2795216741405082,1.4245472399660648,126.25419885208092,114.08103745907816,3.83306879465552,0.28582677,,0.18710833000000004,,-1.9123517274856567,0.4444864714010579,117,49,1,23,15,0,0
Wade LeBlanc,5221,453281,SDP,0.9060609340667723,,-0.01,4.631798867465934,,3.979361120273489,4.224766669352839,87.99330227668213,,0.15044248,0.08259587,0.06784661,79.2,14,14,,,,0.32,0.7907949285917447,0.3055555555555556,0.6879845,0.079545454,0,0.2709677419354839,1.4058576508297684,131.63097460372498,107.09418607789098,4.56859144439156,0.27152318,,0.14604810999999995,,-0.8855661153793335,-0.4810841876278136,51,28,1,7,7,0,0
Fernando Salas,4971,477569,STL,0.8917059302330017,,2.41,2.2800006958009935,,3.1587196598053104,3.6203962147107225,92.02635513117283,,0.25423729,0.07118644,0.18305085,75.0,68,0,,,,0.341968911,0.8400002563477345,0.2263157894736842,0.83860759,0.07,24,0.1838235294117647,0.9466669555664944,61.65440953417514,84.06211491416857,2.9233676340177404,0.28743546,,0.24485981,,0.4872299432754516,-0.8723767902943185,75,21,2,7,0,0,0
Joakim Soria,6941,465657,KCR,0.8866719603538513,,0.26,4.027624648931906,,3.489474722695825,3.3762576933305835,92.15319540334302,,0.234375,0.06640625,0.16796875,60.1,60,0,,,,0.404624277,1.04419898305642,0.3117647058823529,0.72254335,0.104477611,28,0.2531645569620253,1.2762432015134022,96.8812764298287,86.99091691998045,2.9433274540305137,0.22886598,,0.21524664000000004,,-0.5225260853767395,-0.6051741470948192,60,17,2,7,0,0,0
John Lackey,1507,407793,BOS,0.8833333253860474,,-1.85,6.4124993884564025,,4.706636125445382,4.699067413448406,91.91335388321995,,0.14535666,0.07537012,0.06998654,160.0,28,28,,,,0.404718693,1.1249998927116496,0.3388888888888889,0.636,0.097087378,0,0.3038922155688622,1.6187498456239848,151.02855212231742,118.53184049174985,4.490526045190098,0.28253055,,0.15425531999999997,,-2.5943756103515625,0.1262791225410802,108,56,19,20,9,0,0
Jeanmar Gómez,9033,491646,CLE,0.8783906921744347,,0.43,4.474286104412502,,4.12252923858799,4.034465071073317,91.02725290697674,,0.11969112,0.05791506,0.06177606,58.1,11,10,,,,0.528301886,0.9257143664301728,0.3252427184466019,0.71960298,0.103448275,0,0.3004115226337449,1.5085715601084295,113.78688067860126,103.56147783870404,4.133452227578336,0.23503326,,0.13486005,,-0.2214199900627136,0.5256517668642442,31,15,1,6,4,0,0
Dontrelle Willis,1703,425883,CIN,0.8669483661651611,,-0.32,4.995594377855856,,4.095870795322401,4.07778748298408,88.49644077448747,,0.17065868,0.11077844,0.05988024,75.2,13,13,,,,0.545454545,0.7136563396936936,0.3103448275862069,0.69060773,0.098360655,0,0.2644067796610169,1.519823686384718,129.1138623578384,103.58277198714616,4.275286315954839,0.28103448,,0.17975567000000003,,-0.9864199757575988,-0.5718735685366424,57,37,2,6,9,0,0
Heath Bell,2080,425514,SDP,0.8491303324699402,,0.99,2.441489758023162,,3.232833127966835,3.6659854944832766,94.76780626780626,,0.19921875,0.08203125,0.1171875,62.2,64,0,,,,0.432584269,0.574468178358391,0.2611111111111111,0.78313253,0.063492063,43,0.2170212765957447,1.148936356716782,69.38463554429485,86.84348027254146,3.486142364919185,0.31016043,,0.18775509999999995,,1.8188799619674685,0.4481084598693051,51,21,0,4,0,0,0
Tyson Ross,7872,475115,OAK,0.8473972417414188,,0.91,2.7500007285014068,,3.136497426327372,3.8920596802693983,93.08146329105648,,0.16551724,0.08965517,0.07586207,36.0,9,6,,,,0.476190476,0.2500000662274006,0.2990654205607476,0.76233184,0.03125,0,0.25,1.277778116273381,69.37075894636375,79.64973782604375,4.177059317140489,0.26254826,,0.19718309999999994,,0.8930760007351637,0.1398205189500795,24,13,0,1,4,0,0
Edward Mujica,3970,465629,FLA,0.837276816368103,,1.73,2.96052750458065,,3.1964389860465205,3.1726793586925877,92.54231169131238,,0.21212121,0.04713805,0.16498317,76.0,67,0,,,,0.483412322,0.828947701282582,0.2701421800947867,0.75498575,0.098591549,0,0.2277580071174377,1.0263162015879588,76.44781183283719,84.13088269256637,2.8512746892131107,0.38113949,,0.20847457999999996,,0.468828022480011,-0.9634196203892764,63,14,2,7,0,0,0
Rafael Perez,4078,460370,CLE,0.8139934539794922,,0.84,3.000001271566294,,3.295227669996818,3.8596185158037377,89.78059016047297,,0.12840467,0.07392996,0.05447471,63.0,71,0,,,,0.583756345,0.2857144068158375,0.2807881773399014,0.67819149,0.040816326,0,0.2478991596638655,1.238095762868629,76.29391119774816,82.95883570784113,3.7039991750167345,0.265625,,0.17730495999999996,,0.8099000453948975,0.4385970883490266,33,19,0,2,0,0,0
